Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
Italian Restaurant;waiter was not nice;;waiter was not nice;;waiter;
Italian Restaurant;pay bill and tip;pays;bill|tip;pay|tip;bill;
Italian Restaurant;pay the bill;pays;bill;pay;bill;
Italian Restaurant;skip dessert;skips;dessert;skip;;
Italian Restaurant;order salad;orders;salad;order;salad;
Italian Restaurant;ask for tiramisu;asks for;tiramisu;ask for;;
Part Provision Team;Identify parts;identifies;parts;;Identify parts;
Part Provision Team;Elicit information from customer;elicits;information from customer;;information from customer;
Part Provision Team;Check availability;checks;availability;;availability;
Part Provision Team;supplied to customer;supplies to;customer;;customer;
Part Provision Team;Record customer detail;records;customer detail;;customer detail;
Part Provision Team;Contract customer;contracts;customer;;customer;
Part Provision Team;Parts Collected;;Parts Collected;;;
Part Provision Team;Payment;;Payment;;;
Army;Hold physical exam;holds;physical exam;;physical exam;
Army;Shortlist application;shortlists;application;;application;
Army;Hold mental exam;holds;mental exam;;mental exam;
Army;Hold interview;holds;interview;;interview;
Army;Recruit applicant;recruits;applicant;;;
Army;Notify failure;notifies;failure;;failure;
Army;Schedule exams and interview;schedules;exams|interview;;exams|interview;
Sales & Distribution;Check stock availability;checks;stock availability;;stock availability;
Sales & Distribution;Confirm order;confirms;order;;order;
Sales & Distribution;Archive order;archives;order;;order;
Sales & Distribution;Send invoice;sends;invoice;;;
Warehouse;Send product;sends;product;;product;
Warehouse;Manufacture product;manufactures;product;;product;
Warehouse;Purchase raw materials from Supplier 1;purchases;raw materials from Supplier 1;;raw materials;Supplier
Warehouse;Purchase raw materials from Supplier 2;purchases;raw materials from Supplier 2;;raw materials;Supplier
Warehouse;Check raw materials availability;checks;raw materials availability;;raw materials availability;
Sales;Confirm order;confirms;order;;order;
Sales;Emit invoice;emits;invoice;;;
Sales;Archive order;archives;order;;order;
Cashier;Capture party details;captures;party details;;party details;
Cashier;Print file server;prints;file server;;file server;
Cashier;Receive payment;receives;payment;;payment;
Small claims tribunal;Retrieve claim file;retrieves;claim file;;claim file;
Small claims tribunal;Distribute warrant possession;distributes;warrant possession;warrant;possession;
Small claims tribunal;Store claim file;stores;claim file;;claim file;
Small claims tribunal;Attach claim report;attaches;claim report;;claim report;
Small claims tribunal;Store expanded file;stores;expanded file;;expanded file;
Small claims tribunal;Notify party;notifies;party;;party;
Party;Archive claim;archives;claim;;claim;
Small claims tribunal;Distribute warrant possession coversheet;distributes;warrant possession coversheet;warrant;possession;
Small claims tribunal;Store expanded claim file;stores;expanded claim file;;expanded claim file;
Sales;Receive payment;receives;payment;;payment;
Assessment Manager;Store application;stores;application;;application;
Assessment Manager;Get initial validation;gets;initial validation;;initial validation;
Assessment Manager;Check validation result;checks;validation result;;validation result;
Assessment Manager;Check modifications to natural environment;checks;modifications to natural environment;;modifications to natural environment;
Assessment Manager;Apply additional fees;applies;additional fees;;additional fees;
Assessment Manager;Check environment protection laws;checks;environment protection laws;;environment protection laws;
Assessment Manager;Prepare final approval;prepares;final approval;;final approval;
Cadastre;Retrieve geographical infromation;retrieves;geographical infromation;;;
DMR;Check for road conflicts;checks for;road conflicts;;road conflicts;
Seller;Prepare registration information;prepares;registration information;;registration information;
Seller;Request auction creation;requests;auction creation;;auction creation;
Auctioning Service;Check registration status;checks;registration status;;registration status;
Auctioning Service;Request account creation;requests;account creation;;account creation;
Auctioning Service;Confirm auction creation;confirms;auction creation;;auction creation;
Customer;Pay travel;pays;travel;;travel;
Customer;Check travel offer;checks;travel offer;;travel offer;
Customer;Reject offer;rejects;offer;;offer;
Customer;Book travel;books;travel;;travel;
Travel Agency;Make travel offer;makes;travel offer;;travel offer;
Travel Agency;Order ticket;orders;ticket;;ticket;
Travel Agency;Confirm booking;confirms;booking;;;
Airline;Handle payment;handles;payment;;payment;
Airline;Confirm payment;confirms;payment;;payment;
Airline;Refuse payment;refuses;payment;;payment;
Client;Submit request for quote;submits;request for quote;;request for quote;
Client;Check quote;checks;quote;;quote;
Client;Send order;sends;order;;order;
Client;Send notification;sends;notification;;notification;
Seller;Prepare quote;prepares;quote;;quote;
Seller;Send quote;sends;quote;;quote;
Seller;Handle order;handles;order;;order;
Seller;Organize shipment;organizes;shipment;;;Organize
Seller;Assess request for merchandise return;assesses;request for merchandise return;;request for merchandise return;
Seller;Send rejection;sends;rejection;;rejection;
Seller;Send acceptance;sends;acceptance;;acceptance;
Seller;Invoice customer;invoices;customer;;customer;
Seller;Receive merchandise;receives;merchandise;;merchandise;
Seller;Approve loss claim;approves;loss claim;;loss claim;
Customer;Sign delivery notice;signs;delivery notice;;delivery notice;
Customer;Assess merchandise;assesses;merchandise;;merchandise;
Customer;Lodge damage claim report;lodges;damage claim report;;damage claim report;
Customer;Lodge request for merchandise return;lodges;request for merchandise return;;request for merchandise return;
Customer;Lodge loss claim report;lodges;loss claim report;;loss claim report;
Customer;Attempt suicide;attempts;suicide;;suicide;
Customer;Return merchandise;returns;merchandise;;merchandise;
Customer;Pay;pays;;;;
Risk Assessor;Assess loan risk;assesses;loan risk;;loan risk;
Loan Officer;Return application back to applicant;returns;application|applicant;;application|applicant;
Loan Officer;Check application form completeness;checks;application form completeness;;application form;
Loan Officer;Assess eligibility;assesses;eligibility;;eligibility;
Loan Officer;Reject application;rejects;application;;application;
Loan Officer;Send acceptance pack;sends;acceptance pack;;acceptance pack;
Loan Officer;Verify repayment agreement;verifies;repayment agreement;;agreement;Verify repayment
Loan Officer;Prepare acceptance pack;prepares;acceptance pack;;acceptance pack;
Loan Officer;Check if home insurance quote is requested;checks;home insurance quote;;home insurance quote;
Loan Officer;Cancel application;cancels;application;;application;
Loan Officer;Notify cancelation;notifies;cancelation;;;
Loan Officer;Approve application;approves;application;;application;
Loan Officer;Notify approval;notifies;approval;;approval;
Loan Officer;Receive updated application;receives;updated application;;updated application;
Financial Officer;Check credit history;checks;credit history;;credit history;
Insurance Sales Rep.;Send home insurance quote;sends;home insurance quote;;home insurance quote;
Listings;Change schedule;changes;schedule;;schedule;
Judicary;Resolve judge availability;resolves;judge availability;;judge availability;
Loan Provider;Return application back to applicant;returns;application|applicant;;application|applicant;
Loan Provider;Check application form completeness;checks;application form completeness;;application form;
Loan Provider;Receive updated application;receives;updated application;;updated application;
Sales;Receive Payment;receives;Payment;;;
Customer;Provide shipping address;receives;shipping address;;shipping address;
Customer;Place purchase order;places;purchase order;;purchase order;
Customer;Make payment;makes;payment;;payment;
Seller;Confirm order;confirms;order;;order;
Seller;Manufacture product;manufactures;product;;product;
Seller;Check stock availability;checks;stock availability;;stock availability;
Seller;Retrieve product from warehouse;retrieves;product from warehouse;;product from warehouse;
Seller;Archive order;archives;order;;order;
Insurance client;Lodge insurance claim;lodges;insurance claim;;insurance claim;
Insurance client;Check witnesses;checks;witnesses;;witnesses;
Client;Prepare loan application;prepares;loan application;;loan application;
Client;Check approval letter;checks;approval letter;;approval letter;
Client;Reject offer;rejects;offer;;offer;
Client;Accept offer;accepts;offer;;offer;
Mortgage department;Submit disbursement request;submits;disbursement request;;request;disbursement
Mortgage department;Apply interest rate reduction;applies;interest rate reduction;;interest rate reduction;
Mortgage department;Reject application;rejects;application;;application;
Mortgage department;Approve application;approves;application;;application;
Mortgage department;Check loan amount;checks;loan amount;;loan amount;
Mortgage department;Assess application;assesses;application;;application;
Insurance department;Prepare insurance offer;prepares;insurance offer;;insurance offer;
Insurance department;Draw insurance contract;draws;insurance contract;;insurance contract;
Financial department;Handle disbursement request;handles;disbursement request;;request;disbursement
Broker;Forward application to BestLoans;forwards;application to BestLoans;;application;
Broker;Examine application;examines;application;;application;
Broker;Assess application;assesses;application;;application;
Broker;Reject application;rejects;application;;application;
Broker;Approve application;approves;application;;application;
Mortgage department;Register loan application;registers;loan application;;loan application;
Office;Notify employee;notifies;employee;;employee;
Office;Check expense report;checks;expense report;;expense report;
Office;Create account;creates;account;;account;
Office;Register amount rectification;registers;amount rectification;;amount;
Mortgage department;Annul deed;annuls;deed;;;
Insurance department;Annul insurance contract;annuls;insurance contract;;insurance contract;
Financial department;Recall loan;recalls;loan;;loan;
Customer;Pay merchandise;pays;merchandise;;merchandise;
Carrier;Notify delivery;notifies;delivery;;delivery;
Carrier;Transport freight;transports;freight;;;
Customer;Receive product;receives;product;;product;
SSP (Mail Center);Contact client;contacts;client;;client;
SSP (Mail Center);Confirm payment of invoice;confirms;payment of invoice;;payment;
SSP (Mail Center);Request relevant info;requests;relevant info;;relevant info;
SSP (Mail Center);Receive conformation;receives;conformation;;;
Admin Office;Check completeness of invoices;checks;completeness of invoices;;;completeness
Admin Office;Tick the relevant box on the invoice entry form;ticks;relevant box on the invoice entry form;;relevant box|entry form;invoice
Admin Office;Return to client via postal mail;returns to;client via postal mail;Return to;client via postal mail;
Admin Office;Receive completed invoices;receives;completed invoices;;;
Mail Center;Open envelopes;opens;envelopes;;;
Mail Center;Categorise invoices;categorises;invoices;;;
Admin Office;Check compliance;checks;compliance;;compliance;
Admin Office;Attach invoice entry form to invoices;attaches;invoice entry form to invoices;invoice;entry form;
Admin Office;Check priority;checks;priority;;priority;
Admin Office;Apply red stamp on invoice entry form;applies;red stamp on invoice entry form;;red stamp on invoice entry form;
Admin Office;Sort invoices per client;sorts;invoices per client;invoices per;client;
Admin Office;Sort invoices per vendor;sorts;invoices per vendor;invoices per;vendor;
Admin Office;Send invoice to experienced staff;sends;invoice to|staff;invoice to;experienced staff;
Admin Office;Call client for required information;calls;client for|information;;client for required information;
Admin Office;Enter client/vendor information on the invoice entry form;enters;client|vendor information on the invoice entry form;;client / vendor information|entry form;invoice
Admin Office;Check service level agreements;checks;service level agreements;;service level agreements;
Data Entry Office;Check priority;checks;priority;;priority;
Data Entry Office;Look up vendor in SAP;looks up;vendor in SAP;Look;up vendor;
Data Entry Office;Enter vendor number into invoice entry form;enters;vendor number into invoice entry form;;vendor number|entry form;invoice
Data Entry Office;Resort invoices per Vendor;resorts;invoices per Vendor;invoices per;;
Data Entry Office;Sort invoices based on invoice amount;bases on;Sort invoices|invoice amount;invoices;invoice amount;
Data Entry Office;Enter invoice data;enters;invoice data;;data;Enter invoice
Data Entry Office;Tick invoice entered box on the invoice entry form;ticks;invoice entered box on the invoice entry form;;box|entry form;invoice
Master Data Enter Department;Check priority;checks;priority;;priority;
Master Data Enter Department;Enter new vendor master record into SAP within 5days;enters;new vendor master record into SAP|days;;new vendor master record;SAP
Master Data Enter Department;Enter new vendor master record into SAP within 24 hours;enters;new vendor master record into SAP|hours;;new vendor master record|24 hours;SAP
Validation Office;Check priority;checks;priority;;priority;
Validation Office;Sort invoices per client;sorts;Sort invoices per client;invoices per;client;
Validation Office;Print invoices report from SAP;prints;invoices report from SAP;;report;invoices
Validation Office;Login to SAP;logins to;SAP;Login to;;
Validation Office;Change status to validated;changes status to;validated;;Change status;
Validation Office;Send invoices to DEO;sends;invoices to DEO;invoices to;;
Registry;Pay invoices;pays;invoices;;;
Registry;Generate payment report;generates;payment report;;payment report;
Registry;Send report to client;sends;report to client;report to;client;
Registry;Send report to Registry Officer;sends;report to Registry Officer;report to;;Registry
Registry;Select paid invoces;selects paid;invoces;;;
Registry;Archive invoices per vendor;archives;invoices per vendor;invoices per;vendor;
Registry;Archive invoices per payment date;archives;invoices per payment date;invoices per;payment date;
Registry;Track original invoice;tracks;original invoice;;;
Registry;Compare invoice with invoice entry form;compares;invoice with invoice entry form;invoice with;entry form;invoice
Registry;Send report to Accounts Receivable Department;sends;report to Accounts Receivable Department;report to;;Accounts Receivable
Account Receivable Department;Generate monthly invoice;generates;monthly invoice;;;
Account Receivable Department;Charge flat fee;charges;flat fee;;flat fee;
Validation Office;Check invoice data for errors;checks;invoice data for errors;invoice;data for errors;
Validation Office;Highlight errors on invoice entry form;highlights;errors on invoice entry form;;errors|entry form;invoice
Validation Office;Keep performance record of DEO;keeps;performance record of DEO;;performance record;
Admin Office;Return invoice to client via postal mail;returns;invoice to client|postal mail;invoice to;client via postal mail;
Admin Office;Send reminder letter;sends;reminder letter;;reminder letter;
Admin Office;Send 2nd reminder letter;sends;2nd reminder letter;;2nd reminder letter;
Data Entry Office;Generate Vendor master record request form;generates;Vendor master record request form;;master record request form;Generate Vendor
Data Entry Office;Staple form to invoice;staples;form to invoice;form to;;
Data Entry Office;Place form to invoice;places;form to invoice;form to;;
Credit Company;Collect credit information;collects;credit information;;credit information;
Credit Company;Assess risk;assesses;risk;;risk;
Credit Company;Request approval;requests;approval;;approval;
Credit Company;Accept credit;accepts;credit;;credit;
Credit Company;Reject credit;rejects;credit;;credit;
Order to Cash;Processing customer demand;processes;customer demand;;customer demand;
Order to Cash;Sell product to customer;sells;product to customer;;product to customer;
Make to Inventory;Determine demanded components according to planning;determines demanded;demanded components according to planning;;components|planning;
Make to Inventory;Purchase missing parts and put on stock;"purchases;puts on";"missing parts;stock";put on;missing parts|stock;
Production;Perform production;performs;production;;production;
Production;Perform quality checks;performs;quality checks;;quality checks;
Production;Fill product into a packaging;fills;product into a packaging;;product into a packaging;
Production;Pack and label product;packs|labels;product;Pack|label;product;
Production;Transport product to the warehouse;transports;product to the warehouse;;product to the warehouse;
Production;Perform follow-up production;performs;follow-up production;follow;production;
Teacher;Check process model;checks;process model;;process model;
Teacher;Assign penalty points;assigns;penalty points;;penalty points;
Teacher;Check process assign points;checks;process|points;assign;process|points;
Teacher;Consult project, check progress;consults;project|progress;, check;project|progress;
Team;Agree on team field;agrees on;team field;;team field;
Team;Analyse field and identify process;"analyses;identifies";"field;process";field|identify;process;
Team;Assign roles in team;assigns;roles in team;;roles in team;
Team;Present the project;presents;project;;project;
Student;Join team;joins;team;;team;
Student;Create one process model;creates;process model;;process model;
Student;Fix process until next session;fixes;process until next session;process until;next session;
Student;Extend their process to L 2,3;extends;process to L 2,3;Extend|L 2;process;
Student;perform work according to the role;performs;work according to the role;perform;work|role;
Client;Deposit amount of money;deposits;amount of money;;amount of money;
Client;Withdraw amount of money;withdraws;amount of money;;amount of money;
Client;Transfer amount of money;transfers;amount of money;;amount of money;
Client;Provide Further Information;provides;Further Information;;;Provide Further
Client;Cancel the order;cancels;order;;order;
Client;Receive invoice;receives;invoice;;;
Bank Agent;Enter the required transaction details;enters;transaction details;;required transaction details;
Bank Agent;Enter client's account details;enters;client's account details;;client|account details;
Bank Agent;Notify the client of problem;notifies;client of problem;Notify;client of problem;
Bank Agent;Notify client of complete transaction;notifies;client of complete transaction;;client of complete transaction;
Bank System;Check Client's account details;checks;Client's account details;;account details;Check Client
Bank System;Add amount of money deposit to account;adds;amount of money deposit;;amount of money deposit to account;
Bank System;transfer amount of money to account;accounts;transfer amount of money;transfer;amount of money to account;
Bank System;Check account balance;checks;account balance;;account balance;
Bank System;Withdraw amount from account;withdraws;amount from account;;amount from account;
Bank System;Issue invoice;issues;invoice;;;
Business Analyst;Collect data conduct business analysis regarding customer feedback;collects;data conduct business analysis regarding customer feedback;conduct;data|business analysis regarding customer feedback;
Business Analyst;Check design and provide feedback;"checks;provides";"design;feedback";design|provide;feedback;
Web Designer;Change design;changes;design;;design;
PHP/HTML/CSS Specialist;Integrate with the overall implemenation;integrates with;overall implemenation;;;
PHP/HTML/CSS Specialist;Adjust according to test results;adjusts according to;test results;;according to test results;
Tester;Test the final website to make sure everything is going well;tests;final website;make;final website|sure everything|going;
Tester;provide test results;provides;test results;provide;test results;
Business Analyst;Collect data conduct business analysis regarding customer service;collects;data conduct business analysis regarding customer service;conduct;data|business analysis regarding customer service;
Marketing Manager;Create and provide information about the company;creates|provides;information about the company;Create|provide;information about the company;
IT Staff Member;Create community groups on Facebook, Twitter and Myspace;creates;community groups on Facebook,Twitter and Myspace;;community groups;Facebook|Twitter
IT Staff Member;Add provided information to the created groups;adds provided;information;;information to the created groups;
IT Staff Member;Add the provided information to the community;adds;information to the community;;information to the community;
IT Staff Member;Add new information as soon as Received;adds;new information;Add;new information;
Company's Spokesperson;Inquire about PRWeb press release services and prices for company's specific requirements;inquires about;PRWeb press release services|prices for company's specific requirements;;PRWeb press release services|prices for company'|specific requirements;
Company's Spokesperson;Make an order for the specific first run press release;makes;order for the specific first run press release;;order for the specific first run press release;
PRWeb Representative;Send back information regarding the requested requirements;sends;back information regarding the requested requirements;;information regarding the requested requirements;
PRWeb Representative;Place an order for a fist run press release with the detailed company info;places;order for a fist run press release with the detailed company info;;order for a fist run press release with the detailed company info;
PRWeb Services Headquarters;Run the first press release for the company;runs;first press release for the company;;first press release for the company;
Business Analyst;Collect data about company's products conduct business analysis;collects;data about company|products|business analysis;conduct;data about company|products|business analysis;
Web Designer;Integrate Design and decide where such data should be placed;"integrates;decides";"Design;where such data should be placed";Design|decide|be;data;
Marketing Manager;collect data and conduct business analysis covering all aspects about company's products;"collects;conducts";data|business analysis covering all aspects about company's products;collect|conduct;data|business analysis covering all aspects about company|products;
Marketing Manager;create written material for the leaflet;creates;written material for the leaflet;create;written material;
Marketing Manager;create written material for the whitepaper;creates;written material for the whitepaper;create;written material;
Graphic Designer;create graphics and develop design for the leaflet;"creates;develops";"graphics;design for the leaflet";create|develop;graphics|design;
Graphic Designer;create graphics and develop design for the whitepaper;"creates;develops";"graphics;design for the whitepaper";create|develop;graphics|design;
Printing house;Print leaflets as ordered;prints;leaflets;;leaflets;
IT Staff Member;Integrate the whitepaper with company's website;integrates;whitepaper with company's website;Integrate;company|website;whitepaper
Company Representative;Define the Audience;defines;Audience;;;
Company Representative;Develop a Concept;develops;Concept;Develop;;
Company Representative;Upload to Youtube;uploads to;Youtube;Upload to;;
Camera man;Shoot Video;shoots;Video;;;
Graphic designer;Create Graphics;creates;Graphics;;;
Sound editor;Record Narration;records;Narration;;;
Sound editor;Find or create Music;finds;Music;Find|create;;
Executive producer/Director;Capture Video to Computer;captures;Video to Computer;Video to;;
Executive producer/Director;Import Audio: Narration, Music and Sound Effects;imports;Audio|Narration|Music|Sound Effects;;;Import Audio|Narration|Music|Sound
Executive producer/Director;Import Graphics;imports;Graphics;;;
Executive producer/Director;Create Titles, Subtitles, Credits;creates;Titles|Subtitles|Credits;;;Titles|Subtitles
Executive producer/Director;Edit it all together;edits;it all together;Edit;;
Advertisments Advisor;Determine the Form or Style;determines;Form|Style;Determine;;Form
Advertisments Advisor;Write the Script;writes;Script;;;
Advertisments Advisor;Create a Storyboard;creates;Storyboard;Create;;
Customer;bring computer for checking;brings;computer for checking;bring;computer for checking;
Customer;deciding if the cost is low;decides;cost;;deciding if the cost;
Customer;Deciding to repair;decides to;repair;repair;;
Customer;going home without fixing the computer;goes;computer;;going|fixing the computer;
Customer;Getting back computer;gets;back computer;;back computer;
Customer;Paying for the repair;pays for;repair;;repair;
Customer;GOING HOME;goes;Home;;;
CSR;Checking defecrive computer;checks;defecrive computer;;computer;Checking defecrive
CSR;calculate and send price offer;calculates|sends;price offer;calculate|send|offer;price;
CSR;getting computer for repairing;gets;computer for repairing;;getting computer for repairing;
CSR;check and repair the hardware;checks|repairs;hardware;check|repair;hardware;
CSR;proper system functionality is tested;is tested;proper system functionality;;proper system functionality;
CSR;checks and configures the software;checks|configures;software;;software;
CSR;repair is finished;is finished;repair;;repair;
CSR;another arbitrary repair activity is executed;is executed;arbitrary repair activity;;arbitrary repair activity;
Pit's Store;Update the online cataloge;updates;online cataloge;;;
Pit's Store;checks available bikes by the envisioned conf.;checks;available bikes by the envisioned conf.;;available bikes;conf
Pit's Store;Offer a test ride;offers;test ride;;test ride;
Pit's Store;Don't offer a test ride;offers;test ride;Don' t offer;test ride;
Pit's Store;final configuration price offer;;final configuration price offer;;final configuration price offer;
Pit's Store;Close the deal;closes;deal;;deal;
Pit's Store;Don't close the deal;don'ts close;deal;Don' t close;deal;
Pit's Store;Get customer concent;gets;customer concent;;customer;
Pit's Store;Contact customer to pick up bike;contacts;customer to pick up bike;pick up;customer|bike;
Pit's Store;Give the customer the bike;gives;customer the bike;Give;customer the bike;
Pit's Store;Get Bike;gets;Bike;;;
Pit's Store;starting cancellation;starts;cancellation;;starting;
Pit's Store;get refunds from Fami except of cancellation fee;gets;refunds from Fami except cancellation fee;get|except of;cancellation fee;refunds|Fami
Pit's Store;Returning payment to customer;returns;payment to customer;;payment to customer;
Fami;send payments;sends;payments;send;payments;
Customer;Intend to Order a bike;intends to order;bike;Intend to|Order;bike;
Customer;Decide of final configuration;decides of;final configuration;;Decide of final configuration;
Customer;Don't want to Order from Pit;wants;Pit;Don' t want to|Order from;;
Customer;Accept price;accepts;price;;price;
Customer;Bargain about price;bargains about;price;Bargain about;price;
Customer;stop negotiation and don't order;stops;negotiation;stop|don|order;negotiation|';
Customer;Pick up bike;picks up;bike;Pick up;bike;
Customer;Get payment back;gets;payment;;payment;
Pit's Store;accept the deal;accepts;deal;accept;deal;
Fami;Update Website;updates;Website;;;
Customer;test ride;tests;ride;;test ride;
Pit's Store;waiting for new bike with updated conf.;waits for;new bike with updated conf;;waiting for new bike;conf
Pit's Store;Receive monthly payment;receives;monthly payment;;monthly payment;
Pit's Store;checking if can be cancelled/ updated;checks;if can be cancelled/ updated;be;checking;
Teacher;Assign team to student;assigns;team to student;;team to student;
Teacher;Consult;consults;;;;
Teacher;Check progress;checks;progress;;;
Student;Fix the process until next session;fixes;process until next session;;process until next session;
Student;Extend their process to Level 2,3;extends;process to Level 2;Extend|Level 2;process;
Student;Perform a work according to the role;performs;work according to role;;work according to the role;
Team;Analyse field and identify processes;"analyses;identifies";"field;processes";field|identify;processes;
Team;present the project;presents;project;present;project;
Marketing;Analyze market;analyzes;market;;market;
Marketing;Send offer to potential client;sends;offer to potential client;offer to;potential client;
Marketing;Prepare portfolio presentation;prepares;portfolio presentation;;portfolio presentation;
Marketing;Inform management about potential client's responses;informs;management about potential client's responses;;management about potential client|responses;
Management;New client needed;needs;New client;;client;
Management;Analyze responses and start negotiation;"analyzes;starts";"responses;negotiation";start;responses|negotiation;
Management;Prepare contract for sign;prepares;contract for sign;sign;contract;
Management;Analyze reasons and learn a lesson;"analyzes;learns";"reasons;lesson";learn;lesson;
Management;Sign contract;signs;contract;;;
Management;Analyze request;analyzes;request;;request;
Finance;find finance resources;finds;finance resources;find finance;resources;
Finance;Pay invoice;pays;invoice;;;
IT Department;Analyze request;analyzes;request;;request;
IT Department;Edit and complete request;edits|completes;request;;complete request;
IT Department;fullfil form and send request to management;"fulfills;sends";form|request to management;form|send;request to management;
IT Department;prepare order;prepares;order;prepare;;
IT Department;receive hw and invoice;receives;hw|invoice;receive;;hw
Technician;travel by car;travels by;car;travel by;car;
Technician;analyze problem;analyzes;problem;analyze;problem;
Technician;fix problem;fixes;problem;fix;problem;
Technician;call operator;calls;operator;call;operator;
Technician;give customer invoice;gives;customer invoice;give;customer;
Technician;accept assignment;accepts;assignment;accept;assignment;
Technician;select car;selects;car;select;car;
Technician;travel by bus;travels by;bus;travel by;bus;
Operator;understand customers problem;understands;customers problem;understand;customers problem;
Operator;select appropriate technician;selects;appropriate technician;select;appropriate technician;
Operator;check technicians report;checks;technicians report;check|report;technicians;
Operator;close problem;closes;problem;;close problem;
Operator;store problem details into database;stores;problem details into database;store;problem details into database;
Operator;arrange new meeting;arranges;new meeting;arrange;new meeting;
Finance;calculate reward;calculates;reward;calculate;;
Finance;pay reward;pays;reward;pay;;
HR;Dismiss employee;dismisses;employee;;employee;
HR;provide training;provides;training;provide;training;
Management;Check employee performance;checks;employee performance;;employee performance;
Management;Suggest for reward;suggests for;reward;;reward;
Management;Suggest training;suggests;training;;training;
Management;Suggest employee dismissal;suggests;employee dismissal;;employee dismissal;
Management;Choose appropriate benefit;chooses;appropriate benefit;;appropriate benefit;
Management;Announce employee of the month;announces;employee of the month;;employee of the month;
Management;Prepare timetable for next 2 weeks;prepares;timetable for next 2 weeks;;timetable for next 2 weeks;
Management;check volume of work required;checks;volume of work;check;volume of work;
Management;check workers availability;checks;workers availability;check;workers availability;
Management;publish timetable;publishes;timetable;publish;;
Management;fill shift sheet;fills;shift sheet;fill;shift sheet;
Management;publish shift schedule;publishes;shift schedule;publish;shift schedule;
Support line - part time workers;fullfil availability;fulfills;availability;;availability;
Data entry officer;Process invoices;processes;invoices;;;
Data entry officer;collect allocated invoices;collects;allocated invoices;collect;;
Data entry officer;find out urgent invoice;finds out;urgent invoice;find out;;
Data entry officer;Process immediately;processes;immediately;;;
Data entry officer;Put in high priority outbox;puts in;high priority outbox;Put in;high priority;
Data entry officer;Look up vendor in SAP;looks up;vendor in SAP;Look;up vendor;
Data entry officer;Complete vendor master record request form;completes;vendor master record request form;;vendor master record request form;
Data entry officer;add vendor number to invoice;adds;vendor number to invoice;add;vendor number;
Data entry officer;put in dedicatied boutbox for master record;puts in;dedicatied boutbox for master record;put in;master record;dedicatied boutbox
Data entry officer;staple the form to invoice;staples;form to invoice;staple;form;
Data entry officer;Sort invoice;sorts;invoice;;;
Data entry officer;Sort per vendor;sorts per;vendor;;vendor;
Data entry officer;Sort by amount;sorts by;amount;;amount;
Data entry officer;Entry data;;Entry data;;data;
Data entry officer;Occasionally take invoice to outbox;takes;invoice to outbox;take;;invoice
Mater data entry department;Check urgency;checks;urgency;;;
Mater data entry department;Create master data record;creates;master data record;;master data record;
Mail center;Collect invoice with request;collects;invoice with request;invoice with;request;
Mail center;collect urgent invoice every hour;collects;urgent invoice every hour;collect;urgent invoice every hour;
Mail center;take to mater record department;takes to;mater record department;take to;mater record department;
Mail center;Collect invoice every hour;collects;invoice every hour;invoice;hour;
Registry;Achive paid invoice per vendor;archives;paid invoice per vendor;;vendor;invoice
Registry;archive paid invoice per payment data;archives;paid invoice per payment data;;archive|invoice per payment data;
Registry;Receive request from client;receives;request from client;;request from client;
Registry;Locate requested invoice;locates;requested invoice;;;
Accounts Receivable Department;Generate monthly invoice;generates;monthly invoice;;;
Payment office;automate pay;automates;pay;pay;;
Payment office;Generate payment report;generates;payment report;;payment report;
Payment office;sent to client, accouts receivable department and registry;sends to;client|accouts receivable department|registry;;client|department|registry;accouts receivable
Admin Officer;sort invoice per client;sorts;invoice per client;sort;client;invoice
Admin Officer;Staple invoice entry form;staples;invoice entry form;;entry form;Staple invoice
Admin Officer;Entry information to invoice entry form;entries;information to invoice entry form;;information|entry form;invoice
Admin Officer;check the completeness and tick relievant box;"checks;ticks";"completeness;tick relievant box";check|tick;box;completeness|relievant
Admin Officer;Check in a Excel file;checks in;Excel file;Check in;file;Excel
Admin Officer;entry date of processing;;entry date of processing;;entry date of processing;
Admin Officer;Check if invoice is urgent;checks;invoice;;;invoice
Admin Officer;Put a red stamp on invoice entry form;puts;red stamp on invoice entry form;Put;red stamp on invoice entry form;
Admin Officer;Check compliance;checks;compliance;;compliance;
Admin Officer;Check if knowS SLA;checks;SLA;;;knowS
Admin Officer;Batched invoices;;Batched invoices;;;
Admin Officer;Consider to handle;considers to handle;;handle;;
Admin Officer;Sent back to client for completion;sends;client for completion;Sent back;client for completion;
Admin Officer;Call client;calls;client;;client;
Admin Officer;sent to experienced SSP members;sends to;SSP members;;experienced SSP members;
Admin Officer;sent a remainder letter;sends;remainder letter;;remainder letter;
Admin Officer;follow-up by telephone;follow-ups by;telephone;follow -;up by telephone;
Vaidation officer;sort invoice;sorts;invoice;sort;;
Vaidation officer;print a report;prints;report;print;report;
Vaidation officer;Compare details of report with invoice;compares;details of report with invoice;;details of report;
Vaidation officer;Highlight errors;highlights;errors;;Highlight errors;
Vaidation officer;sent back to the data entry officer;sends;data entry officer;;data entry officer;
Vaidation officer;keep a record of the officer's mistake number;keeps;record of the officer's mistake number;keep;record of the officer'|mistake;
Vaidation officer;check box 'invoice entered corredtly;checks;box's invoice;check;box';
Vaidation officer;Check urgency;checks;urgency;;;
Vaidation officer;Process firstly;processes;firstly;;;
Mail center;Open envelopes;opens;envelopes;;;
