Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Validation Office;Check invoice data for errors;checks;"Validation Office;invoice data for errors";Validation Office Check invoice data for errors;checks;validation office|invoice data for errors;
Validation Office;Highlight errors on invoice entry form;highlights;"Validation Office;errors on invoice entry form";Validation Office Highlight errors on invoice entry form;highlights;validation office|errors on invoice entry form;
Validation Office;Keep performance record of DEO;keeps;"Validation Office;performance record of DEO";Validation Office Keep performance record of DEO;keeps;validation office|performance record of deo;
Admin Office;Return invoice to client via postal mail;returns;"Admin Office;invoice to client|postal mail";Admin Office Return invoice to client via postal mail;returns;admin office|invoice to client via postal mail;
Admin Office;Send reminder letter;sends;"Admin Office;reminder letter";Admin Office Send reminder letter;sends;admin office|reminder letter;
Admin Office;Send 2nd reminder letter;sends;"Admin Office;2nd reminder letter";Admin Office Send 2nd reminder letter;sends;admin office|2nd reminder letter;
Data Entry Office;Generate Vendor master record request form;generates;"Data Entry Office;Vendor master record request form";Data Entry Office Generate Vendor master record request form;generates;data entry office|vendor master record request form;
Data Entry Office;Staple form to invoice;staples;"Data Entry Office;form to invoice";Data Entry Office Staple form to invoice;;data entry office staple form to invoice;
Data Entry Office;Place form to invoice;places;"Data Entry Office;form to invoice";Data Entry Office Place form to invoice;;data entry office place form to invoice;
Credit Company;Collect credit information;collects;"Credit Company;credit information";Credit Company Collect credit information;collects;credit company|credit information;
Credit Company;Assess risk;assesses;"Credit Company;risk";Credit Company Assess risk;assesses;credit company|risk;
Credit Company;Request approval;requests;"Credit Company;approval";Credit Company Request approval;;credit company request approval;
Credit Company;Accept credit;accepts;"Credit Company;credit";Credit Company Accept credit;accepts;credit company|credit;
Credit Company;Reject credit;rejects;"Credit Company;credit";Credit Company Reject credit;rejects;credit company|credit;
Order to Cash;Processing customer demand;processes;"Order to Cash;customer demand";Order to Cash Processing customer demand;;order to cash processing customer demand;
Order to Cash;Sell product to customer;sells;"Order to Cash;product to customer";Order to Cash Sell product to customer;orders to|sells;cash|product to customer;
Make to Inventory;Determine demanded components according to planning;determines demanded;"Make to Inventory;demanded components according to planning";Make to Inventory Determine demanded components according to planning;makes to|determines demanded|accords to;inventory|components|planning;
Make to Inventory;Purchase missing parts and put on stock;"purchases;puts on";"Make to Inventory;missing parts;stock";Make to Inventory Purchase missing parts and put on stock;makes to|purchases|puts on;inventory|missing parts|stock;
Production;Perform production;performs;"Production;production";Production Perform production;performs;production|production;
Production;Perform quality checks;performs;"Production;quality checks";Production Perform quality checks;performs;production|quality checks;
Production;Fill product into a packaging;fills;"Production;product into a packaging";Production Fill product into a packaging;fills;production|product into a packaging;
Production;Pack and label product;packs|labels;"Production;product";Production Pack and label product;;production pack|label product;
Production;Transport product to the warehouse;transports;"Production;product to the warehouse";Production Transport product to the warehouse;transports;production|product to the warehouse;
Production;Perform follow-up production;performs;"Production;follow-up production";Production Perform follow-up production;performs follow;production|production;
Teacher;Check process model;checks;"Teacher;process model";Teacher Check process model;;teacher check process model;
Teacher;Assign penalty points;assigns;"Teacher;penalty points";Teacher Assign penalty points;assigns;teacher|penalty points;
Teacher;Check process assign points;checks;"Teacher;process|points";Teacher Check process assign points;assigns;teacher check process|points;
Teacher;Consult project, check progress;consults;"Teacher;project|progress";Teacher Consult project, check progress;checks;teacher consult project|progress;
Team;Agree on team field;agrees on;"Team;team field";Team Agree on team field;agrees on;team|team field;
Team;Analyse field and identify process;"analyses;identifies";"Team;field;process";Team Analyse field and identify process;analyses|identifies;team|field|process;
Team;Assign roles in team;assigns;"Team;roles in team";Team Assign roles in team;assigns;team|roles in team;
Team;Present the project;presents;"Team;project";Team Present the project;presents;team|project;
Student;Join team;joins;"Student;team";Student Join team;joins;student|team;
Student;Create one process model;creates;"Student;process model";Student Create one process model;creates;student|process model;
Student;Fix process until next session;fixes;"Student;process until next session";Student Fix process until next session;;student fix process until next session;
Student;Extend their process to L 2,3;extends;"Student;process to L 2,3";Student Extend their process to L 2,3;extends;student|process to l 2;
Student;perform work according to the role;performs;"Student;work according to the role";Student perform work according to the role;performs|accords to;student|work|role;
Client;Deposit amount of money;deposits;"Client;amount of money";Client Deposit amount of money;;client deposit amount of money;
Client;Withdraw amount of money;withdraws;"Client;amount of money";Client Withdraw amount of money;withdraws;client|amount of money;
Client;Transfer amount of money;transfers;"Client;amount of money";Client Transfer amount of money;;client transfer amount of money;
Client;Provide Further Information;provides;"Client;Further Information";Client Provide Further Information;provides;client|further information;
Client;Cancel the order;cancels;"Client;order";Client Cancel the order;cancels;client|order;
Client;Receive invoice;receives;"Client;invoice";Client Receive invoice;receives;client|invoice;
Bank Agent;Enter the required transaction details;enters;"Bank Agent;transaction details";Bank Agent Enter the required transaction details;enters|requires;bank agent|transaction details;
Bank Agent;Enter client's account details;enters;"Bank Agent;client's account details";Bank Agent Enter client's account details;enters;bank agent|client'|account details;
Bank Agent;Notify the client of problem;notifies;"Bank Agent;client of problem";Bank Agent Notify the client of problem;notifies;bank agent|client of problem;
Bank Agent;Notify client of complete transaction;notifies;"Bank Agent;client of complete transaction";Bank Agent Notify client of complete transaction;notifies;bank agent|client of complete transaction;
Bank System;Check Client's account details;checks;"Bank System;Client's account details";Bank System Check Client's account details;;bank system check client'|account details;
Bank System;Add amount of money deposit to account;adds;"Bank System;amount of money deposit";Bank System Add amount of money deposit to account;adds;bank system|amount of money deposit to account;
Bank System;transfer amount of money to account;accounts;"Bank System;transfer amount of money";Bank System transfer amount of money to account;transfers;bank system|amount of money to account;
Bank System;Check account balance;checks;"Bank System;account balance";Bank System Check account balance;;bank system check account balance;
Bank System;Withdraw amount from account;withdraws;"Bank System;amount from account";Bank System Withdraw amount from account;withdraws;bank system|amount from account;
Bank System;Issue invoice;issues;"Bank System;invoice";Bank System Issue invoice;;bank system issue invoice;
Business Analyst;Collect data conduct business analysis regarding customer feedback;collects;"Business Analyst;data conduct business analysis regarding customer feedback";Business Analyst Collect data conduct business analysis regarding customer feedback;collects|conducts|regards;business analyst|data|business analysis|customer feedback;
Business Analyst;Check design and provide feedback;"checks;provides";"Business Analyst;design;feedback";Business Analyst Check design and provide feedback;checks|provides;business analyst|design|feedback;
Web Designer;Change design;changes;"Web Designer;design";Web Designer Change design;;web designer change design;
PHP/HTML/CSS Specialist;Integrate with the overall implemenation;integrates with;"PHP/HTML/CSS Specialist;overall implemenation";PHP/HTML/CSS Specialist Integrate with the overall implemenation;integrates with;php|html|css specialist|overall implemenation;
PHP/HTML/CSS Specialist;Adjust according to test results;adjusts according to;"PHP/HTML/CSS Specialist;test results";PHP/HTML/CSS Specialist Adjust according to test results;adjusts according to;php|html|css specialist|test results;
Tester;Test the final website to make sure everything is going well;tests;"Tester;final website";Tester Test the final website to make sure everything is going well;tests|makes|goes;tester|final website to;
Tester;provide test results;provides;"Tester;test results";Tester provide test results;provides;tester|test results;
Business Analyst;Collect data conduct business analysis regarding customer service;collects;"Business Analyst;data conduct business analysis regarding customer service";Business Analyst Collect data conduct business analysis regarding customer service;collects|conducts|regards;business analyst|data|business analysis|customer service;
Marketing Manager;Create and provide information about the company;creates|provides;"Marketing Manager;information about the company";Marketing Manager Create and provide information about the company;creates|provides;marketing manager|information about the company;
IT Staff Member;Create community groups on Facebook, Twitter and Myspace;creates;"IT Staff Member;community groups on Facebook,Twitter and Myspace";IT Staff Member Create community groups on Facebook, Twitter and Myspace;creates;it staff member|community groups on facebook|twitter|myspace;
IT Staff Member;Add provided information to the created groups;adds provided;"IT Staff Member;information";IT Staff Member Add provided information to the created groups;provides|creates;it staff member add|information|groups;
IT Staff Member;Add the provided information to the community;adds;"IT Staff Member;information to the community";IT Staff Member Add the provided information to the community;adds|provides;it staff member|information to the community;
IT Staff Member;Add new information as soon as Received;adds;"IT Staff Member;new information";IT Staff Member Add new information as soon as Received;adds|receives;it staff member|new information;
Company's Spokesperson;Inquire about PRWeb press release services and prices for company's specific requirements;inquires about;"Company's Spokesperson;PRWeb press release services|prices for company's specific requirements";Company's Spokesperson Inquire about PRWeb press release services and prices for company's specific requirements;inquires about;company'|spokesperson|prweb press release services|prices for company'|specific requirements;
Company's Spokesperson;Make an order for the specific first run press release;makes;"Company's Spokesperson;order for the specific first run press release";Company's Spokesperson Make an order for the specific first run press release;makes;company'|spokesperson|order for the specific first run press release;
PRWeb Representative;Send back information regarding the requested requirements;sends;"PRWeb Representative;back information regarding the requested requirements";PRWeb Representative Send back information regarding the requested requirements;sends|regards|requests;prweb representative|back information|requirements;
PRWeb Representative;Place an order for a fist run press release with the detailed company info;places;"PRWeb Representative;order for a fist run press release with the detailed company info";PRWeb Representative Place an order for a fist run press release with the detailed company info;places;prweb representative|order for a fist run press release with the detailed company info;
PRWeb Services Headquarters;Run the first press release for the company;runs;"PRWeb Services Headquarters;first press release for the company";PRWeb Services Headquarters Run the first press release for the company;runs;prweb services headquarters|first press release for the company;
Business Analyst;Collect data about company's products conduct business analysis;collects;"Business Analyst;data about company|products|business analysis";Business Analyst Collect data about company's products conduct business analysis;collects|conducts;business analyst|data about company'|products|business analysis;
Web Designer;Integrate Design and decide where such data should be placed;"integrates;decides";"Web Designer;Design;where such data should be placed";Web Designer Integrate Design and decide where such data should be placed;integrates|decides|places;web designer|design|where such data;
Marketing Manager;collect data and conduct business analysis covering all aspects about company's products;"collects;conducts";"Marketing Manager;data|business analysis covering all aspects about company's products";Marketing Manager collect data and conduct business analysis covering all aspects about company's products;collects|conducts|covers;marketing manager|data|business analysis|aspects about company'|products;
Marketing Manager;create written material for the leaflet;creates;"Marketing Manager;written material for the leaflet";Marketing Manager create written material for the leaflet;creates written;marketing manager|material for the leaflet;
Marketing Manager;create written material for the whitepaper;creates;"Marketing Manager;written material for the whitepaper";Marketing Manager create written material for the whitepaper;creates written;marketing manager|material for the whitepaper;
Graphic Designer;create graphics and develop design for the leaflet;"creates;develops";"Graphic Designer;graphics;design for the leaflet";Graphic Designer create graphics and develop design for the leaflet;creates|develops;graphic designer|graphics|design for the leaflet;
Graphic Designer;create graphics and develop design for the whitepaper;"creates;develops";"Graphic Designer;graphics;design for the whitepaper";Graphic Designer create graphics and develop design for the whitepaper;creates|develops;graphic designer|graphics|design for the whitepaper;
Printing house;Print leaflets as ordered;prints;"Printing house;leaflets";Printing house Print leaflets as ordered;prints|orders;printing house|leaflets;
IT Staff Member;Integrate the whitepaper with company's website;integrates;"IT Staff Member;whitepaper with company's website";IT Staff Member Integrate the whitepaper with company's website;integrates;it staff member|whitepaper with company'|website;
Company Representative;Define the Audience;defines;"Company Representative;Audience";Company Representative Define the Audience;defines;company representative|audience;
Company Representative;Develop a Concept;develops;"Company Representative;Concept";Company Representative Develop a Concept;develops;company representative|concept;
Company Representative;Upload to Youtube;uploads to;"Company Representative;Youtube";Company Representative Upload to Youtube;;company representative upload to youtube;
Camera man;Shoot Video;shoots;"Camera man;Video";Camera man Shoot Video;shoots;camera man|video;
Graphic designer;Create Graphics;creates;"Graphic designer;Graphics";Graphic designer Create Graphics;creates;graphic designer|graphics;
Sound editor;Record Narration;records;"Sound editor;Narration";Sound editor Record Narration;;sound editor record narration;
Sound editor;Find or create Music;finds;"Sound editor;Music";Sound editor Find or create Music;finds|creates;sound editor|music;
Executive producer/Director;Capture Video to Computer;captures;"Executive producer/Director;Video to Computer";Executive producer/Director Capture Video to Computer;captures;executive producer|director|video to computer;
Executive producer/Director;Import Audio: Narration, Music and Sound Effects;imports;"Executive producer/Director;Audio|Narration|Music|Sound Effects";Executive producer/Director Import Audio: Narration, Music and Sound Effects;;executive producer|director import audio|narration|music|sound effects;
Executive producer/Director;Import Graphics;imports;"Executive producer/Director;Graphics";Executive producer/Director Import Graphics;;executive producer|director import graphics;
Executive producer/Director;Create Titles, Subtitles, Credits;creates;"Executive producer/Director;Titles|Subtitles|Credits";Executive producer/Director Create Titles, Subtitles, Credits;creates;executive producer|director|titles|subtitles|credits;
Executive producer/Director;Edit it all together;edits;"Executive producer/Director;it all together";Executive producer/Director Edit it all together;edits;executive producer|director;
Advertisments Advisor;Determine the Form or Style;determines;"Advertisments Advisor;Form|Style";Advertisments Advisor Determine the Form or Style;determines;advertisments advisor|form|style;
Advertisments Advisor;Write the Script;writes;"Advertisments Advisor;Script";Advertisments Advisor Write the Script;writes;advertisments advisor|script;
Advertisments Advisor;Create a Storyboard;creates;"Advertisments Advisor;Storyboard";Advertisments Advisor Create a Storyboard;creates;advertisments advisor|storyboard;
Customer;bring computer for checking;brings;"Customer;computer for checking";Customer bring computer for checking;brings;customer|computer|checking;
Customer;deciding if the cost is low;decides;"Customer;cost";Customer deciding if the cost is low;decides;customer|cost;
Customer;Deciding to repair;decides to;"Customer;repair";Customer Deciding to repair;decides|repairs;customer;
Customer;going home without fixing the computer;goes;"Customer;computer";Customer going home without fixing the computer;goes|fixes;customer|computer;
Customer;Getting back computer;gets;"Customer;back computer";Customer Getting back computer;gets;customer|back computer;
Customer;Paying for the repair;pays for;"Customer;repair";Customer Paying for the repair;pays for;customer|repair;
Customer;GOING HOME;goes;"Customer;Home";Customer GOING HOME;goes;customer;
CSR;Checking defecrive computer;checks;"CSR;defecrive computer";CSR Checking defecrive computer;checks;csr|defecrive computer;
CSR;calculate and send price offer;calculates|sends;"CSR;price offer";CSR calculate and send price offer;calculates|sends;csr|price offer;
CSR;getting computer for repairing;gets;"CSR;computer for repairing";CSR getting computer for repairing;gets|repairs;csr|computer;
CSR;check and repair the hardware;checks|repairs;"CSR;hardware";CSR check and repair the hardware;checks|repairs;csr|hardware;
CSR;proper system functionality is tested;is tested;"CSR;proper system functionality";CSR proper system functionality is tested;tests;csr proper system functionality;
CSR;checks and configures the software;checks|configures;"CSR;software";CSR checks and configures the software;checks|configures;csr|software;
CSR;repair is finished;is finished;"CSR;repair";CSR repair is finished;;csr repair;
CSR;another arbitrary repair activity is executed;is executed;"CSR;arbitrary repair activity";CSR another arbitrary repair activity is executed;executes;csr another arbitrary repair activity;
Pit's Store;Update the online cataloge;updates;"Pit's Store;online cataloge";Pit's Store Update the online cataloge;updates;pit'|store|online cataloge;
Pit's Store;checks available bikes by the envisioned conf.;checks;"Pit's Store;available bikes by the envisioned conf.";Pit's Store checks available bikes by the envisioned conf.;checks|envisions;pit'|store|available bikes|conf;
Pit's Store;Offer a test ride;offers;"Pit's Store;test ride";Pit's Store Offer a test ride;offers;pit'|store|test ride;
Pit's Store;Don't offer a test ride;offers;"Pit's Store;test ride";Pit's Store Don't offer a test ride;offers;pit'|store|test ride;
Pit's Store;final configuration price offer;;Pit's Store final configuration price offer;Pit's Store final configuration price offer;;pit'|store final configuration price offer;
Pit's Store;Close the deal;closes;"Pit's Store;deal";Pit's Store Close the deal;closes;pit'|store|deal;
Pit's Store;Don't close the deal;don'ts close;"Pit's Store;deal";Pit's Store Don't close the deal;closes;pit'|store|deal;
Pit's Store;Get customer concent;gets;"Pit's Store;customer concent";Pit's Store Get customer concent;gets;pit'|store|customer concent;
Pit's Store;Contact customer to pick up bike;contacts;"Pit's Store;customer to pick up bike";Pit's Store Contact customer to pick up bike;contacts|picks up;pit'|store|customer to|bike;
Pit's Store;Give the customer the bike;gives;"Pit's Store;customer the bike";Pit's Store Give the customer the bike;gives;pit'|store|customer the bike;
Pit's Store;Get Bike;gets;"Pit's Store;Bike";Pit's Store Get Bike;gets;pit'|store|bike;
Pit's Store;starting cancellation;starts;"Pit's Store;cancellation";Pit's Store starting cancellation;starts;pit'|store|cancellation;
Pit's Store;get refunds from Fami except of cancellation fee;gets;"Pit's Store;refunds from Fami except cancellation fee";Pit's Store get refunds from Fami except of cancellation fee;gets;pit'|store|refunds from fami except of cancellation fee;
Pit's Store;Returning payment to customer;returns;"Pit's Store;payment to customer";Pit's Store Returning payment to customer;returns;pit'|store|payment to customer;
Fami;send payments;sends;"Fami;payments";Fami send payments;sends;fami|payments;
Customer;Intend to Order a bike;intends to order;"Customer;bike";Customer Intend to Order a bike;intends|orders;customer|bike;
Customer;Decide of final configuration;decides of;"Customer;final configuration";Customer Decide of final configuration;decides of;customer|final configuration;
Customer;Don't want to Order from Pit;wants;"Customer;Pit";Customer Don't want to Order from Pit;wants|orders from;customer|pit;
Customer;Accept price;accepts;"Customer;price";Customer Accept price;accepts;customer|price;
Customer;Bargain about price;bargains about;"Customer;price";Customer Bargain about price;;customer bargain about price;
Customer;stop negotiation and don't order;stops;"Customer;negotiation";Customer stop negotiation and don't order;stops|orders;customer|negotiation;
Customer;Pick up bike;picks up;"Customer;bike";Customer Pick up bike;picks up;customer|bike;
Customer;Get payment back;gets;"Customer;payment";Customer Get payment back;gets;customer|payment;
Pit's Store;accept the deal;accepts;"Pit's Store;deal";Pit's Store accept the deal;accepts;pit'|store|deal;
Fami;Update Website;updates;"Fami;Website";Fami Update Website;;fami update website;
Customer;test ride;tests;"Customer;ride";Customer test ride;;customer test ride;
Pit's Store;waiting for new bike with updated conf.;waits for;"Pit's Store;new bike with updated conf";Pit's Store waiting for new bike with updated conf.;waits for|updates;pit'|store|new bike|conf;
Pit's Store;Receive monthly payment;receives;"Pit's Store;monthly payment";Pit's Store Receive monthly payment;receives;pit'|store|monthly payment;
Pit's Store;checking if can be cancelled/ updated;checks;"Pit's Store;if can be cancelled/ updated";Pit's Store checking if can be cancelled/ updated;checks|cancels|updates;pit'|store;
Teacher;Assign team to student;assigns;"Teacher;team to student";Teacher Assign team to student;assigns;teacher|team to student;
Teacher;Consult;consults;"Teacher;nan";Teacher Consult;;teacher consult;
Teacher;Check progress;checks;"Teacher;progress";Teacher Check progress;;teacher check progress;
Student;Fix the process until next session;fixes;"Student;process until next session";Student Fix the process until next session;fixes;student|process until next session;
Student;Extend their process to Level 2,3;extends;"Student;process to Level 2";Student Extend their process to Level 2,3;extends;student|process to level 2;
Student;Perform a work according to the role;performs;"Student;work according to role";Student Perform a work according to the role;performs|accords to;student|work|role;
Team;Analyse field and identify processes;"analyses;identifies";"Team;field;processes";Team Analyse field and identify processes;analyses|identifies;team|field|processes;
Team;present the project;presents;"Team;project";Team present the project;presents;team|project;
Marketing;Analyze market;analyzes;"Marketing;market";Marketing Analyze market;analyzes;marketing|market;
Marketing;Send offer to potential client;sends;"Marketing;offer to potential client";Marketing Send offer to potential client;sends;marketing|offer to potential client;
Marketing;Prepare portfolio presentation;prepares;"Marketing;portfolio presentation";Marketing Prepare portfolio presentation;prepares;marketing|portfolio presentation;
Marketing;Inform management about potential client's responses;informs;"Marketing;management about potential client's responses";Marketing Inform management about potential client's responses;informs;marketing|management about potential client'|responses;
Management;New client needed;needs;"Management;New client";Management New client needed;needs;management new client;
Management;Analyze responses and start negotiation;"analyzes;starts";"Management;responses;negotiation";Management Analyze responses and start negotiation;analyzes|starts;management|responses|negotiation;
Management;Prepare contract for sign;prepares;"Management;contract for sign";Management Prepare contract for sign;prepares;management|contract for sign;
Management;Analyze reasons and learn a lesson;"analyzes;learns";"Management;reasons;lesson";Management Analyze reasons and learn a lesson;analyzes|learns;management|reasons|lesson;
Management;Sign contract;signs;"Management;contract";Management Sign contract;signs;management|contract;
Management;Analyze request;analyzes;"Management;request";Management Analyze request;analyzes;management|request;
Finance;find finance resources;finds;"Finance;finance resources";Finance find finance resources;finds;finance|finance resources;
Finance;Pay invoice;pays;"Finance;invoice";Finance Pay invoice;pays;finance|invoice;
IT Department;Analyze request;analyzes;"IT Department;request";IT Department Analyze request;analyzes;it department|request;
IT Department;Edit and complete request;edits|completes;"IT Department;request";IT Department Edit and complete request;;it department edit|complete request;
IT Department;fullfil form and send request to management;"fulfills;sends";"IT Department;form|request to management";IT Department fullfil form and send request to management;sends;it department fullfil form|request to management;
IT Department;prepare order;prepares;"IT Department;order";IT Department prepare order;prepares;it department|order;
IT Department;receive hw and invoice;receives;"IT Department;hw|invoice";IT Department receive hw and invoice;receives;it department|hw|invoice;
Technician;travel by car;travels by;"Technician;car";Technician travel by car;travels by;technician|car;
Technician;analyze problem;analyzes;"Technician;problem";Technician analyze problem;analyzes;technician|problem;
Technician;fix problem;fixes;"Technician;problem";Technician fix problem;fixes;technician|problem;
Technician;call operator;calls;"Technician;operator";Technician call operator;;technician call operator;
Technician;give customer invoice;gives;"Technician;customer invoice";Technician give customer invoice;gives;technician|customer invoice;
Technician;accept assignment;accepts;"Technician;assignment";Technician accept assignment;accepts;technician|assignment;
Technician;select car;selects;"Technician;car";Technician select car;selects;technician|car;
Technician;travel by bus;travels by;"Technician;bus";Technician travel by bus;travels by;technician|bus;
Operator;understand customers problem;understands;"Operator;customers problem";Operator understand customers problem;understands;operator|customers problem;
Operator;select appropriate technician;selects;"Operator;appropriate technician";Operator select appropriate technician;selects;operator|appropriate technician;
Operator;check technicians report;checks;"Operator;technicians report";Operator check technicians report;reports;operator check technicians;
Operator;close problem;closes;"Operator;problem";Operator close problem;;operator close problem;
Operator;store problem details into database;stores;"Operator;problem details into database";Operator store problem details into database;stores;operator|problem details into database;
Operator;arrange new meeting;arranges;"Operator;new meeting";Operator arrange new meeting;arranges;operator|new meeting;
Finance;calculate reward;calculates;"Finance;reward";Finance calculate reward;calculates;finance|reward;
Finance;pay reward;pays;"Finance;reward";Finance pay reward;pays;finance|reward;
HR;Dismiss employee;dismisses;"HR;employee";HR Dismiss employee;dismisses;hr|employee;
HR;provide training;provides;"HR;training";HR provide training;provides;hr|training;
Management;Check employee performance;checks;"Management;employee performance";Management Check employee performance;checks;management|employee performance;
Management;Suggest for reward;suggests for;"Management;reward";Management Suggest for reward;suggests for;management|reward;
Management;Suggest training;suggests;"Management;training";Management Suggest training;suggests;management|training;
Management;Suggest employee dismissal;suggests;"Management;employee dismissal";Management Suggest employee dismissal;suggests;management|employee dismissal;
Management;Choose appropriate benefit;chooses;"Management;appropriate benefit";Management Choose appropriate benefit;chooses;management|appropriate benefit;
Management;Announce employee of the month;announces;"Management;employee of the month";Management Announce employee of the month;announces;management|employee of the month;
Management;Prepare timetable for next 2 weeks;prepares;"Management;timetable for next 2 weeks";Management Prepare timetable for next 2 weeks;prepares;management|timetable|weeks;
Management;check volume of work required;checks;"Management;volume of work";Management check volume of work required;checks|requires;management|volume of work;
Management;check workers availability;checks;"Management;workers availability";Management check workers availability;checks;management|workers availability;
Management;publish timetable;publishes;"Management;timetable";Management publish timetable;publishes;management|timetable;
Management;fill shift sheet;fills;"Management;shift sheet";Management fill shift sheet;;management fill shift sheet;
Management;publish shift schedule;publishes;"Management;shift schedule";Management publish shift schedule;publishes;management|shift schedule;
Support line - part time workers;fullfil availability;fulfills;"Support line - part time workers;availability";Support line - part time workers fullfil availability;;support line|part time workers fullfil availability;
Data entry officer;Process invoices;processes;"Data entry officer;invoices";Data entry officer Process invoices;;data entry officer process invoices;
Data entry officer;collect allocated invoices;collects;"Data entry officer;allocated invoices";Data entry officer collect allocated invoices;collects allocated;data entry officer|invoices;
Data entry officer;find out urgent invoice;finds out;"Data entry officer;urgent invoice";Data entry officer find out urgent invoice;finds out;data entry officer|urgent invoice;
Data entry officer;Process immediately;processes;"Data entry officer;immediately";Data entry officer Process immediately;;data entry officer process;
Data entry officer;Put in high priority outbox;puts in;"Data entry officer;high priority outbox";Data entry officer Put in high priority outbox;puts in;data entry officer|high priority outbox;
Data entry officer;Look up vendor in SAP;looks up;"Data entry officer;vendor in SAP";Data entry officer Look up vendor in SAP;looks up;data entry officer|vendor in sap;
Data entry officer;Complete vendor master record request form;completes;"Data entry officer;vendor master record request form";Data entry officer Complete vendor master record request form;;data entry officer complete vendor master record request form;
Data entry officer;add vendor number to invoice;adds;"Data entry officer;vendor number to invoice";Data entry officer add vendor number to invoice;adds;data entry officer|vendor number to invoice;
Data entry officer;put in dedicatied boutbox for master record;puts in;"Data entry officer;dedicatied boutbox for master record";Data entry officer put in dedicatied boutbox for master record;puts in|##atieds;data entry officer|boutbox for master record;
Data entry officer;staple the form to invoice;staples;"Data entry officer;form to invoice";Data entry officer staple the form to invoice;staples;data entry officer|form to invoice;
Data entry officer;Sort invoice;sorts;"Data entry officer;invoice";Data entry officer Sort invoice;;data entry officer sort invoice;
Data entry officer;Sort per vendor;sorts per;"Data entry officer;vendor";Data entry officer Sort per vendor;;data entry officer sort per vendor;
Data entry officer;Sort by amount;sorts by;"Data entry officer;amount";Data entry officer Sort by amount;sorts by;data entry officer|amount;
Data entry officer;Entry data;;Data entry officer Entry data;Data entry officer Entry data;;data entry officer entry data;
Data entry officer;Occasionally take invoice to outbox;takes;"Data entry officer;invoice to outbox";Data entry officer Occasionally take invoice to outbox;takes;data entry officer|invoice to outbox;
Mater data entry department;Check urgency;checks;"Mater data entry department;urgency";Mater data entry department Check urgency;checks;mater data entry department|urgency;
Mater data entry department;Create master data record;creates;"Mater data entry department;master data record";Mater data entry department Create master data record;creates;mater data entry department|master data record;
Mail center;Collect invoice with request;collects;"Mail center;invoice with request";Mail center Collect invoice with request;collects;mail center|invoice with request;
Mail center;collect urgent invoice every hour;collects;"Mail center;urgent invoice every hour";Mail center collect urgent invoice every hour;collects;mail center|urgent invoice every hour;
Mail center;take to mater record department;takes to;"Mail center;mater record department";Mail center take to mater record department;takes to;mail center|mater record department;
Mail center;Collect invoice every hour;collects;"Mail center;invoice every hour";Mail center Collect invoice every hour;collects;mail center|invoice every hour;
Registry;Achive paid invoice per vendor;archives;"Registry;paid invoice per vendor";Registry Achive paid invoice per vendor;pays;registry achive|invoice per vendor;
Registry;archive paid invoice per payment data;archives;"Registry;paid invoice per payment data";Registry archive paid invoice per payment data;pays;registry archive|invoice per payment data;
Registry;Receive request from client;receives;"Registry;request from client";Registry Receive request from client;receives;registry|request from client;
Registry;Locate requested invoice;locates;"Registry;requested invoice";Registry Locate requested invoice;requests;registry locate|invoice;
Accounts Receivable Department;Generate monthly invoice;generates;"Accounts Receivable Department;monthly invoice";Accounts Receivable Department Generate monthly invoice;reces|generates;accounts|##vable department|monthly invoice;
Payment office;automate pay;automates;"Payment office;pay";Payment office automate pay;;payment office automate pay;
Payment office;Generate payment report;generates;"Payment office;payment report";Payment office Generate payment report;generates;payment office|payment report;
Payment office;sent to client, accouts receivable department and registry;sends to;"Payment office;client|accouts receivable department|registry";Payment office sent to client, accouts receivable department and registry;sends to;payment office|client|acc|##vable department|registry;
Admin Officer;sort invoice per client;sorts;"Admin Officer;invoice per client";Admin Officer sort invoice per client;;admin officer sort invoice per client;
Admin Officer;Staple invoice entry form;staples;"Admin Officer;invoice entry form";Admin Officer Staple invoice entry form;;admin officer staple invoice entry form;
Admin Officer;Entry information to invoice entry form;entries;"Admin Officer;information to invoice entry form";Admin Officer Entry information to invoice entry form;;admin officer entry information to invoice entry form;
Admin Officer;check the completeness and tick relievant box;"checks;ticks";"Admin Officer;completeness;tick relievant box";Admin Officer check the completeness and tick relievant box;checks;admin officer|completeness|tick relievant box;
Admin Officer;Check in a Excel file;checks in;"Admin Officer;Excel file";Admin Officer Check in a Excel file;checks in;admin officer|excel file;
Admin Officer;entry date of processing;;Admin Officer entry date of processing;Admin Officer entry date of processing;;admin officer entry date of processing;
Admin Officer;Check if invoice is urgent;checks;"Admin Officer;invoice";Admin Officer Check if invoice is urgent;checks;admin officer|invoice;
Admin Officer;Put a red stamp on invoice entry form;puts;"Admin Officer;red stamp on invoice entry form";Admin Officer Put a red stamp on invoice entry form;puts;admin officer|red stamp on invoice entry form;
Admin Officer;Check compliance;checks;"Admin Officer;compliance";Admin Officer Check compliance;checks;admin officer|compliance;
Admin Officer;Check if knowS SLA;checks;"Admin Officer;SLA";Admin Officer Check if knowS SLA;checks|knows;admin officer|sla;
Admin Officer;Batched invoices;;Admin Officer Batched invoices;Admin Officer Batched invoices;batches;admin officer|invoices;
Admin Officer;Consider to handle;considers to handle;"Admin Officer;nan";Admin Officer Consider to handle;considers|handles;admin officer;
