Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
Mail Centre;Return non-complaint invoice to client;returns;non-complaint invoice to client;Returns;non - complaint invoice to client;
Validation Department;Sort invoices by client;sorts;invoices by client;;Sort invoices by client;
Validation Department;Print invoice validation report sorted by client;prints;invoice validation report|client;;Print invoice validation report|client;
Validation Department;Validate data entry for invoice;validates;data entry for invoice;Validates;data entry for invoice;
Validation Department;Update invoice batch to validated;validates;Update invoice batch to;Updates;invoice batch;
The Registry;Pay Invoice;pays;Invoice;;Pay Invoice;
The Registry;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;;Invoice|next pay run;
Payment Department;Generate monthly invoice report for Client;generates;monthly invoice report for Client;Generates;monthly invoice report for Client;
Account Receivable Department;Sort by Vendor;sorts by;Vendor;Sorts by;Vendor;
Account Receivable Department;Archive Invoice;archives;Invoice;;Archive Invoice;
Vendor Master Record Data Entry Department;Create Vendor Master Record;creates;Vendor Master Record;Creates;Vendor Master Record;
Admin Department;Recall Client's SLA;recalls;Client|SLA;;Client's;Recall|SLA
Admin Department;Search Excel spreadsheet for SLA;searches;Excel spreadsheet for SLA;Searches;spreadsheet;Excel|SLA
Admin Department;Write SLA on Invoice Entry form;writes;SLA on Invoice Entry form;Writes;SLA on Invoice Entry form;
SSP Clients;Forward Invoice;forwards;Invoice;;Invoice;
SSP Clients;Complete Invoice;completes;Invoice;;Complete Invoice;
SSP Clients;Determine correct compliance information;determines;correct compliance information;Determines;correct compliance information;
SSP Clients;Notify Vendor of Invoice Payment;notifies;Vendor of Invoice Payment;Notifies;Vendor of Invoice Payment;
SSP Clients;Pay Monthly Invoice;pays;Monthly Invoice;Pays;Monthly Invoice;
SSP Clients;Modify information for compliance;modifies;information for compliance;Modifies;information for compliance;
Admin Department;Check if invoice is compliant with the SLA;checks;invoice|SLA;Checks if;invoice;SLA
Admin Department;Return Invoice to Client;returns;Invoice to Client;Returns;Invoice to Client;
Admin Department;Send Reminder Letter;sends;Reminder Letter;Sends;Reminder Letter;
Admin Department;Phone client to request required information;"phones;requests";"client;required information";requests;Phone client|information;
Admin Department;Complete invoice entry form with compliance information;completes;invoice entry form with compliance information;Completes;invoice entry form with compliance information;
Data Entry Department;Enter Master Record Request Form;enters;Master Record Request Form;Enters;Master Record Request Form;
Data Entry Department;Enter Vendor code on Invoice Entry form;enters;Vendor code on Invoice Entry form;Enters;Vendor code on Invoice Entry form;
Data Entry Department;Sort Invoices by Vendor;sorts;Invoices by Vendor;Sorts;Invoices by Vendor;
Data Entry Department;Take Invoice batch to Outbox;takes;Invoice batch to Outbox;Takes;Invoice batch to Outbox;
Data Entry Department;Look up Vendor in SAP system;looks up;Vendor in SAP system;Looks up;Vendor|system;SAP
Data Entry Department;Sort Invoices by Amount;sorts;Invoices by Amount;Sorts;Invoices by Amount;
Validation Department;Send Validated Invoices to the Registry;sends;Validated Invoices to the Registry;Sends;Invoices to the Registry;
The Registry;Sort by Vendor;sorts by;Vendor;Sorts by;Vendor;
The Registry;Sort by Payment Date;sorts by;Payment Date;Sorts by;Payment Date;
The Registry;Archive Invoices;archives;Invoices;;Archive Invoices;
The Registry;File invoice payment report;files;invoice payment report;;File;invoice payment report
Payment Department;Pay Vendor;pays;Vendor;Pays;Vendor;
Payment Department;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;;Invoice|next pay run;
Payment Department;Generate invoice payment report per client;generates;invoice payment report per client;Generates;invoice payment report per client;
Payment Department;Send invoice report to client;sends;invoice report to client;Sends;invoice report to client;
Account Receivable Department;Generate monthly invoice for client;generates;monthly invoice for client;Generates;monthly invoice for client;
Account Receivable Department;Monthly invoice marked as paid;;Monthly invoice marked as paid;;Monthly invoice;
Vendor;Issue Invoice;issues;Invoice;;Issue Invoice;
Vendor;Mark invoice as paid;marks;Mark invoice as paid;;Mark invoice;
Sales;Check Customer;checks;Customer;;Customer;
Sales;Check Solvency;checks;Solvency;Checks;Solvency;
Sales;Check Intercooperability;checks;Intercooperability;Checks;Intercooperability;
Sales;Apply to data base;applies to;data base;Applies to;data base;
Sales;Offer Prepayment;offers;Prepayment;;Offer Prepayment;
Sales;create offer for customer;creates;offer for customer;creates;offer for customer;
Sales;Recreate/negotioate offer;recreates;negotioate offer;;;
Sales;Send invoice;sends;invoice;Sends;invoice;
Sales;Send letter of refusal;sends;letter of refusal;Sends;letter of refusal;
Sales;Check payment;checks;payment;;Check payment;
Sales;Send reminder;sends;reminder;Sends;reminder;
Sales;Close order;closes;order;;Close order;
Sales;Check number of reminders;checks;number of reminders;Checks;number of reminders;
Sales;Contact a lawyer;contacts;lawyer;Contacts;lawyer;
Logistics;Check capacity;checks;capacity;Checks;capacity;
Logistics;Send inquiry for goods to supplier;sends;inquiry for goods to supplier;Sends;inquiry for goods to supplier;
Logistics;Receive suppliers offer;receives;suppliers;Receives;suppliers offer;
Logistics;preparing the order;prepares;order;;preparing the order;
Logistics;Send goods;sends;goods;Sends;goods;
Logistics;start production;starts;production;starts;production;
Italian Restaurant;ask for menu;asks for;menu;asks for;menu;
Italian Restaurant;check available dishes;checks;available dishes;checks;available dishes;
Italian Restaurant;order tiramisu;orders;tiramisu;;;
Italian Restaurant;order a glass of red wine;orders;glass of red wine;orders;glass of red wine;
Italian Restaurant;consume your dishes;consumes;dishes;consumes;dishes;
Italian Restaurant;ask for check;asks for;check;asks for;check;
Italian Restaurant;waiter was nice;;waiter was nice;;waiter;
Italian Restaurant;waiter was not nice;;waiter was not nice;;waiter;
Italian Restaurant;pay bill and tip;pays;bill|tip;pays;bill|tip;
Italian Restaurant;pay the bill;pays;bill;pays;bill;
Italian Restaurant;skip dessert;skips;dessert;skips;dessert;
Italian Restaurant;order salad;orders;salad;orders;salad;
Italian Restaurant;ask for tiramisu;asks for;tiramisu;asks for;tiramisu;
Part Provision Team;Identify parts;identifies;parts;Identifies;parts;
Part Provision Team;Elicit information from customer;elicits;information from customer;;;
Part Provision Team;Check availability;checks;availability;Checks;availability;
Part Provision Team;supplied to customer;supplies to;customer;;customer;
Part Provision Team;Record customer detail;records;customer detail;;Record customer detail;
Part Provision Team;Contract customer;contracts;customer;;Contract customer;
Part Provision Team;Parts Collected;;Parts Collected;;Parts;
Part Provision Team;Payment;;Payment;;Payment;
Army;Hold physical exam;holds;physical exam;Holds;physical exam;
Army;Shortlist application;shortlists;application;;application;Shortlist
Army;Hold mental exam;holds;mental exam;Holds;mental exam;
Army;Hold interview;holds;interview;;interview;
Army;Recruit applicant;recruits;applicant;;Recruit applicant;
Army;Notify failure;notifies;failure;Notifies;failure;
Army;Schedule exams and interview;schedules;exams|interview;Schedules;exams|interview;
Sales & Distribution;Check stock availability;checks;stock availability;Checks;stock availability;
Sales & Distribution;Confirm order;confirms;order;Confirms;order;
Sales & Distribution;Archive order;archives;order;;Archive order;
Sales & Distribution;Send invoice;sends;invoice;Sends;invoice;
Warehouse;Send product;sends;product;Sends;product;
Warehouse;Manufacture product;manufactures;product;Manufactures;product;
Warehouse;Purchase raw materials from Supplier 1;purchases;raw materials from Supplier 1;Purchases;raw materials from Supplier 1;
Warehouse;Purchase raw materials from Supplier 2;purchases;raw materials from Supplier 2;Purchases;raw materials from Supplier 2;
Warehouse;Check raw materials availability;checks;raw materials availability;Checks;raw materials availability;
Sales;Confirm order;confirms;order;Confirms;order;
Sales;Emit invoice;emits;invoice;;;
Sales;Archive order;archives;order;;Archive order;
Cashier;Capture party details;captures;party details;Captures;party details;
Cashier;Print file server;prints;file server;;Print file server;
Cashier;Receive payment;receives;payment;Receives;payment;
Small claims tribunal;Retrieve claim file;retrieves;claim file;Retrieves;claim file;
Small claims tribunal;Distribute warrant possession;distributes;warrant possession;Distributes;warrant possession;
Small claims tribunal;Store claim file;stores;claim file;;claim file;Store
Small claims tribunal;Attach claim report;attaches;claim report;Attaches;claim report;
Small claims tribunal;Store expanded file;stores;expanded file;;file;Store
Small claims tribunal;Notify party;notifies;party;;party;
Party;Archive claim;archives;claim;;Archive claim;
Small claims tribunal;Distribute warrant possession coversheet;distributes;warrant possession coversheet;Distributes;warrant possession coversheet;
Small claims tribunal;Store expanded claim file;stores;expanded claim file;;claim file;Store
Sales;Receive payment;receives;payment;Receives;payment;
Assessment Manager;Store application;stores;application;;application;Store
Assessment Manager;Get initial validation;gets;initial validation;;initial validation;
Assessment Manager;Check validation result;checks;validation result;Checks;validation result;
Assessment Manager;Check modifications to natural environment;checks;modifications to natural environment;Checks;modifications to natural environment;
Assessment Manager;Apply additional fees;applies;additional fees;Applies;additional fees;
Assessment Manager;Check environment protection laws;checks;environment protection laws;Checks;environment protection laws;
Assessment Manager;Prepare final approval;prepares;final approval;Prepares;final approval;
Cadastre;Retrieve geographical infromation;retrieves;geographical infromation;Retrieves;geographical infromation;
DMR;Check for road conflicts;checks for;road conflicts;Checks for;road conflicts;
Seller;Prepare registration information;prepares;registration information;Prepares;registration information;
Seller;Request auction creation;requests;auction creation;Requests;creation;auction
Auctioning Service;Check registration status;checks;registration status;Checks;registration status;
Auctioning Service;Request account creation;requests;account creation;;creation;account
Auctioning Service;Confirm auction creation;confirms;auction creation;Confirms;auction creation;
Customer;Pay travel;pays;travel;;;
Customer;Check travel offer;checks;travel offer;Checks;travel offer;
Customer;Reject offer;rejects;offer;Rejects;offer;
Customer;Book travel;books;travel;;;Book travel
Travel Agency;Make travel offer;makes;travel offer;Makes;travel offer;
Travel Agency;Order ticket;orders;ticket;Orders;ticket;
Travel Agency;Confirm booking;confirms;booking;Confirms;booking;
Airline;Handle payment;handles;payment;Handles;payment;
Airline;Confirm payment;confirms;payment;Confirms;payment;
Airline;Refuse payment;refuses;payment;Refuses;payment;
Client;Submit request for quote;submits;request for quote;Submits;request for quote;
Client;Check quote;checks;quote;;quote;
Client;Send order;sends;order;Sends;order;
Client;Send notification;sends;notification;Sends;notification;
Seller;Prepare quote;prepares;quote;Prepares;;
Seller;Send quote;sends;quote;Sends;quote;
Seller;Handle order;handles;order;Handles;order;
Seller;Organize shipment;organizes;shipment;Organizes;shipment;
Seller;Assess request for merchandise return;assesses;request for merchandise return;Assesses;request for merchandise return;
Seller;Send rejection;sends;rejection;Sends;rejection;
Seller;Send acceptance;sends;acceptance;Sends;acceptance;
Seller;Invoice customer;invoices;customer;;Invoice customer;
Seller;Receive merchandise;receives;merchandise;Receives;merchandise;
Seller;Approve loss claim;approves;loss claim;Approves;loss claim;
Customer;Sign delivery notice;signs;delivery notice;Signs;delivery notice;
Customer;Assess merchandise;assesses;merchandise;Assesses;merchandise;
Customer;Lodge damage claim report;lodges;damage claim report;;claim;Lodge damage|report
Customer;Lodge request for merchandise return;lodges;request for merchandise return;;Lodge request for merchandise return;
Customer;Lodge loss claim report;lodges;loss claim report;;;Lodge loss claim report
Customer;Attempt suicide;attempts;suicide;Attempts;suicide;
Customer;Return merchandise;returns;merchandise;Returns;merchandise;
Customer;Pay;pays;;;;
Risk Assessor;Assess loan risk;assesses;loan risk;Assesses;loan risk;
Loan Officer;Return application back to applicant;returns;application|applicant;Returns;application|applicant;
Loan Officer;Check application form completeness;checks;application form completeness;Checks;application form completeness;
Loan Officer;Assess eligibility;assesses;eligibility;Assesses;eligibility;
Loan Officer;Reject application;rejects;application;Rejects;application;
Loan Officer;Send acceptance pack;sends;acceptance pack;Sends;pack;acceptance
Loan Officer;Verify repayment agreement;verifies;repayment agreement;Verifies;agreement;repayment
Loan Officer;Prepare acceptance pack;prepares;acceptance pack;Prepares;;acceptance pack
Loan Officer;Check if home insurance quote is requested;checks;home insurance quote;Checks if;home insurance quote;
Loan Officer;Cancel application;cancels;application;Cancels;application;
Loan Officer;Notify cancelation;notifies;cancelation;Notifies;cancelation;
Loan Officer;Approve application;approves;application;Approves;application;
Loan Officer;Notify approval;notifies;approval;Notifies;approval;
Loan Officer;Receive updated application;receives;updated application;Receives;application;
Financial Officer;Check credit history;checks;credit history;Checks;credit history;
Insurance Sales Rep.;Send home insurance quote;sends;home insurance quote;Sends;home insurance quote;
Listings;Change schedule;changes;schedule;Changes;schedule;
Judicary;Resolve judge availability;resolves;judge availability;Resolves;judge availability;
Loan Provider;Return application back to applicant;returns;application|applicant;Returns;application|applicant;
Loan Provider;Check application form completeness;checks;application form completeness;Checks;application form completeness;
Loan Provider;Receive updated application;receives;updated application;Receives;application;
Sales;Receive Payment;receives;Payment;Receives;Payment;
Customer;Provide shipping address;receives;shipping address;Provides;shipping address;
Customer;Place purchase order;places;purchase order;Places;purchase order;
Customer;Make payment;makes;payment;Makes;payment;
Seller;Confirm order;confirms;order;Confirms;order;
Seller;Manufacture product;manufactures;product;Manufactures;product;
Seller;Check stock availability;checks;stock availability;Checks;stock availability;
Seller;Retrieve product from warehouse;retrieves;product from warehouse;Retrieves;product from warehouse;
Seller;Archive order;archives;order;;Archive order;
Insurance client;Lodge insurance claim;lodges;insurance claim;;Lodge insurance claim;
Insurance client;Check witnesses;checks;witnesses;;;
Client;Prepare loan application;prepares;loan application;Prepares;loan application;
Client;Check approval letter;checks;approval letter;Checks;approval letter;
Client;Reject offer;rejects;offer;Rejects;offer;
Client;Accept offer;accepts;offer;Accepts;offer;
Mortgage department;Submit disbursement request;submits;disbursement request;Submits;disbursement request;
Mortgage department;Apply interest rate reduction;applies;interest rate reduction;Applies;interest rate reduction;
Mortgage department;Reject application;rejects;application;Rejects;application;
Mortgage department;Approve application;approves;application;Approves;application;
Mortgage department;Check loan amount;checks;loan amount;;loan amount;
Mortgage department;Assess application;assesses;application;Assesses;application;
Insurance department;Prepare insurance offer;prepares;insurance offer;Prepares;insurance offer;
Insurance department;Draw insurance contract;draws;insurance contract;Draws;insurance contract;
Financial department;Handle disbursement request;handles;disbursement request;Handles;disbursement request;
Broker;Forward application to BestLoans;forwards;application to BestLoans;;Forward application;BestLoans
Broker;Examine application;examines;application;Examines;application;
Broker;Assess application;assesses;application;Assesses;application;
Broker;Reject application;rejects;application;Rejects;application;
Broker;Approve application;approves;application;Approves;application;
Mortgage department;Register loan application;registers;loan application;Registers;loan application;
Office;Notify employee;notifies;employee;Notifies;employee;
Office;Check expense report;checks;expense report;Checks;expense report;
Office;Create account;creates;account;Creates;account;
Office;Register amount rectification;registers;amount rectification;;Register amount rectification;
Mortgage department;Annul deed;annuls;deed;;;
Insurance department;Annul insurance contract;annuls;insurance contract;Annuls;insurance contract;
Financial department;Recall loan;recalls;loan;;;loan
Customer;Pay merchandise;pays;merchandise;Pays;merchandise;
Carrier;Notify delivery;notifies;delivery;Notifies;delivery;
Carrier;Transport freight;transports;freight;;Transport freight;
Customer;Receive product;receives;product;;product;
SSP (Mail Center);Contact client;contacts;client;;client;
SSP (Mail Center);Confirm payment of invoice;confirms;payment of invoice;Confirms;payment of invoice;
SSP (Mail Center);Request relevant info;requests;relevant info;Requests;relevant info;
SSP (Mail Center);Receive conformation;receives;conformation;Receives;;conformation
Admin Office;Check completeness of invoices;checks;completeness of invoices;;Check completeness of invoices;
Admin Office;Tick the relevant box on the invoice entry form;ticks;relevant box on the invoice entry form;Ticks;relevant box on the invoice entry form;
Admin Office;Return to client via postal mail;returns to;client via postal mail;Returns to;client via postal mail;
Admin Office;Receive completed invoices;receives;completed invoices;Receives;invoices;
Mail Center;Open envelopes;opens;envelopes;;Open envelopes;
Mail Center;Categorise invoices;categorises;invoices;;;
Admin Office;Check compliance;checks;compliance;Checks;compliance;
Admin Office;Attach invoice entry form to invoices;attaches;invoice entry form to invoices;Attaches;invoice entry form to invoices;
Admin Office;Check priority;checks;priority;Checks;priority;
Admin Office;Apply red stamp on invoice entry form;applies;red stamp on invoice entry form;Applies;red stamp on invoice entry form;
Admin Office;Sort invoices per client;sorts;invoices per client;;Sort invoices per client;
Admin Office;Sort invoices per vendor;sorts;invoices per vendor;;Sort invoices per vendor;
Admin Office;Send invoice to experienced staff;sends;invoice to|staff;Sends;invoice to experienced staff;
Admin Office;Call client for required information;calls;client for|information;Calls;client|information;
Admin Office;Enter client/vendor information on the invoice entry form;enters;client|vendor information on the invoice entry form;Enters;client|vendor information on the invoice entry form;
Admin Office;Check service level agreements;checks;service level agreements;Checks;service level agreements;
Data Entry Office;Check priority;checks;priority;Checks;priority;
Data Entry Office;Look up vendor in SAP;looks up;vendor in SAP;Looks up;vendor;SAP
Data Entry Office;Enter vendor number into invoice entry form;enters;vendor number into invoice entry form;Enters;vendor number into invoice entry form;
Data Entry Office;Resort invoices per Vendor;resorts;invoices per Vendor;;Resort invoices per Vendor;
Data Entry Office;Sort invoices based on invoice amount;bases on;Sort invoices|invoice amount;;Sort invoices|invoice amount;
Data Entry Office;Enter invoice data;enters;invoice data;Enters;invoice data;
Data Entry Office;Tick invoice entered box on the invoice entry form;ticks;invoice entered box on the invoice entry form;Ticks;invoice|box on the invoice entry form;
Master Data Enter Department;Check priority;checks;priority;Checks;priority;
Master Data Enter Department;Enter new vendor master record into SAP within 5days;enters;new vendor master record into SAP|days;Enters;new vendor master record|5days;SAP
Master Data Enter Department;Enter new vendor master record into SAP within 24 hours;enters;new vendor master record into SAP|hours;Enters;new vendor master record|hours;SAP
Validation Office;Check priority;checks;priority;Checks;priority;
Validation Office;Sort invoices per client;sorts;Sort invoices per client;;Sort invoices per client;
Validation Office;Print invoices report from SAP;prints;invoices report from SAP;;report;Print invoices|SAP
Validation Office;Login to SAP;logins to;SAP;;;
Validation Office;Change status to validated;changes status to;validated;Changes;status;
Validation Office;Send invoices to DEO;sends;invoices to DEO;Sends;invoices;DEO
Registry;Pay invoices;pays;invoices;Pays;invoices;
Registry;Generate payment report;generates;payment report;Generates;report;payment
Registry;Send report to client;sends;report to client;Sends;report to client;
Registry;Send report to Registry Officer;sends;report to Registry Officer;Sends;report to Registry Officer;
Registry;Select paid invoces;selects paid;invoces;Selects;invoces;
Registry;Archive invoices per vendor;archives;invoices per vendor;;Archive invoices per vendor;
Registry;Archive invoices per payment date;archives;invoices per payment date;;Archive invoices per payment date;
Registry;Track original invoice;tracks;original invoice;;Track original invoice;
Registry;Compare invoice with invoice entry form;compares;invoice with invoice entry form;Compares;invoice with invoice entry form;
Registry;Send report to Accounts Receivable Department;sends;report to Accounts Receivable Department;Sends;report;Accounts Receivable Department
Account Receivable Department;Generate monthly invoice;generates;monthly invoice;Generates;monthly invoice;
Account Receivable Department;Charge flat fee;charges;flat fee;;Charge flat fee;
Validation Office;Check invoice data for errors;checks;invoice data for errors;Checks;invoice data for errors;
Validation Office;Highlight errors on invoice entry form;highlights;errors on invoice entry form;Highlights;errors on invoice entry form;
Validation Office;Keep performance record of DEO;keeps;performance record of DEO;Keeps;performance record;DEO
Admin Office;Return invoice to client via postal mail;returns;invoice to client|postal mail;Returns;invoice to client via postal mail;
Admin Office;Send reminder letter;sends;reminder letter;Sends;reminder letter;
Admin Office;Send 2nd reminder letter;sends;2nd reminder letter;Sends;2nd reminder letter;
Data Entry Office;Generate Vendor master record request form;generates;Vendor master record request form;Generates;Vendor master record request form;
Data Entry Office;Staple form to invoice;staples;form to invoice;invoices;Staple form;
Data Entry Office;Place form to invoice;places;form to invoice;invoices;;
Credit Company;Collect credit information;collects;credit information;Collects;credit information;
Credit Company;Assess risk;assesses;risk;Assesses;risk;
Credit Company;Request approval;requests;approval;;Request approval;
Credit Company;Accept credit;accepts;credit;Accepts;credit;
Credit Company;Reject credit;rejects;credit;Rejects;credit;
Order to Cash;Processing customer demand;processes;customer demand;;Processing customer demand;
Order to Cash;Sell product to customer;sells;product to customer;Sells;product to customer;
Make to Inventory;Determine demanded components according to planning;determines demanded;demanded components according to planning;Determines;components according to planning;
Make to Inventory;Purchase missing parts and put on stock;"purchases;puts on";"missing parts;stock";Purchases|puts on;missing parts|stock;
Production;Perform production;performs;production;Performs;production;
Production;Perform quality checks;performs;quality checks;Performs;quality checks;
Production;Fill product into a packaging;fills;product into a packaging;Fills;product into a packaging;
Production;Pack and label product;packs|labels;product;Packs|labels;product;
Production;Transport product to the warehouse;transports;product to the warehouse;Transports;product to the warehouse;
Production;Perform follow-up production;performs;follow-up production;Performs follow;production;
Teacher;Check process model;checks;process model;Checks;process model;
Teacher;Assign penalty points;assigns;penalty points;Assigns;penalty points;
Teacher;Check process assign points;checks;process|points;assigns;Check process|points;
Teacher;Consult project, check progress;consults;project|progress;Consults|checks;project|progress;
Team;Agree on team field;agrees on;team field;;team field;
Team;Analyse field and identify process;"analyses;identifies";"field;process";Analyses|identifies;field|process;
Team;Assign roles in team;assigns;roles in team;Assigns;roles in team;
Team;Present the project;presents;project;Presents;project;
Student;Join team;joins;team;Joins;team;
Student;Create one process model;creates;process model;Creates;process model;
Student;Fix process until next session;fixes;process until next session;;Fix process until next session;
Student;Extend their process to L 2,3;extends;process to L 2,3;Extends;process to L 2,3;
Student;perform work according to the role;performs;work according to the role;;work according to the role;
Client;Deposit amount of money;deposits;amount of money;;Deposit amount of money;
Client;Withdraw amount of money;withdraws;amount of money;;Withdraw amount of money;
Client;Transfer amount of money;transfers;amount of money;;Transfer amount of money;
Client;Provide Further Information;provides;Further Information;Provides;Further Information;
Client;Cancel the order;cancels;order;Cancels;order;
Client;Receive invoice;receives;invoice;Receives;invoice;
Bank Agent;Enter the required transaction details;enters;transaction details;Enters;required transaction details;
Bank Agent;Enter client's account details;enters;client's account details;Enters;client's account details;
Bank Agent;Notify the client of problem;notifies;client of problem;;client of problem;
Bank Agent;Notify client of complete transaction;notifies;client of complete transaction;Notifies;client of complete transaction;
Bank System;Check Client's account details;checks;Client's account details;Checks;Client's account details;
Bank System;Add amount of money deposit to account;adds;amount of money deposit;Adds;amount of money deposit to account;
Bank System;transfer amount of money to account;accounts;transfer amount of money;;transfer amount of money to account;
Bank System;Check account balance;checks;account balance;;Check account balance;
Bank System;Withdraw amount from account;withdraws;amount from account;Withdraws;amount from account;
Bank System;Issue invoice;issues;invoice;;Issue invoice;
Business Analyst;Collect data conduct business analysis regarding customer feedback;collects;data conduct business analysis regarding customer feedback;Collects|conducts;data|business analysis regarding customer feedback;
Business Analyst;Check design and provide feedback;"checks;provides";"design;feedback";Checks|provides;design|feedback;
Web Designer;Change design;changes;design;Changes;design;
PHP/HTML/CSS Specialist;Integrate with the overall implemenation;integrates with;overall implemenation;;overall implemenation;
PHP/HTML/CSS Specialist;Adjust according to test results;adjusts according to;test results;;according to test results;
Tester;Test the final website to make sure everything is going well;tests;final website;Tests|makes;final website|sure everything|going;
Tester;provide test results;provides;test results;provides;test results;
Business Analyst;Collect data conduct business analysis regarding customer service;collects;data conduct business analysis regarding customer service;Collects|conducts;business analysis regarding customer service;
Marketing Manager;Create and provide information about the company;creates|provides;information about the company;Creates|provides;information about the company;
IT Staff Member;Create community groups on Facebook, Twitter and Myspace;creates;community groups on Facebook,Twitter and Myspace;Creates;community groups;Facebook|Twitter|Myspace
IT Staff Member;Add provided information to the created groups;adds provided;information;Adds;information|groups;
IT Staff Member;Add the provided information to the community;adds;information to the community;Adds;information to the community;
IT Staff Member;Add new information as soon as Received;adds;new information;Adds;new information;
Company's Spokesperson;Inquire about PRWeb press release services and prices for company's specific requirements;inquires about;PRWeb press release services|prices for company's specific requirements;;;
Company's Spokesperson;Make an order for the specific first run press release;makes;order for the specific first run press release;Makes;order for the specific first run press release;
PRWeb Representative;Send back information regarding the requested requirements;sends;back information regarding the requested requirements;Sends back;information regarding|requirements;
PRWeb Representative;Place an order for a fist run press release with the detailed company info;places;order for a fist run press release with the detailed company info;Places;order|press release with the detailed company info;fist run
PRWeb Services Headquarters;Run the first press release for the company;runs;first press release for the company;Runs;first press release for the company;
Business Analyst;Collect data about company's products conduct business analysis;collects;data about company|products|business analysis;;data about company's products|business analysis;
Web Designer;Integrate Design and decide where such data should be placed;"integrates;decides";"Design;where such data should be placed";Integrates|decides|is;Design|such data;
Marketing Manager;collect data and conduct business analysis covering all aspects about company's products;"collects;conducts";data|business analysis covering all aspects about company's products;collects|conducts;data|business analysis covering all aspects about company's products;
Marketing Manager;create written material for the leaflet;creates;written material for the leaflet;creates;material for the leaflet;
Marketing Manager;create written material for the whitepaper;creates;written material for the whitepaper;creates;material for the whitepaper;
Graphic Designer;create graphics and develop design for the leaflet;"creates;develops";"graphics;design for the leaflet";creates|develops;graphics|design for the leaflet;
Graphic Designer;create graphics and develop design for the whitepaper;"creates;develops";"graphics;design for the whitepaper";creates|develops;graphics|design for the whitepaper;
Printing house;Print leaflets as ordered;prints;leaflets;Prints;leaflets;
IT Staff Member;Integrate the whitepaper with company's website;integrates;whitepaper with company's website;Integrates;whitepaper with company's website;
Company Representative;Define the Audience;defines;Audience;Defines;Audience;
Company Representative;Develop a Concept;develops;Concept;Develops;Concept;
Company Representative;Upload to Youtube;uploads to;Youtube;;Upload;Youtube
Camera man;Shoot Video;shoots;Video;Shoots;Video;
Graphic designer;Create Graphics;creates;Graphics;Creates;Graphics;
Sound editor;Record Narration;records;Narration;Records;Narration;
Sound editor;Find or create Music;finds;Music;Finds|creates;Music;
Executive producer/Director;Capture Video to Computer;captures;Video to Computer;Captures;Video to Computer;
Executive producer/Director;Import Audio: Narration, Music and Sound Effects;imports;Audio|Narration|Music|Sound Effects;Imports;Audio|Narration|Music|Sound Effects;
Executive producer/Director;Import Graphics;imports;Graphics;Imports;Graphics;
Executive producer/Director;Create Titles, Subtitles, Credits;creates;Titles|Subtitles|Credits;;Titles|Subtitles|Credits;
Executive producer/Director;Edit it all together;edits;it all together;Edits;it;
Advertisments Advisor;Determine the Form or Style;determines;Form|Style;Determines;Form|Style;
Advertisments Advisor;Write the Script;writes;Script;Writes;Script;
Advertisments Advisor;Create a Storyboard;creates;Storyboard;Creates;Storyboard;
Customer;bring computer for checking;brings;computer for checking;brings;computer for checking;
Customer;deciding if the cost is low;decides;cost;;deciding if the cost;
Customer;Deciding to repair;decides to;repair;repairs;Deciding;
Customer;going home without fixing the computer;goes;computer;;going|fixing the computer;
Customer;Getting back computer;gets;back computer;;Getting|computer;
Customer;Paying for the repair;pays for;repair;;Paying for the repair;
Customer;GOING HOME;goes;Home;;GOING;
CSR;Checking defecrive computer;checks;defecrive computer;;;
CSR;calculate and send price offer;calculates|sends;price offer;calculates|sends;price offer;
CSR;getting computer for repairing;gets;computer for repairing;;getting computer for repairing;
CSR;check and repair the hardware;checks|repairs;hardware;checks|repairs;hardware;
CSR;proper system functionality is tested;is tested;proper system functionality;;proper system functionality;
CSR;checks and configures the software;checks|configures;software;;software;
CSR;repair is finished;is finished;repair;;repair;
CSR;another arbitrary repair activity is executed;is executed;arbitrary repair activity;;arbitrary repair activity;
Pit's Store;Update the online cataloge;updates;online cataloge;Updates;cataloge;online
Pit's Store;checks available bikes by the envisioned conf.;checks;available bikes by the envisioned conf.;;available bikes|conf;
Pit's Store;Offer a test ride;offers;test ride;;test ride;
Pit's Store;Don't offer a test ride;offers;test ride;Dos n't|offers;test ride;
Pit's Store;final configuration price offer;;final configuration price offer;;final configuration price offer;
Pit's Store;Close the deal;closes;deal;Closes;deal;
Pit's Store;Don't close the deal;don'ts close;deal;Dos n't|closes;deal;
Pit's Store;Get customer concent;gets;customer concent;;customer concent;
Pit's Store;Contact customer to pick up bike;contacts;customer to pick up bike;Contacts|picks up;customer|bike;
Pit's Store;Give the customer the bike;gives;customer the bike;Gives;customer the bike;
Pit's Store;Get Bike;gets;Bike;Gets;Bike;
Pit's Store;starting cancellation;starts;cancellation;;starting cancellation;
Pit's Store;get refunds from Fami except of cancellation fee;gets;refunds from Fami except cancellation fee;;refunds from Fami|cancellation fee;
Pit's Store;Returning payment to customer;returns;payment to customer;;Returning payment to customer;
Fami;send payments;sends;payments;sends;payments;
Customer;Intend to Order a bike;intends to order;bike;Orders;bike;
Customer;Decide of final configuration;decides of;final configuration;Decides of;final configuration;
