Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
Admin Department;Attach Invoice Entry Form;attaches;Invoice Entry Form;;Attach Invoice Entry Form;
Admin Department;Fill out Invoice Entry Form;fills out;Invoice Entry Form;Fill out;Invoice Entry Form;
Admin Department;Check invoice for completeness;checks;invoice for completeness;Check;invoice;
Admin Department;Allocate to Data Entry personel;allocates to;Data Entry personel;Allocate to;Data Entry personel;
Mail Centre;Categorise Mail;categorises;Mail;;Categorise Mail;
Mail Centre;Return invoice to client to complete;returns;invoice to client;complete;Return invoice to client to;
Mail Centre;Return non-complaint invoice to client;returns;non-complaint invoice to client;Return;non - complaint invoice to client;
Validation Department;Sort invoices by client;sorts;invoices by client;;Sort invoices by client;
Validation Department;Print invoice validation report sorted by client;prints;invoice validation report|client;sorted by;Print invoice validation report|client;
Validation Department;Validate data entry for invoice;validates;data entry for invoice;;Validate data entry for invoice;
Validation Department;Update invoice batch to validated;validates;Update invoice batch to;batch to|validated;Update invoice;
The Registry;Pay Invoice;pays;Invoice;Pay;Invoice;
The Registry;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;Leave;Invoice|next pay run;
Payment Department;Generate monthly invoice report for Client;generates;monthly invoice report for Client;Generate;monthly invoice report for Client;
Account Receivable Department;Sort by Vendor;sorts by;Vendor;Sort by;Vendor;
Account Receivable Department;Archive Invoice;archives;Invoice;;Archive Invoice;
Vendor Master Record Data Entry Department;Create Vendor Master Record;creates;Vendor Master Record;Create;Vendor Master Record;
Admin Department;Recall Client's SLA;recalls;Client|SLA;;Recall Client's SLA;
Admin Department;Search Excel spreadsheet for SLA;searches;Excel spreadsheet for SLA;;Search Excel spreadsheet for SLA;
Admin Department;Write SLA on Invoice Entry form;writes;SLA on Invoice Entry form;Write;SLA on Invoice Entry form;
SSP Clients;Forward Invoice;forwards;Invoice;;Forward Invoice;
SSP Clients;Complete Invoice;completes;Invoice;Complete;Invoice;
SSP Clients;Determine correct compliance information;determines;correct compliance information;Determine;correct compliance information;
SSP Clients;Notify Vendor of Invoice Payment;notifies;Vendor of Invoice Payment;;Notify Vendor of Invoice Payment;
SSP Clients;Pay Monthly Invoice;pays;Monthly Invoice;Pay;Monthly Invoice;
SSP Clients;Modify information for compliance;modifies;information for compliance;Modify;information for compliance;
Admin Department;Check if invoice is compliant with the SLA;checks;invoice|SLA;Check;invoice|SLA;
Admin Department;Return Invoice to Client;returns;Invoice to Client;;Return Invoice to Client;
Admin Department;Send Reminder Letter;sends;Reminder Letter;Send;Reminder Letter;
Admin Department;Phone client to request required information;"phones;requests";"client;required information";request required;Phone client to|information;
Admin Department;Complete invoice entry form with compliance information;completes;invoice entry form with compliance information;;Complete invoice entry form with compliance information;
Data Entry Department;Enter Master Record Request Form;enters;Master Record Request Form;Enter;Master Record Request Form;
Data Entry Department;Enter Vendor code on Invoice Entry form;enters;Vendor code on Invoice Entry form;Enter;Vendor code on Invoice Entry form;
Data Entry Department;Sort Invoices by Vendor;sorts;Invoices by Vendor;;Sort Invoices by Vendor;
Data Entry Department;Take Invoice batch to Outbox;takes;Invoice batch to Outbox;Take;Invoice batch to Outbox;
Data Entry Department;Look up Vendor in SAP system;looks up;Vendor in SAP system;Look up;Vendor in SAP system;
Data Entry Department;Sort Invoices by Amount;sorts;Invoices by Amount;;Sort Invoices by Amount;
Validation Department;Send Validated Invoices to the Registry;sends;Validated Invoices to the Registry;Send;Validated Invoices to the Registry;
The Registry;Sort by Vendor;sorts by;Vendor;Sort by;Vendor;
The Registry;Sort by Payment Date;sorts by;Payment Date;Sort by;Payment Date;
The Registry;Archive Invoices;archives;Invoices;;Archive Invoices;
The Registry;File invoice payment report;files;invoice payment report;;File invoice payment report;
Payment Department;Pay Vendor;pays;Vendor;Pay;Vendor;
Payment Department;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;Leave;Invoice|next pay run;
Payment Department;Generate invoice payment report per client;generates;invoice payment report per client;Generate;invoice payment report per client;
Payment Department;Send invoice report to client;sends;invoice report to client;Send;invoice report to client;
Account Receivable Department;Generate monthly invoice for client;generates;monthly invoice for client;Generate;monthly invoice for client;
Account Receivable Department;Monthly invoice marked as paid;;Monthly invoice marked as paid;marked|paid;Monthly invoice;
Vendor;Issue Invoice;issues;Invoice;Issue;Invoice;
Vendor;Mark invoice as paid;marks;Mark invoice as paid;paid;Mark invoice;
Sales;Check Customer;checks;Customer;Check;Customer;
Sales;Check Solvency;checks;Solvency;Check;Solvency;
Sales;Check Intercooperability;checks;Intercooperability;Check;Intercooperability;
Sales;Apply to data base;applies to;data base;Apply to;data base;
Sales;Offer Prepayment;offers;Prepayment;Offer;Prepayment;
Sales;create offer for customer;creates;offer for customer;create;offer for customer;
Sales;Recreate/negotioate offer;recreates;negotioate offer;Recreate;negotioate offer;
Sales;Send invoice;sends;invoice;Send;invoice;
Sales;Send letter of refusal;sends;letter of refusal;Send;letter of refusal;
Sales;Check payment;checks;payment;Check;payment;
Sales;Send reminder;sends;reminder;Send;reminder;
Sales;Close order;closes;order;;Close order;
Sales;Check number of reminders;checks;number of reminders;Check;number of reminders;
Sales;Contact a lawyer;contacts;lawyer;Contact;lawyer;
Logistics;Check capacity;checks;capacity;Check;capacity;
Logistics;Send inquiry for goods to supplier;sends;inquiry for goods to supplier;Send;inquiry for goods to supplier;
Logistics;Receive suppliers offer;receives;suppliers;offer;Receive suppliers;
Logistics;preparing the order;prepares;order;preparing;order;
Logistics;Send goods;sends;goods;Send;goods;
Logistics;start production;starts;production;start;production;
Italian Restaurant;ask for menu;asks for;menu;ask for;menu;
Italian Restaurant;check available dishes;checks;available dishes;check;available dishes;
Italian Restaurant;order tiramisu;orders;tiramisu;;order tiramisu;
Italian Restaurant;order a glass of red wine;orders;glass of red wine;order;glass of red wine;
Italian Restaurant;consume your dishes;consumes;dishes;consume;dishes;
Italian Restaurant;ask for check;asks for;check;ask for;check;
Italian Restaurant;waiter was nice;;waiter was nice;;waiter;
Italian Restaurant;waiter was not nice;;waiter was not nice;;waiter;
Italian Restaurant;pay bill and tip;pays;bill|tip;pay;bill|tip;
Italian Restaurant;pay the bill;pays;bill;pay;bill;
Italian Restaurant;skip dessert;skips;dessert;;skip dessert;
Italian Restaurant;order salad;orders;salad;;order salad;
Italian Restaurant;ask for tiramisu;asks for;tiramisu;ask for;tiramisu;
Part Provision Team;Identify parts;identifies;parts;Identify;parts;
Part Provision Team;Elicit information from customer;elicits;information from customer;;Elicit information from customer;
Part Provision Team;Check availability;checks;availability;Check;availability;
Part Provision Team;supplied to customer;supplies to;customer;supplied to;customer;
Part Provision Team;Record customer detail;records;customer detail;;Record customer detail;
Part Provision Team;Contract customer;contracts;customer;;Contract customer;
Part Provision Team;Parts Collected;;Parts Collected;Collected;Parts;
Part Provision Team;Payment;;Payment;;Payment;
Army;Hold physical exam;holds;physical exam;Hold;physical exam;
Army;Shortlist application;shortlists;application;Shortlist;application;
Army;Hold mental exam;holds;mental exam;Hold;mental exam;
Army;Hold interview;holds;interview;Hold;interview;
Army;Recruit applicant;recruits;applicant;;Recruit applicant;
Army;Notify failure;notifies;failure;Notify;failure;
Army;Schedule exams and interview;schedules;exams|interview;;Schedule exams|interview;
Sales & Distribution;Check stock availability;checks;stock availability;Check;stock availability;
Sales & Distribution;Confirm order;confirms;order;Confirm;order;
Sales & Distribution;Archive order;archives;order;;Archive order;
Sales & Distribution;Send invoice;sends;invoice;Send;invoice;
Warehouse;Send product;sends;product;Send;product;
Warehouse;Manufacture product;manufactures;product;Manufacture;product;
Warehouse;Purchase raw materials from Supplier 1;purchases;raw materials from Supplier 1;Purchase;raw materials from Supplier 1;
Warehouse;Purchase raw materials from Supplier 2;purchases;raw materials from Supplier 2;Purchase;raw materials from Supplier 2;
Warehouse;Check raw materials availability;checks;raw materials availability;Check;raw materials availability;
Sales;Confirm order;confirms;order;Confirm;order;
Sales;Emit invoice;emits;invoice;;Emit invoice;
Sales;Archive order;archives;order;;Archive order;
Cashier;Capture party details;captures;party details;;Capture party details;
Cashier;Print file server;prints;file server;;Print file server;
Cashier;Receive payment;receives;payment;Receive;payment;
Small claims tribunal;Retrieve claim file;retrieves;claim file;Retrieve;claim file;
Small claims tribunal;Distribute warrant possession;distributes;warrant possession;Distribute;warrant possession;
Small claims tribunal;Store claim file;stores;claim file;;Store claim file;
Small claims tribunal;Attach claim report;attaches;claim report;;Attach claim report;
Small claims tribunal;Store expanded file;stores;expanded file;expanded;Store|file;
Small claims tribunal;Notify party;notifies;party;Notify;party;
Party;Archive claim;archives;claim;;Archive claim;
Small claims tribunal;Distribute warrant possession coversheet;distributes;warrant possession coversheet;Distribute;warrant possession coversheet;
Small claims tribunal;Store expanded claim file;stores;expanded claim file;expanded;Store|claim file;
Sales;Receive payment;receives;payment;Receive;payment;
Assessment Manager;Store application;stores;application;;Store application;
Assessment Manager;Get initial validation;gets;initial validation;;initial validation;
Assessment Manager;Check validation result;checks;validation result;Check;validation result;
Assessment Manager;Check modifications to natural environment;checks;modifications to natural environment;Check;modifications to natural environment;
Assessment Manager;Apply additional fees;applies;additional fees;Apply;additional fees;
Assessment Manager;Check environment protection laws;checks;environment protection laws;Check;environment protection laws;
Assessment Manager;Prepare final approval;prepares;final approval;Prepare;final approval;
Cadastre;Retrieve geographical infromation;retrieves;geographical infromation;Retrieve;geographical infromation;
DMR;Check for road conflicts;checks for;road conflicts;Check for;road conflicts;
Seller;Prepare registration information;prepares;registration information;Prepare;registration information;
Seller;Request auction creation;requests;auction creation;;Request auction creation;
Auctioning Service;Check registration status;checks;registration status;Check;registration status;
Auctioning Service;Request account creation;requests;account creation;;Request account creation;
Auctioning Service;Confirm auction creation;confirms;auction creation;Confirm;auction creation;
Customer;Pay travel;pays;travel;Pay;travel;
Customer;Check travel offer;checks;travel offer;Check;travel offer;
Customer;Reject offer;rejects;offer;Reject;offer;
Customer;Book travel;books;travel;;Book travel;
Travel Agency;Make travel offer;makes;travel offer;Make;travel offer;
Travel Agency;Order ticket;orders;ticket;;Order ticket;
Travel Agency;Confirm booking;confirms;booking;;Confirm booking;
Airline;Handle payment;handles;payment;Handle;payment;
Airline;Confirm payment;confirms;payment;Confirm;payment;
Airline;Refuse payment;refuses;payment;Refuse;payment;
Client;Submit request for quote;submits;request for quote;Submit;request for quote;
Client;Check quote;checks;quote;Check;;
Client;Send order;sends;order;Send;order;
Client;Send notification;sends;notification;Send;notification;
Seller;Prepare quote;prepares;quote;Prepare;;
Seller;Send quote;sends;quote;Send;;
Seller;Handle order;handles;order;Handle;order;
Seller;Organize shipment;organizes;shipment;Organize;shipment;
Seller;Assess request for merchandise return;assesses;request for merchandise return;;Assess request for merchandise return;
Seller;Send rejection;sends;rejection;Send;rejection;
Seller;Send acceptance;sends;acceptance;Send;acceptance;
Seller;Invoice customer;invoices;customer;Invoice;customer;
Seller;Receive merchandise;receives;merchandise;Receive;merchandise;
Seller;Approve loss claim;approves;loss claim;Approve;loss claim;
Customer;Sign delivery notice;signs;delivery notice;;Sign delivery notice;
Customer;Assess merchandise;assesses;merchandise;;Assess merchandise;
Customer;Lodge damage claim report;lodges;damage claim report;Lodge;damage claim report;
Customer;Lodge request for merchandise return;lodges;request for merchandise return;;Lodge request for merchandise return;
Customer;Lodge loss claim report;lodges;loss claim report;;Lodge loss claim report;
Customer;Attempt suicide;attempts;suicide;;Attempt suicide;
Customer;Return merchandise;returns;merchandise;;Return merchandise;
Customer;Pay;pays;;Pay;;
Risk Assessor;Assess loan risk;assesses;loan risk;Assess;loan risk;
Loan Officer;Return application back to applicant;returns;application|applicant;;Return application|applicant;
Loan Officer;Check application form completeness;checks;application form completeness;Check;application form completeness;
Loan Officer;Assess eligibility;assesses;eligibility;;Assess eligibility;
Loan Officer;Reject application;rejects;application;Reject;application;
Loan Officer;Send acceptance pack;sends;acceptance pack;Send;acceptance pack;
Loan Officer;Verify repayment agreement;verifies;repayment agreement;Verify;repayment agreement;
Loan Officer;Prepare acceptance pack;prepares;acceptance pack;Prepare;acceptance pack;
Loan Officer;Check if home insurance quote is requested;checks;home insurance quote;Check|requested;home insurance quote;
Loan Officer;Cancel application;cancels;application;Cancel;application;
Loan Officer;Notify cancelation;notifies;cancelation;Notify;cancelation;
Loan Officer;Approve application;approves;application;Approve;application;
Loan Officer;Notify approval;notifies;approval;Notify;approval;
Loan Officer;Receive updated application;receives;updated application;Receive updated;application;
Financial Officer;Check credit history;checks;credit history;Check;credit history;
Insurance Sales Rep.;Send home insurance quote;sends;home insurance quote;Send;home insurance quote;
Listings;Change schedule;changes;schedule;;Change schedule;
Judicary;Resolve judge availability;resolves;judge availability;Resolve;judge availability;
Loan Provider;Return application back to applicant;returns;application|applicant;;Return application|applicant;
Loan Provider;Check application form completeness;checks;application form completeness;Check;application form completeness;
Loan Provider;Receive updated application;receives;updated application;Receive updated;application;
Sales;Receive Payment;receives;Payment;Receive;Payment;
Customer;Provide shipping address;receives;shipping address;Provide;shipping address;
Customer;Place purchase order;places;purchase order;;Place purchase order;
Customer;Make payment;makes;payment;Make;payment;
Seller;Confirm order;confirms;order;Confirm;order;
Seller;Manufacture product;manufactures;product;Manufacture;product;
Seller;Check stock availability;checks;stock availability;Check;stock availability;
Seller;Retrieve product from warehouse;retrieves;product from warehouse;Retrieve;product from warehouse;
Seller;Archive order;archives;order;;Archive order;
Insurance client;Lodge insurance claim;lodges;insurance claim;Lodge;insurance claim;
Insurance client;Check witnesses;checks;witnesses;Check;witnesses;
Client;Prepare loan application;prepares;loan application;Prepare;loan application;
Client;Check approval letter;checks;approval letter;Check;approval letter;
Client;Reject offer;rejects;offer;Reject;offer;
Client;Accept offer;accepts;offer;Accept;offer;
Mortgage department;Submit disbursement request;submits;disbursement request;Submit;disbursement request;
Mortgage department;Apply interest rate reduction;applies;interest rate reduction;Apply;interest rate reduction;
Mortgage department;Reject application;rejects;application;Reject;application;
Mortgage department;Approve application;approves;application;Approve;application;
Mortgage department;Check loan amount;checks;loan amount;Check;loan amount;
Mortgage department;Assess application;assesses;application;;Assess application;
Insurance department;Prepare insurance offer;prepares;insurance offer;Prepare;insurance offer;
Insurance department;Draw insurance contract;draws;insurance contract;Draw;insurance contract;
Financial department;Handle disbursement request;handles;disbursement request;Handle;disbursement request;
Broker;Forward application to BestLoans;forwards;application to BestLoans;;Forward application to BestLoans;
Broker;Examine application;examines;application;Examine;application;
Broker;Assess application;assesses;application;;Assess application;
Broker;Reject application;rejects;application;Reject;application;
Broker;Approve application;approves;application;Approve;application;
Mortgage department;Register loan application;registers;loan application;Register;loan application;
Office;Notify employee;notifies;employee;Notify;employee;
Office;Check expense report;checks;expense report;Check;expense report;
Office;Create account;creates;account;Create;account;
Office;Register amount rectification;registers;amount rectification;Register;amount rectification;
Mortgage department;Annul deed;annuls;deed;deed;Annul;
Insurance department;Annul insurance contract;annuls;insurance contract;;Annul insurance contract;
Financial department;Recall loan;recalls;loan;;Recall loan;
Customer;Pay merchandise;pays;merchandise;Pay;merchandise;
Carrier;Notify delivery;notifies;delivery;Notify;delivery;
Carrier;Transport freight;transports;freight;;Transport freight;
Customer;Receive product;receives;product;Receive;product;
SSP (Mail Center);Contact client;contacts;client;;Contact client;
SSP (Mail Center);Confirm payment of invoice;confirms;payment of invoice;Confirm;payment of invoice;
SSP (Mail Center);Request relevant info;requests;relevant info;Request;relevant info;
SSP (Mail Center);Receive conformation;receives;conformation;Receive;conformation;
Admin Office;Check completeness of invoices;checks;completeness of invoices;Check;completeness of invoices;
Admin Office;Tick the relevant box on the invoice entry form;ticks;relevant box on the invoice entry form;Tick;relevant box on the invoice entry form;
Admin Office;Return to client via postal mail;returns to;client via postal mail;;Return to client via postal mail;
Admin Office;Receive completed invoices;receives;completed invoices;Receive completed;invoices;
Mail Center;Open envelopes;opens;envelopes;;Open envelopes;
Mail Center;Categorise invoices;categorises;invoices;;Categorise invoices;
Admin Office;Check compliance;checks;compliance;Check;compliance;
Admin Office;Attach invoice entry form to invoices;attaches;invoice entry form to invoices;;Attach invoice entry form to invoices;
Admin Office;Check priority;checks;priority;Check;priority;
Admin Office;Apply red stamp on invoice entry form;applies;red stamp on invoice entry form;Apply;red stamp on invoice entry form;
Admin Office;Sort invoices per client;sorts;invoices per client;;Sort invoices per client;
Admin Office;Sort invoices per vendor;sorts;invoices per vendor;;Sort invoices per vendor;
Admin Office;Send invoice to experienced staff;sends;invoice to|staff;Send;invoice to experienced staff;
Admin Office;Call client for required information;calls;client for|information;Call|required;client|information;
Admin Office;Enter client/vendor information on the invoice entry form;enters;client|vendor information on the invoice entry form;Enter;client|vendor information on the invoice entry form;
Admin Office;Check service level agreements;checks;service level agreements;Check;service level agreements;
Data Entry Office;Check priority;checks;priority;Check;priority;
Data Entry Office;Look up vendor in SAP;looks up;vendor in SAP;Look up;vendor in SAP;
Data Entry Office;Enter vendor number into invoice entry form;enters;vendor number into invoice entry form;Enter;vendor number into invoice entry form;
Data Entry Office;Resort invoices per Vendor;resorts;invoices per Vendor;;Resort invoices per Vendor;
Data Entry Office;Sort invoices based on invoice amount;bases on;Sort invoices|invoice amount;based on;Sort invoices|invoice amount;
Data Entry Office;Enter invoice data;enters;invoice data;Enter;invoice data;
Data Entry Office;Tick invoice entered box on the invoice entry form;ticks;invoice entered box on the invoice entry form;Tick|entered;invoice|box on the invoice entry form;
Master Data Enter Department;Check priority;checks;priority;Check;priority;
Master Data Enter Department;Enter new vendor master record into SAP within 5days;enters;new vendor master record into SAP|days;Enter;new vendor master record into SAP within 5days;
Master Data Enter Department;Enter new vendor master record into SAP within 24 hours;enters;new vendor master record into SAP|hours;Enter;new vendor master record into SAP|hours;
Validation Office;Check priority;checks;priority;Check;priority;
Validation Office;Sort invoices per client;sorts;Sort invoices per client;;Sort invoices per client;
Validation Office;Print invoices report from SAP;prints;invoices report from SAP;;Print invoices report from SAP;
Validation Office;Login to SAP;logins to;SAP;;SAP;
Validation Office;Change status to validated;changes status to;validated;validated;Change status;
Validation Office;Send invoices to DEO;sends;invoices to DEO;Send;invoices to DEO;
Registry;Pay invoices;pays;invoices;Pay;invoices;
Registry;Generate payment report;generates;payment report;Generate;payment report;
Registry;Send report to client;sends;report to client;Send;report to client;
Registry;Send report to Registry Officer;sends;report to Registry Officer;Send;report to Registry Officer;
Registry;Select paid invoces;selects paid;invoces;paid;Select|invoces;
Registry;Archive invoices per vendor;archives;invoices per vendor;;Archive invoices per vendor;
Registry;Archive invoices per payment date;archives;invoices per payment date;;Archive invoices per payment date;
Registry;Track original invoice;tracks;original invoice;Track;original invoice;
Registry;Compare invoice with invoice entry form;compares;invoice with invoice entry form;Compare;invoice with invoice entry form;
Registry;Send report to Accounts Receivable Department;sends;report to Accounts Receivable Department;Send;report to Accounts Receivable Department;
Account Receivable Department;Generate monthly invoice;generates;monthly invoice;Generate;monthly invoice;
Account Receivable Department;Charge flat fee;charges;flat fee;Charge;flat fee;
Validation Office;Check invoice data for errors;checks;invoice data for errors;Check;invoice data for errors;
Validation Office;Highlight errors on invoice entry form;highlights;errors on invoice entry form;;Highlight errors on invoice entry form;
Validation Office;Keep performance record of DEO;keeps;performance record of DEO;Keep;performance record of DEO;
Admin Office;Return invoice to client via postal mail;returns;invoice to client|postal mail;;Return invoice to client via postal mail;
Admin Office;Send reminder letter;sends;reminder letter;Send;reminder letter;
Admin Office;Send 2nd reminder letter;sends;2nd reminder letter;Send;2nd reminder letter;
Data Entry Office;Generate Vendor master record request form;generates;Vendor master record request form;;Generate Vendor master record request form;
Data Entry Office;Staple form to invoice;staples;form to invoice;invoice;Staple form to;
Data Entry Office;Place form to invoice;places;form to invoice;invoice;Place form to;
Credit Company;Collect credit information;collects;credit information;Collect;credit information;
Credit Company;Assess risk;assesses;risk;;Assess risk;
Credit Company;Request approval;requests;approval;;Request approval;
Credit Company;Accept credit;accepts;credit;Accept;credit;
Credit Company;Reject credit;rejects;credit;Reject;credit;
Order to Cash;Processing customer demand;processes;customer demand;Processing;customer demand;
Order to Cash;Sell product to customer;sells;product to customer;Sell;product to customer;
Make to Inventory;Determine demanded components according to planning;determines demanded;demanded components according to planning;demanded|according to;Determine|components|planning;
Make to Inventory;Purchase missing parts and put on stock;"purchases;puts on";"missing parts;stock";missing|put on;Purchase|parts|stock;
Production;Perform production;performs;production;Perform;production;
Production;Perform quality checks;performs;quality checks;Perform;quality checks;
Production;Fill product into a packaging;fills;product into a packaging;Fill;product into a packaging;
Production;Pack and label product;packs|labels;product;Pack|label;product;
Production;Transport product to the warehouse;transports;product to the warehouse;;Transport product to the warehouse;
Production;Perform follow-up production;performs;follow-up production;Perform follow;production;
Teacher;Check process model;checks;process model;Check;process model;
Teacher;Assign penalty points;assigns;penalty points;;Assign penalty points;
Teacher;Check process assign points;checks;process|points;Check;process assign points;
Teacher;Consult project, check progress;consults;project|progress;check;Consult project|progress;
Team;Agree on team field;agrees on;team field;Agree on;team field;
Team;Analyse field and identify process;"analyses;identifies";"field;process";identify;Analyse field|process;
Team;Assign roles in team;assigns;roles in team;;Assign roles in team;
Team;Present the project;presents;project;Present;project;
Student;Join team;joins;team;Join;team;
Student;Create one process model;creates;process model;Create;process model;
Student;Fix process until next session;fixes;process until next session;Fix;process until next session;
Student;Extend their process to L 2,3;extends;process to L 2,3;Extend;process to L 2,3;
Student;perform work according to the role;performs;work according to the role;perform|according to;work|role;
Client;Deposit amount of money;deposits;amount of money;;Deposit amount of money;
Client;Withdraw amount of money;withdraws;amount of money;Withdraw;amount of money;
Client;Transfer amount of money;transfers;amount of money;;Transfer amount of money;
Client;Provide Further Information;provides;Further Information;Provide;Further Information;
Client;Cancel the order;cancels;order;Cancel;order;
Client;Receive invoice;receives;invoice;Receive;invoice;
Bank Agent;Enter the required transaction details;enters;transaction details;Enter;required transaction details;
Bank Agent;Enter client's account details;enters;client's account details;Enter;client's account details;
Bank Agent;Notify the client of problem;notifies;client of problem;Notify;client of problem;
Bank Agent;Notify client of complete transaction;notifies;client of complete transaction;Notify;client of complete transaction;
Bank System;Check Client's account details;checks;Client's account details;Check;Client's account details;
Bank System;Add amount of money deposit to account;adds;amount of money deposit;Add|account;amount of money deposit to;
Bank System;transfer amount of money to account;accounts;transfer amount of money;account;transfer amount of money to;
Bank System;Check account balance;checks;account balance;Check;account balance;
Bank System;Withdraw amount from account;withdraws;amount from account;Withdraw;amount from account;
Bank System;Issue invoice;issues;invoice;;Issue invoice;
Business Analyst;Collect data conduct business analysis regarding customer feedback;collects;data conduct business analysis regarding customer feedback;Collect|regarding;data conduct business analysis|customer feedback;
Business Analyst;Check design and provide feedback;"checks;provides";"design;feedback";Check|provide;design|feedback;
Web Designer;Change design;changes;design;;Change design;
PHP/HTML/CSS Specialist;Integrate with the overall implemenation;integrates with;overall implemenation;Integrate with;overall implemenation;
PHP/HTML/CSS Specialist;Adjust according to test results;adjusts according to;test results;Adjust according to;test results;
Tester;Test the final website to make sure everything is going well;tests;final website;Test|make|going;final website to;
Tester;provide test results;provides;test results;provide;test results;
Business Analyst;Collect data conduct business analysis regarding customer service;collects;data conduct business analysis regarding customer service;Collect|regarding;data conduct business analysis|customer service;
Marketing Manager;Create and provide information about the company;creates|provides;information about the company;Create|provide;information about the company;
IT Staff Member;Create community groups on Facebook, Twitter and Myspace;creates;community groups on Facebook,Twitter and Myspace;Create;community groups on Facebook|Twitter|Myspace;
IT Staff Member;Add provided information to the created groups;adds provided;information;provided|created;Add|information|groups;
IT Staff Member;Add the provided information to the community;adds;information to the community;Add|provided;information to the community;
IT Staff Member;Add new information as soon as Received;adds;new information;Add|Received;new information;
Company's Spokesperson;Inquire about PRWeb press release services and prices for company's specific requirements;inquires about;PRWeb press release services|prices for company's specific requirements;;Inquire about PRWeb press release services|prices for company's specific requirements;
Company's Spokesperson;Make an order for the specific first run press release;makes;order for the specific first run press release;Make;order for the specific first run press release;
PRWeb Representative;Send back information regarding the requested requirements;sends;back information regarding the requested requirements;Send|regarding|requested;back information|requirements;
PRWeb Representative;Place an order for a fist run press release with the detailed company info;places;order for a fist run press release with the detailed company info;Place;order for a fist run press release with the detailed company info;
PRWeb Services Headquarters;Run the first press release for the company;runs;first press release for the company;Run;first press release for the company;
Business Analyst;Collect data about company's products conduct business analysis;collects;data about company|products|business analysis;Collect|conduct;data about company's products|business analysis;
Web Designer;Integrate Design and decide where such data should be placed;"integrates;decides";"Design;where such data should be placed";Integrate|decide|should|placed;Design|where such data;
Marketing Manager;collect data and conduct business analysis covering all aspects about company's products;"collects;conducts";data|business analysis covering all aspects about company's products;collect|conduct|covering;data|business analysis|aspects about company's products;
Marketing Manager;create written material for the leaflet;creates;written material for the leaflet;create written;material for the leaflet;
Marketing Manager;create written material for the whitepaper;creates;written material for the whitepaper;create written;material for the whitepaper;
Graphic Designer;create graphics and develop design for the leaflet;"creates;develops";"graphics;design for the leaflet";create|develop;graphics|design for the leaflet;
Graphic Designer;create graphics and develop design for the whitepaper;"creates;develops";"graphics;design for the whitepaper";create|develop;graphics|design for the whitepaper;
Printing house;Print leaflets as ordered;prints;leaflets;ordered;Print leaflets;
IT Staff Member;Integrate the whitepaper with company's website;integrates;whitepaper with company's website;Integrate;whitepaper with company's website;
Company Representative;Define the Audience;defines;Audience;Define;Audience;
Company Representative;Develop a Concept;develops;Concept;Develop;Concept;
Company Representative;Upload to Youtube;uploads to;Youtube;Upload to;Youtube;
Camera man;Shoot Video;shoots;Video;Shoot;Video;
Graphic designer;Create Graphics;creates;Graphics;Create;Graphics;
Sound editor;Record Narration;records;Narration;;Record Narration;
Sound editor;Find or create Music;finds;Music;Find|create;Music;
Executive producer/Director;Capture Video to Computer;captures;Video to Computer;Capture;Video to Computer;
Executive producer/Director;Import Audio: Narration, Music and Sound Effects;imports;Audio|Narration|Music|Sound Effects;;Import Audio|Narration|Music|Sound Effects;
Executive producer/Director;Import Graphics;imports;Graphics;;Import Graphics;
Executive producer/Director;Create Titles, Subtitles, Credits;creates;Titles|Subtitles|Credits;Create;Titles|Subtitles|Credits;
Executive producer/Director;Edit it all together;edits;it all together;Edit;;
Advertisments Advisor;Determine the Form or Style;determines;Form|Style;Determine;Form|Style;
Advertisments Advisor;Write the Script;writes;Script;Write;Script;
Advertisments Advisor;Create a Storyboard;creates;Storyboard;Create;Storyboard;
Customer;bring computer for checking;brings;computer for checking;bring|checking;computer;
Customer;deciding if the cost is low;decides;cost;deciding;cost;
Customer;Deciding to repair;decides to;repair;Deciding|repair;;
Customer;going home without fixing the computer;goes;computer;going|fixing;computer;
Customer;Getting back computer;gets;back computer;Getting;back computer;
Customer;Paying for the repair;pays for;repair;Paying for;repair;
Customer;GOING HOME;goes;Home;GOING;;
CSR;Checking defecrive computer;checks;defecrive computer;Checking;defecrive computer;
CSR;calculate and send price offer;calculates|sends;price offer;calculate|send;price offer;
CSR;getting computer for repairing;gets;computer for repairing;getting|repairing;computer;
CSR;check and repair the hardware;checks|repairs;hardware;check|repair;hardware;
CSR;proper system functionality is tested;is tested;proper system functionality;tested;proper system functionality;
CSR;checks and configures the software;checks|configures;software;;checks|configures the software;
CSR;repair is finished;is finished;repair;finished;repair;
CSR;another arbitrary repair activity is executed;is executed;arbitrary repair activity;executed;arbitrary repair activity;
Pit's Store;Update the online cataloge;updates;online cataloge;Update;online;
Pit's Store;checks available bikes by the envisioned conf.;checks;available bikes by the envisioned conf.;;checks available bikes by the envisioned conf;
Pit's Store;Offer a test ride;offers;test ride;Offer;test ride;
Pit's Store;Don't offer a test ride;offers;test ride;offer;test ride;
Pit's Store;final configuration price offer;;final configuration price offer;;final configuration price offer;
Pit's Store;Close the deal;closes;deal;Close;deal;
Pit's Store;Don't close the deal;don'ts close;deal;close;deal;
Pit's Store;Get customer concent;gets;customer concent;;customer concent;
