token,has.vowels,length,has.special,just.letters,all.upper,roman,english.word,long.char.seq,starts.with.two,pos,prev.pos,prev.pos2,next.pos,next.pos2,prev.dep,prev.dep2,next.dep,next.dep2,label
late,True,4,False,True,False,False,True,False,False,ADJ,VERB,,NOUN,NOUN,root,,compound,compound,0
late,True,4,False,True,False,False,True,False,False,ADV,ADV,NOUN,SCONJ,ADJ,advmod,obj,mark,advcl,0
Late,True,4,False,True,False,False,True,False,False,ADV,ADV,NOUN,SCONJ,ADJ,advmod,obj,mark,advcl,0
later,True,5,False,True,False,False,True,False,False,ADV,NOUN,ADP,ADP,PROPN,nmod,case,case,compound,0
later,True,5,False,True,False,False,True,False,False,ADV,NOUN,NUM,,,obl:npmod,nummod,,,0
later,True,5,False,True,False,False,True,False,False,ADJ,ADP,NOUN,NOUN,,case,root,nmod,,0
later,True,5,False,True,False,False,True,False,False,ADV,ADV,VERB,PART,VERB,advmod,xcomp,mark,advcl,0
Lauri,True,5,False,True,False,False,False,False,False,PROPN,,,,,,,,,0
Law,True,3,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,,root,,obj,,0
Law,True,3,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
laws,True,4,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,,,compound,compound,,,0
Le,True,2,False,True,False,False,False,False,False,PROPN,,,PROPN,PROPN,,,flat,flat,0
lead,True,4,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,VERB,ADP,compound,compound,root,compound:prt,0
lead,True,4,False,True,False,False,True,False,False,NOUN,ADJ,VERB,,,amod,root,,,0
Lead,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,,,compound,,,,0
Lead,True,4,False,True,False,False,True,False,False,ADJ,,,NOUN,,,,root,,0
lead,True,4,False,True,False,False,True,False,False,NOUN,ADJ,CCONJ,ADP,NOUN,amod,cc,case,obl,0
learn,True,5,False,True,False,False,True,False,False,VERB,CCONJ,NOUN,DET,NOUN,cc,obj,det,obj,0
Learn,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,,,,obj,,0
Lease,True,5,False,True,False,False,True,False,False,NOUN,VERB,,,,root,,,,0
Lease,True,5,False,True,False,False,True,False,False,NOUN,CCONJ,NOUN,,,cc,root,,,0
Lease,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,,,compound,,,,0
Lease,True,5,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,,root,,obj,,0
Lease,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
least,True,5,False,True,False,False,True,False,False,ADV,ADV,SCONJ,NUM,NOUN,case,mark,nummod,compound,0
least,True,5,False,True,False,False,True,False,False,ADJ,ADV,VERB,NOUN,ADP,case,conj,obj,case,0
least,True,5,False,True,False,False,True,False,False,ADV,ADV,NOUN,NUM,NOUN,case,nmod,nummod,nmod:npmod,0
leave,True,5,False,True,False,False,True,False,False,VERB,CCONJ,NOUN,ADP,NOUN,cc,obl,case,compound,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,NOUN,,,compound,obj,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,DET,,,iobj,det,0
leave,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,,,,obj,,0
leave,True,5,False,True,False,False,True,False,False,VERB,,,,,,,,,0
leave,True,5,False,True,False,False,True,False,False,VERB,CCONJ,NUM,SCONJ,VERB,cc,nummod,mark,advcl,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,PROPN,PUNCT,,,obj,punct,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,ADJ,,,obj,advmod,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,ADP,,,obj,case,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,PROPN,,,,obj,,0
leave,True,5,False,True,False,False,True,False,False,VERB,CCONJ,NOUN,,,cc,conj,,,0
leave,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,NOUN,,root,,conj,,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,,,,obj,,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,AUX,AUX,,,aux,aux:pass,0
leave,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,,,case,nmod,,,0
Leave,True,5,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,,root,,obj,,0
Leave,True,5,False,True,False,False,True,False,False,NOUN,ADP,VERB,,,case,acl,,,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,VERB,,,obj,xcomp,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,PART,VERB,,,advmod,xcomp,0
Leave,True,5,False,True,False,False,True,False,False,VERB,,,VERB,,,,xcomp,,0
leave,True,5,False,True,False,False,True,False,False,VERB,,,DET,NOUN,,,det,obj,0
leave,True,5,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,,root,,obj,,0
leave,True,5,False,True,False,False,True,False,False,VERB,PART,VERB,DET,NOUN,mark,root,det,obj,0
Lec,True,3,False,True,False,False,False,False,False,PROPN,ADP,VERB,,,case,acl,,,0
Lect,True,4,False,True,False,False,False,False,False,PROPN,ADP,NOUN,PUNCT,,case,obj,punct,,0
LEER,True,4,False,True,True,False,True,False,False,PROPN,,,PROPN,PROPN,,,flat,appos,1
left,True,4,False,True,False,False,True,False,False,VERB,ADP,NOUN,ADP,NOUN,compound:prt,obj,case,obl,0
left,True,4,False,True,False,False,True,False,False,VERB,NOUN,NOUN,ADP,ADJ,root,compound,case,amod,0
Legal,True,5,False,True,False,False,True,False,False,ADJ,,,NOUN,,,,root,,0
legal,True,5,False,True,False,False,True,False,False,ADJ,CCONJ,ADJ,NOUN,ADP,cc,amod,root,case,0
legal,True,5,False,True,False,False,True,False,False,ADJ,VERB,,NOUN,,root,,obj,,0
legal,True,5,False,True,False,False,True,False,False,ADJ,NOUN,PUNCT,NOUN,,compound,punct,appos,,0
legal,True,5,False,True,False,False,True,False,False,ADJ,NOUN,,NOUN,,compound,,root,,0
Legal,True,5,False,True,False,False,True,False,False,ADJ,,,PROPN,,,,root,,0
Legal,True,5,False,True,False,False,True,False,False,ADJ,VERB,,,,root,,,,0
Legal,True,5,False,True,False,False,True,False,False,ADJ,,,,,,,,,0
legal,True,5,False,True,False,False,True,False,False,ADJ,CCONJ,NOUN,NOUN,VERB,cc,root,conj,acl,0
legal,True,5,False,True,False,False,True,False,False,ADJ,DET,VERB,NOUN,,det,root,obj,,0
legal,True,5,False,True,False,False,True,False,False,ADJ,ADJ,DET,NOUN,,amod,det,obj,,0
less,True,4,False,True,False,False,True,False,False,ADJ,NOUN,SCONJ,ADP,NUM,nsubj,mark,fixed,nummod,0
Let,True,3,False,True,False,False,True,False,False,VERB,,,NOUN,VERB,,,obj,xcomp,0
Let,True,3,False,True,False,False,True,False,False,VERB,,,PROPN,VERB,,,obj,xcomp,0
let,True,3,False,True,False,False,True,False,False,VERB,PUNCT,NOUN,PUNCT,NOUN,punct,root,punct,obj,0
let,True,3,False,True,False,False,True,False,False,VERB,PUNCT,NOUN,PUNCT,PRON,punct,root,punct,obj,0
let,True,3,False,True,False,False,True,False,False,VERB,CCONJ,NOUN,PRON,VERB,cc,obj,obj,xcomp,0
level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,root,,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,PUNCT,case,obj,nummod,punct,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,root,,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,,NOUN,VERB,amod,,nsubj,root,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,ADP,NOUN,,amod,case,obl,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,,,NUM,NOUN,,,nummod,root,0
Level,True,5,False,True,False,False,True,False,False,NOUN,,,NUM,NOUN,,,nummod,compound,0
level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,,,compound,amod,,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,,,compound,compound,,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,AUX,VERB,compound,amod,aux:pass,root,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,NOUN,NOUN,,amod,compound,obl,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,PUNCT,NOUN,,amod,punct,obl,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,PUNCT,case,obj,nummod,punct,0
level,True,5,False,True,False,False,True,False,False,NOUN,DET,VERB,ADP,NOUN,det,root,case,nmod,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,NUM,,compound,compound,nummod,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,,,compound,amod,,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,CCONJ,case,obj,nummod,cc,0
Level,True,5,False,True,False,False,True,False,False,NOUN,,,PUNCT,NUM,,,punct,nummod,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,VERB,,compound,,acl,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,,,PUNCT,NUM,,,punct,appos,0
Level,True,5,False,True,False,False,True,False,False,NOUN,,,PUNCT,NUM,,,punct,dep,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,NUM,,compound,compound,dep,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,,NOUN,,amod,,root,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,,NOUN,,amod,,root,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,NOUN,NOUN,,amod,compound,root,,0
level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,,,compound,,,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NUM,PUNCT,punct,root,nummod,punct,0
Level,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NUM,,punct,root,dep,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,,,NUM,,,,flat,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,,case,obj,nummod,,0
level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,NOUN,,compound,root,obj,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADP,ADV,NUM,NOUN,case,advmod,nummod,obl,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADP,ADV,NUM,,case,advmod,nummod,,0
level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,,,compound,compound,,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,NUM,ADP,compound,,nummod,case,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,PUNCT,NUM,case,root,punct,parataxis,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,,case,obj,nummod,,0
level,True,5,False,True,False,False,True,False,False,NOUN,VERB,ADV,,,amod,advmod,,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,ADV,,compound,,advmod,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,VERB,NOUN,,amod,root,obj,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,DET,NOUN,NOUN,amod,det,compound,compound,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADP,VERB,ADP,NOUN,case,root,case,nmod,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,,PUNCT,NOUN,amod,,punct,compound,0
Level,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NUM,PUNCT,punct,obl,nummod,punct,0
Level,True,5,False,True,False,False,True,False,False,NOUN,,,SYM,NUM,,,case,nmod,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,NOUN,PUNCT,compound,compound,root,punct,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,PUNCT,NOUN,,amod,punct,appos,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NUM,PUNCT,punct,root,dep,punct,0
Level,True,5,False,True,False,False,True,False,False,NOUN,,,NUM,PUNCT,,,dep,punct,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,NOUN,NOUN,,amod,compound,conj,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,ADP,NOUN,CCONJ,amod,case,obl,cc,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,VERB,NOUN,,amod,root,obj,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,,NOUN,NOUN,amod,,compound,root,0
level,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NUM,PUNCT,punct,root,dep,punct,0
level,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,PUNCT,NUM,PUNCT,punct,punct,nummod,punct,0
level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,NOUN,PUNCT,compound,compound,obj,punct,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,,NOUN,NOUN,amod,,compound,root,0
level,True,5,False,True,False,False,True,False,False,NOUN,DET,ADP,NUM,,det,case,nummod,,0
level,True,5,False,True,False,False,True,False,False,NOUN,DET,ADP,,,det,case,,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,,case,nmod,nummod,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,,case,root,nummod,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,VERB,NOUN,PUNCT,amod,root,obj,punct,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADP,VERB,NUM,CCONJ,case,root,nummod,cc,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,NUM,,compound,amod,nummod,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,CCONJ,case,obj,nummod,cc,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,DET,NOUN,,amod,det,obl,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,,,compound,,,,0
level,True,5,False,True,False,False,True,False,False,NOUN,,,NUM,,,,flat,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,NOUN,NUM,,amod,obl,nummod,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,PUNCT,NOUN,,amod,punct,appos,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADJ,ADP,NOUN,PRON,amod,case,obl,nsubj,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADP,VERB,NUM,,case,acl,nummod,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,SYM,case,obj,nummod,case,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,CCONJ,case,obl,nummod,cc,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,,case,obj,obl:tmod,,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,NUM,PUNCT,case,root,nummod,punct,0
Level,True,5,False,True,False,False,True,False,False,NOUN,VERB,,PUNCT,NUM,root,,punct,nummod,0
level,True,5,False,True,False,False,True,False,False,NOUN,ADP,VERB,PUNCT,NUM,case,root,punct,nummod,0
Level,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,PUNCT,NUM,case,obj,punct,nummod,0
Level,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,ADJ,NOUN,,punct,amod,root,,0
level,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,ADJ,NOUN,,punct,amod,root,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,ADJ,NOUN,,punct,amod,obl,,0
Level,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,ADJ,NOUN,,punct,amod,obj,,0
level,True,5,False,True,False,False,True,False,False,NOUN,DET,ADP,PUNCT,X,det,case,punct,parataxis,0
levie,True,5,False,True,False,False,False,False,False,NOUN,ADJ,DET,VERB,ADP,amod,det,case,case,0
Levy,True,4,False,True,False,False,True,False,False,PROPN,VERB,,NOUN,,root,,obj,,0
Levy,True,4,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,ADP,root,,obj,case,0
Levy,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,NOUN,ADP,compound,,root,case,0
Levy,True,4,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,,root,,obj,,0
levy,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,NOUN,ADP,compound,,root,case,0
Liase,True,5,False,True,False,False,False,False,False,PROPN,,,ADP,NOUN,,,case,compound,0
Lids,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,,,compound,,,,0
like,True,4,False,True,False,False,True,False,False,VERB,AUX,,PART,VERB,aux,,mark,xcomp,0
likes,True,5,False,True,False,False,True,False,False,VERB,ADV,NOUN,DET,NOUN,advmod,nsubj,det,obj,0
Lille,True,5,False,True,False,False,False,False,False,PROPN,PUNCT,PROPN,,,punct,root,,,0
limit,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,,,compound,compound,,,0
limit,True,5,False,True,False,False,True,False,False,NOUN,DET,VERB,ADP,NOUN,det,root,case,compound,0
limit,True,5,False,True,False,False,True,False,False,NOUN,NOUN,CCONJ,,,compound,cc,,,0
Limit,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,root,,,0
Limit,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,,,compound,compound,,,0
limit,True,5,False,True,False,False,True,False,False,NOUN,VERB,PRON,,,acl:relcl,nsubj,,,0
limit,True,5,False,True,False,False,True,False,False,NOUN,ADJ,VERB,ADP,NOUN,amod,root,case,nmod,0
limit,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,amod,,,0
limit,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,,,case,root,,,0
limit,True,5,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,,,compound,amod,,,0
line,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADP,,,compound,case,,,0
line,True,4,False,True,False,False,True,False,False,NOUN,ADP,ADV,NOUN,,case,advmod,obl,,0
Line,True,4,False,True,False,False,True,False,False,NOUN,,,ADP,NOUN,,,case,compound,0
Line,True,4,False,True,False,False,True,False,False,NOUN,,,ADP,VERB,,,compound:prt,case,0
Line,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,root,,,0
Line,True,4,False,True,False,False,True,False,False,PROPN,PROPN,PROPN,,,compound,amod,,,0
Line,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADP,,,compound,case,,,0
Line,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADP,ADP,NOUN,compound,case,case,compound,0
line,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,PUNCT,NOUN,compound,,punct,compound,0
Line,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,PUNCT,ADJ,compound,,punct,amod,0
line,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,ADP,NOUN,,punct,case,obj,,0
line,True,4,False,True,False,False,True,False,False,NOUN,ADJ,VERB,NOUN,SCONJ,amod,appos,obj,mark,0
line,True,4,False,True,False,False,True,False,False,NOUN,ADP,PUNCT,NOUN,PUNCT,case,punct,obl,punct,0
line,True,4,False,True,False,False,True,False,False,NOUN,VERB,PUNCT,NOUN,ADP,conj,punct,obj,case,0
Line,True,4,False,True,False,False,True,False,False,PROPN,PROPN,PROPN,,,compound,compound,,,0
line,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,root,,,0
line,True,4,False,True,False,False,True,False,False,NOUN,ADP,VERB,NOUN,SCONJ,case,root,obl,mark,0
line,True,4,False,True,False,False,True,False,False,NOUN,ADJ,DET,,,amod,det,,,0
Line,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,ADP,NOUN,,punct,case,obj,,0
line,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,ADP,ADP,NOUN,punct,case,case,obl,0
lines,True,5,False,True,False,False,True,False,False,NOUN,VERB,DET,ADP,NOUN,amod,det,case,nmod,0
Lines,True,5,False,True,False,False,True,False,False,NOUN,,,ADP,ADP,,,compound:prt,case,0
link,True,4,False,True,False,False,True,False,False,NOUN,NOUN,CCONJ,PUNCT,ADP,conj,cc,punct,case,0
Link,True,4,False,True,False,False,True,False,False,NOUN,,,ADP,DET,,,case,det,0
link,True,4,False,True,False,False,True,False,False,NOUN,VERB,,,,root,,,,0
Link,True,4,False,True,False,False,True,False,False,NOUN,VERB,,ADP,NOUN,root,,case,compound,0
link,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,VERB,,,punct,compound,,,0
Link,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,PUNCT,,,root,cc,0
Link,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,ADP,,,root,case,0
link,True,4,False,True,False,False,True,False,False,NOUN,VERB,NOUN,ADV,,acl,obj,advmod,,0
link,True,4,False,True,False,False,True,False,False,NOUN,ADP,ADP,VERB,ADP,case,compound:prt,acl,case,0
link,True,4,False,True,False,False,True,False,False,NOUN,VERB,,ADP,NOUN,root,,case,obl,0
Link,True,4,False,True,False,False,True,False,False,NOUN,,,PROPN,NOUN,,,compound,root,0
link,True,4,False,True,False,False,True,False,False,NOUN,DET,ADP,ADP,DET,det,case,case,det,0
link,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,conj,,,0
link,True,4,False,True,False,False,True,False,False,NOUN,VERB,SCONJ,,,advcl,mark,,,0
link,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,ADP,NOUN,compound,,case,nmod,0
link,True,4,False,True,False,False,True,False,False,NOUN,VERB,VERB,ADP,DET,amod,root,case,det,0
Links,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,PUNCT,NOUN,punct,root,cc,conj,0
Links,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,,,case,obj,,,0
links,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,,,case,obj,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADP,ADP,NOUN,compound,case,case,obl,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,,,compound,compound,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,DET,VERB,ADP,NOUN,det,root,case,nmod,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,CCONJ,NOUN,compound,root,cc,conj,0
List,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,ADP,NOUN,compound,,case,nmod,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADP,,,compound,fixed,,,0
List,True,4,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,,,compound,compound,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,VERB,VERB,,,amod,root,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,root,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,PUNCT,,punct,obj,punct,,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADJ,VERB,ADP,NOUN,amod,root,case,nmod,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADJ,VERB,ADP,DET,amod,root,case,det,0
list,True,4,False,True,False,False,True,False,False,NOUN,VERB,,ADP,ADJ,root,,case,amod,0
list,True,4,False,True,False,False,True,False,False,NOUN,VERB,,ADP,DET,root,,case,det,0
list,True,4,False,True,False,False,True,False,False,NOUN,VERB,,ADP,NOUN,root,,case,nmod,0
list,True,4,False,True,False,False,True,False,False,NOUN,DET,VERB,,,det,conj,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,VERB,,ADP,VERB,root,,case,amod,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADP,,,compound,case,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADP,NOUN,,,compound:prt,compound,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADP,NOUN,ADP,PROPN,case,obj,case,nmod,0
list,True,4,False,True,False,False,True,False,False,NOUN,DET,ADP,ADP,VERB,det,case,case,amod,0
List,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,,,compound,amod,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,,,compound,amod,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,PUNCT,,punct,nmod,punct,,0
List,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,amod,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADP,VERB,ADP,ADJ,case,root,case,amod,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,CCONJ,,,conj,cc,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,PUNCT,,,conj,cc,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,VERB,,compound,,acl,,0
List,True,4,False,True,False,False,True,False,False,NOUN,ADP,NOUN,,,case,obj,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,PART,AUX,compound,root,mark,aux:pass,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,CCONJ,,,compound,cc,,,0
List,True,4,False,True,False,False,True,False,False,NOUN,VERB,,ADP,NOUN,root,,case,nmod,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,PUNCT,,,acl,punct,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,VERB,,ADJ,ADP,root,,amod,case,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADP,NOUN,CCONJ,VERB,case,obj,cc,conj,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADP,NOUN,,,case,obj,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,NOUN,NOUN,compound,root,compound,obj,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,ADP,NOUN,compound,,case,nmod,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADP,NOUN,ADP,NOUN,case,obj,case,nmod,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,ADP,NOUN,compound,,case,compound,0
list,True,4,False,True,False,False,True,False,False,VERB,PART,NOUN,NOUN,,mark,conj,obj,,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADP,VERB,ADP,NOUN,case,root,case,nmod,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADJ,VERB,PROPN,NOUN,amod,root,compound,compound,0
List,True,4,False,True,False,False,True,False,False,NOUN,ADJ,NUM,NOUN,,amod,nummod,obj,,0
List,True,4,False,True,False,False,True,False,False,NOUN,,,VERB,PUNCT,,,advcl,punct,0
List,True,4,False,True,False,False,True,False,False,NOUN,,,ADP,NOUN,,,case,nmod,0
List,True,4,False,True,False,False,True,False,False,NOUN,ADJ,VERB,,,amod,root,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,SCONJ,INTJ,VERB,NOUN,mark,discourse,root,obj,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,ADP,ADJ,compound,compound,case,amod,0
list,True,4,False,True,False,False,True,False,False,NOUN,VERB,,ADP,NOUN,root,,case,compound,0
List,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,root,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,DET,ADP,ADP,ADJ,det,case,case,amod,0
list,True,4,False,True,False,False,True,False,False,NOUN,ADJ,VERB,,,amod,root,,,0
list,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,ADP,ADJ,compound,root,case,amod,0
list,True,4,False,True,False,False,True,False,False,VERB,PART,VERB,ADJ,NOUN,mark,root,amod,obj,0
