Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Warehouse;Pack articles;packs;"Warehouse;articles";Warehouse Pack articles;Packs;articles;Warehouse
Warehouse;Send articles;sends;"Warehouse;articles";Warehouse Send articles;Sends;articles;Warehouse
Sales;Check Customer Data;checks;"Sales;Customer Data";Sales Check Customer Data;;Sales|Customer Data;
Sales;Check customer requirements;checks;"Sales;customer requirements";Sales Check customer requirements;;Sales|customer requirements;
Sales;deny customer;denies;"Sales;customer";Sales deny customer;;Sales|customer;
Sales;create customer;creates;"Sales;customer";Sales create customer;;Sales|customer;
Sales;generate order confirmation;generates;"Sales;order confirmation";Sales generate order confirmation;;Sales|order confirmation;
Accounting;check solvency;checks;"Accounting;solvency";Accounting check solvency;;Accounting check solvency;
Accounting;generate Invoice;generates;"Accounting;Invoice";Accounting generate Invoice;;Accounting|Invoice;
Accounting;send Invoice;sends;"Accounting;Invoice";Accounting send Invoice;sends;;Accounting|Invoice
Accounting;check No. of reminders;checks;"Accounting;No. of reminders";Accounting check No. of reminders;;Accounting check;
Accounting;finish order;finishes;"Accounting;order";Accounting finish order;;Accounting finish order;
Dispositon;check availability;checks;"Dispositon;availability";Dispositon check availability;;check availability;Dispositon
Logistics;pick order;picks;"Logistics;order";Logistics pick order;;pick order;Logistics
Logistics;pack articles;packs;"Logistics;articles";Logistics pack articles;;pack articles;Logistics
Logistics;handover to express company;handovers to;"Logistics;express company";Logistics handover to express company;expresses;handover|company;Logistics
Logistics;send shipping information;sends;"Logistics;shipping information";Logistics send shipping information;sends;shipping information;Logistics
Sales;enter customer data;enters;"Sales;customer data";Sales enter customer data;;Sales|customer data;
Warehousing;deliver product;delivers;"Warehousing;product";Warehousing deliver product;delivers;Warehousing|product;
bank;contact client;contacts;"bank;client";bank contact client;;bank contact client;
bank;check client pers. data;checks;"bank;client pers. data";bank check client pers. data;;bank check client pers;
bank;offer savings account;offers;"bank;savings account";bank offer savings account;;bank offer savings;
bank;offer time desposits;offers;"bank;time desposits";bank offer time desposits;;bank offer time desposits;
bank;offer current account;offers;"bank;current account";bank offer current account;;bank offer current account;
bank;ask desired accounts;asks;"bank;desired accounts";bank ask desired accounts;asks;bank|accounts;
bank;open selected accounts;selects;"bank;accounts";bank open selected accounts;;bank|accounts;
Finance;Check solvency;checks;"Finance;solvency";Finance Check solvency;Checks;solvency;Finance
Finance;accepting order;accepts;"Finance;order";Finance accepting order;;accepting order;Finance
Finance;Cancel the order;cancels;"Finance;order";Finance Cancel the order;Cancels;order;Finance
Finance;check the reminder;checks;"Finance;reminder";Finance check the reminder;checks;reminder;Finance
Finance;send reminder;sends;"Finance;reminder";Finance send reminder;sends;reminder;Finance
Finance;go to court;goes to;"Finance;court";Finance go to court;goes to;court;Finance
Finance;finish the order;finishes;"Finance;order";Finance finish the order;;order;Finance
Sales;Save customer data;saves;"Sales;customer data";Sales Save customer data;;Sales|customer data;
Sales;Cancel the order;cancels;"Sales;order";Sales Cancel the order;;Sales|order;
Sales;Check customer status;checks;"Sales;customer status";Sales Check customer status;;Sales|customer status;
Sales;Create order confirmation;creates;"Sales;order confirmation";Sales Create order confirmation;;Sales|order confirmation;
Sales;prepare invoice;prepares;"Sales;invoice";Sales prepare invoice;;Sales|invoice;
Sales;check for payment;checks for;"Sales;payment";Sales check for payment;;Sales|payment;
Warehouse;Check stock;checks;"Warehouse;stock";Warehouse Check stock;Checks;stock;Warehouse
Warehouse;production;;Warehouse production;Warehouse production;;production;Warehouse
Warehouse;get articels;gets;"Warehouse;articels";Warehouse get articels;gets;articels;Warehouse
Warehouse;deliver goods;delivers;"Warehouse;goods";Warehouse deliver goods;delivers;goods;Warehouse
Logistic;take goods;takes;"Logistic;goods";Logistic take goods;takes;goods;Logistic
restaurant;Ask for free table;asks for;"restaurant;free table";restaurant Ask for free table;;restaurant Ask for free table;
restaurant;take a seat;takes;"restaurant;seat";restaurant take a seat;takes;restaurant|seat;
restaurant;leave the restaurant;leaves;"restaurant;restaurant";restaurant leave the restaurant;;restaurant|restaurant;
restaurant;look at the menu;looks at;"restaurant;menu";restaurant look at the menu;;restaurant look at the menu;
restaurant;order a salad;orders;"restaurant;salad";restaurant order a salad;;restaurant order a salad;
restaurant;order a tiramisu;orders;"restaurant;tiramisu";restaurant order a tiramisu;;restaurant order a tiramisu;
restaurant;order red wine;orders;"restaurant;red wine";restaurant order red wine;;restaurant order red wine;
restaurant;eat;eats;"restaurant;nan";restaurant eat;eats;restaurant;
restaurant;ask for bill;asks for;"restaurant;bill";restaurant ask for bill;asks for;restaurant|bill;
restaurant;pay the bill;pays;"restaurant;bill";restaurant pay the bill;pays;restaurant|bill;
Itlian Restaurant;Take a seat and ask for the menu;takes;"Itlian Restaurant;seat|menu";Itlian Restaurant Take a seat and ask for the menu;Takes|asks for;seat|menu;Restaurant
Itlian Restaurant;Order a glass of red wine;orders;"Itlian Restaurant;glass of red wine";Itlian Restaurant Order a glass of red wine;;glass of red wine;Restaurant Order
Itlian Restaurant;Order a salad;orders;"Itlian Restaurant;salad";Itlian Restaurant Order a salad;;salad;Restaurant Order
Itlian Restaurant;Ask for kinds of desserts;asks for;"Itlian Restaurant;kinds of desserts";Itlian Restaurant Ask for kinds of desserts;;kinds of desserts;Restaurant Ask
Itlian Restaurant;Order a desert;orders;"Itlian Restaurant;desert";Itlian Restaurant Order a desert;;desert;Restaurant Order
Itlian Restaurant;Do not order a desert;orders;"Itlian Restaurant;desert";Itlian Restaurant Do not order a desert;orders;desert;Restaurant
Itlian Restaurant;Ask for the bill;asks for;"Itlian Restaurant;bill";Itlian Restaurant Ask for the bill;;bill;Restaurant Ask
Itlian Restaurant;Pay the bill;pays;"Itlian Restaurant;bill";Itlian Restaurant Pay the bill;Pays;bill;Restaurant
Client;check desert menu;checks;"Client;desert menu";Client check desert menu;;Client check desert menu;
Client;take seat;takes;"Client;seat";Client take seat;takes;Client|seat;
Client;order salad;orders;"Client;salad";Client order salad;;Client order salad;
Client;order wine;orders;"Client;wine";Client order wine;;Client order wine;
Client;order tiramisu;orders;"Client;tiramisu";Client order tiramisu;;Client order tiramisu;
Client;order no desert;orders;"Client;desert";Client order no desert;;Client order no desert;
Client;have dinner;has;"Client;dinner";Client have dinner;;Client|dinner;
Client;ask for bill;asks for;"Client;bill";Client ask for bill;asks for;Client|bill;
Client;pay bill;pays;"Client;bill";Client pay bill;;Client pay bill;
Client;get wine;gets;"Client;wine";Client get wine;gets;Client|wine;
Client;get dinner;gets;"Client;dinner";Client get dinner;gets;Client|dinner;
Restaurant;Ask for free table;asks for;"Restaurant;free table";Restaurant Ask for free table;;free table;Restaurant Ask
Restaurant;take a seat;takes;"Restaurant;seat";Restaurant take a seat;takes;seat;Restaurant
Restaurant;leave restaurant;leaves;"Restaurant;restaurant";Restaurant leave restaurant;;restaurant;Restaurant
Restaurant;take a look at the menu;takes;"Restaurant;look at the menu";Restaurant take a look at the menu;takes;look at the menu;Restaurant
Restaurant;order red wine;orders;"Restaurant;red wine";Restaurant order red wine;;order red wine;Restaurant
Restaurant;order tiramisu;orders;"Restaurant;tiramisu";Restaurant order tiramisu;;order tiramisu;Restaurant
Restaurant;order salad;orders;"Restaurant;salad";Restaurant order salad;;order salad;Restaurant
Restaurant;eat;eats;"Restaurant;nan";Restaurant eat;;;Restaurant
Restaurant;pay the bill;pays;"Restaurant;bill";Restaurant pay the bill;pays;bill;Restaurant
Restaurant;leave;leaves;"Restaurant;nan";Restaurant leave;;;Restaurant
Manager;Check Alternative Arrangement;checks;"Manager;Alternative Arrangement";Manager Check Alternative Arrangement;Checks;Manager|Alternative Arrangement;
PayPal Client;Access PayPal Sign Up Page;accesses;"PayPal Client;PayPal Sign Up Page";PayPal Client Access PayPal Sign Up Page;;Access;PayPal Client|PayPal Sign|Page
PayPal Client;Determine the type of Payment details to be added;determines;"PayPal Client;type of Payment details";PayPal Client Determine the type of Payment details to be added;is;type of Payment details;PayPal Client Determine
PayPal Client;Determine PayPal Account Type;determines;"PayPal Client;PayPal Account Type";PayPal Client Determine PayPal Account Type;;Type;PayPal Client Determine PayPal Account
PayPal Client;Select Personal Account Type;selects;"PayPal Client;Personal Account Type";PayPal Client Select Personal Account Type;;Type;PayPal Client Select Personal Account
PayPal Client;Select Premium Account Type;selects;"PayPal Client;Premium Account Type";PayPal Client Select Premium Account Type;;Type;PayPal Client Select Premium Account
PayPal Client;Enter Login Details;enters;"PayPal Client;Login Details";PayPal Client Enter Login Details;Enters;Details;PayPal Client|Login
PayPal Client;Enter Personal Details;enters;"PayPal Client;Personal Details";PayPal Client Enter Personal Details;Enters;Personal Details;PayPal Client
PayPal Client;Declare if have been or affiliated with a Politically Exposed Person;declares;"PayPal Client;Person";PayPal Client Declare if have been or affiliated with a Politically Exposed Person;Declares if;Person;PayPal Client
PayPal Client;Click Agree and Create Account;clicks|creates;"PayPal Client;Agree|Account";PayPal Client Click Agree and Create Account;Clicks|Creates;;PayPal Client|Agree|Account
PayPal System;Validate input fields;validates;"PayPal System;input fields";PayPal System Validate input fields;;input fields;PayPal System Validate
PayPal System;Generate New User Email;generates;"PayPal System;New User Email";PayPal System Generate New User Email;Emails;User;PayPal System Generate New
PayPal System;Make two random deposits in Bank Account;makes;"PayPal System;random deposits in Bank Account";PayPal System Make two random deposits in Bank Account;;random deposits;PayPal System Make|Bank Account
PayPal System;Compare values provided;compares;"PayPal System;values";PayPal System Compare values provided;Compares;values;PayPal System
PayPal System;Remove bank account details from account;removes;"PayPal System;bank account details from account";PayPal System Remove bank account details from account;Removes;bank account details from account;PayPal System
PayPal System;Link Bank Details to Account;links;"PayPal System;Bank Details to Account";PayPal System Link Bank Details to Account;;;PayPal System Link Bank Details|Account
PayPal Client;Enter Bank Details;enters;"PayPal Client;Bank Details";PayPal Client Enter Bank Details;Enters;Details;PayPal Client|Bank
PayPal Client;Click Continue;clicks;"PayPal Client;Continue";PayPal Client Click Continue;Clicks;;PayPal Client|Continue
PayPal Client;Check deposits Received in Bank Account;checks;"PayPal Client;deposits received in Bank Account";PayPal Client Check deposits Received in Bank Account;Checks;deposits;PayPal Client|Bank Account
PayPal Client;Login to PayPal account;logins to;"PayPal Client;PayPal account";PayPal Client Login to PayPal account;;account;PayPal Client Login|PayPal
PayPal Client;Enter amounts of two deposits;enters;"PayPal Client;amounts of|deposits";PayPal Client Enter amounts of two deposits;Enters;amounts|deposits;PayPal Client
PayPal Client;Click Verify;clicks;"PayPal Client;Verify";PayPal Client Click Verify;Clicks Verify;;PayPal Client
PayPal User;Enter credit card details;enters;"PayPal User;credit card details";PayPal User Enter credit card details;Enters;User|credit card details;PayPal
PayPal User;Check billing address is correct;checks;"PayPal User;billing address";PayPal User Check billing address is correct;Checks;User|billing address;PayPal
PayPal User;Modify Billing Address;modifies;"PayPal User;Billing Address";PayPal User Modify Billing Address;;User;PayPal|Modify Billing Address
PayPal System;Check Credit Card Authority Response;checks;"PayPal System;Credit Card Authority Response";PayPal System Check Credit Card Authority Response;Checks;Response;PayPal System|Credit Card Authority
Mail Centre;Categorize invoice by staff member;categorizes;"Mail Centre;invoice by staff member";Mail Centre Categorize invoice by staff member;;invoice by staff member;Mail Centre Categorize
Mail Centre;Forward invoice to Admin Department;forwards;"Mail Centre;invoice to Admin Department";Mail Centre Forward invoice to Admin Department;;invoice;Mail Centre|Admin Department
Mail Centre;Forward invoice for Validation;forwards;"Mail Centre;invoice for Validation";Mail Centre Forward invoice for Validation;;invoice for Validation;Mail Centre
Administration Department;Put invoices in collection box;puts;"Administration Department;invoices in collection box";Administration Department Put invoices in collection box;;invoices in collection box;Administration Department
Accounts Receivable;Generate monthly invoices;generates;"Accounts Receivable;monthly invoices";Accounts Receivable Generate monthly invoices;Generates;monthly invoices;Accounts Receivable
Payment Office;Pay invoices;pays;"Payment Office;invoices";Payment Office Pay invoices;Pays;Payment|invoices;Office
Payment Office;Send payment report to registry;sends;"Payment Office;payment report to registry";Payment Office Send payment report to registry;Sends;Payment|payment report to registry;Office
Payment Office;Send payment report to Accounts Receivable Department;sends;"Payment Office;payment report to Accounts Receivable Department";Payment Office Send payment report to Accounts Receivable Department;Sends;Payment|payment report;Office|Accounts Receivable Department
Mail Centre;Forward Invoice;forwards;"Mail Centre;Invoice";Mail Centre Forward Invoice;;;Mail Centre|Invoice
Mail Centre;Forward invoices for validation;forwards;"Mail Centre;invoices for validation";Mail Centre Forward invoices for validation;;invoices for validation;Mail Centre
Administration Department;Move invoices to collection box;moves;"Administration Department;invoices to collection box";Administration Department Move invoices to collection box;Moves;invoices to collection box;Administration Department
Data Entry;Collect invoices from Outbox;collects;"Data Entry;invoices from Outbox";Data Entry Collect invoices from Outbox;;Data|invoices;Entry Collect|Outbox
Validation Office;Return invoice for re-entry into SAP;returns;"Validation Office;invoice for re-entry|SAP";Validation Office Return invoice for re-entry into SAP;;Return invoice for re-entry into SAP;Validation Office
User;Check Application Mode;checks;"User;Application Mode";User Check Application Mode;Checks;User|Application;Mode
User;Display Authentication Error Page / Login Page;displays;"User;Authentication Error Page|Login Page";User Display Authentication Error Page / Login Page;Displays;User|Authentication Error;Page|Login Page
User;Display Login Page;displays;"User;Login Page";User Display Login Page;Displays;User;Login Page
User;Display Login Page with Providers Options;displays;"User;Login Page with Providers Options";User Display Login Page with Providers Options;Displays;User;Login Page|Providers Options
User;Authenticate through Local DB;authenticates through;"User;Local DB";User Authenticate through Local DB;;User Authenticate through Local DB;
User;Redirect to AuthenticationProvider;redirects to;"User;Authentication Provider";User Redirect to AuthenticationProvider;;User Redirect to AuthenticationProvider;
User;Load Permissions;loads;"User;Permissions";User Load Permissions;;User Load Permissions;
User;Render Controls According to Permissions;renders;"User;Controls according to Permissions";User Render Controls According to Permissions;Renders;User|According;Controls|Permissions
SO:Angebot/Auftrag;Prepare goods for shipment;prepares;"SO:Angebot/Auftrag;goods for shipment";SO:Angebot/Auftrag Prepare goods for shipment;;goods for shipment;SO|Angebot/Auftrag Prepare
SO:Angebot/Auftrag;Prepare Invoicing;prepares;"SO:Angebot/Auftrag;Invoicing";SO:Angebot/Auftrag Prepare Invoicing;;;SO|Angebot/Auftrag Prepare Invoicing
SO:Angebot/Auftrag;Create Invoice;creates;"SO:Angebot/Auftrag;Invoice";SO:Angebot/Auftrag Create Invoice;Creates;Invoice;SO|Angebot/Auftrag
SO:Angebot/Auftrag;Ship goods;ships;"SO:Angebot/Auftrag;goods";SO:Angebot/Auftrag Ship goods;;goods;SO|Angebot/Auftrag Ship
SO:Adress-Management;Add parent company as invoicing address;adds;"SO:Adress-Management;parent company as invoicing address";SO:Adress-Management Add parent company as invoicing address;Adds;parent company as invoicing address;SO|Adress-Management
SO:Angebot/Auftrag;Create new quotation type;creates;"SO:Angebot/Auftrag;new quotation type";SO:Angebot/Auftrag Create new quotation type;Creates;new quotation type;SO|Angebot/Auftrag
SO:Angebot/Auftrag;Check if all desired discounts are available;checks;"SO:Angebot/Auftrag;discounts";SO:Angebot/Auftrag Check if all desired discounts are available;Checks if;discounts;SO|Angebot/Auftrag
SO:Angebot/Auftrag;Design Quotation;designs;"SO:Angebot/Auftrag;Quotation";SO:Angebot/Auftrag Design Quotation;;;SO|Angebot/Auftrag Design Quotation
SO:Angebot/Auftrag;Transform Quotation;transforms;"SO:Angebot/Auftrag;Quotation";SO:Angebot/Auftrag Transform Quotation;;;SO|Angebot/Auftrag Transform Quotation
SO:Angebot/Auftrag;Reserve Stock;reserves;"SO:Angebot/Auftrag;Reserve Stock";SO:Angebot/Auftrag Reserve Stock;;;SO|Angebot/Auftrag Reserve Stock
SO:Angebot/Auftrag;Adapt Quotation;adapts;"SO:Angebot/Auftrag;Quotation";SO:Angebot/Auftrag Adapt Quotation;;Quotation;SO|Angebot/Auftrag Adapt
SO:Artikelmanagement;Define customer specific discount levels;defines;"SO:Artikelmanagement;customer specific discount levels";SO:Artikelmanagement Define customer specific discount levels;Defines;customer specific discount levels;SO|Artikelmanagement
SO:Preisliste;Define pricelist and conditions;defines;"SO:Preisliste;pricelist|conditions";SO:Preisliste Define pricelist and conditions;Defines;pricelist|conditions;SO|Preisliste
SO:Adress-Management;Create/Update Employees;creates;"SO:Adress-Management;Update Employees";SO:Adress-Management Create/Update Employees;;Employees;SO|Adress-Management Create/Update
SO:Resource;Create Employee Resources;creates;"SO:Resource;Employee Resources";SO:Resource Create Employee Resources;Creates;;SO|Resource|Employee Resources
SO:Resource;Assign Employee Resources to Inventory;assigns;"SO:Resource;Employee Resources to Inventory";SO:Resource Assign Employee Resources to Inventory;;;SO|Resource Assign Employee Resources|Inventory
Admin Office;Receive the invoice;receives;"Admin Office;invoice";Admin Office Receive the invoice;Receives;invoice;Admin Office
Admin Office;Sort the invoice per client;sorts;"Admin Office;invoice per client";Admin Office Sort the invoice per client;;invoice per client;Admin Office Sort
Admin Office;Sort the invoice per vendor;sorts;"Admin Office;invoice per vendor";Admin Office Sort the invoice per vendor;;invoice per vendor;Admin Office Sort
Admin Office;Attach invoice entry form to invoice;attaches;"Admin Office;invoice entry form to invoice";Admin Office Attach invoice entry form to invoice;Attaches;invoice entry form to invoice;Admin Office
Admin Office;Check the completeness of the invoice;checks;"Admin Office;completeness of the invoice";Admin Office Check the completeness of the invoice;Checks;completeness of the invoice;Admin Office
Admin Office;Enter the info for the SLA;enters;"Admin Office;info for the SLA";Admin Office Enter the info for the SLA;Enters;info;Admin Office|SLA
Admin Office;Check the priority;checks;"Admin Office;priority";Admin Office Check the priority;Checks;priority;Admin Office
Admin Office;Apply the red stamp on entry invoice;applies;"Admin Office;red stamp on entry invoice";Admin Office Apply the red stamp on entry invoice;Applies;red stamp on entry invoice;Admin Office
Admin Office;Check invoice compliance;checks;"Admin Office;invoice compliance";Admin Office Check invoice compliance;Checks;invoice compliance;Admin Office
Admin Office;Process the Non-compliance invoice;processes;"Admin Office;Process the Non-compliance invoice";Admin Office Process the Non-compliance invoice;Processes;Non-compliance invoice;Admin Office
Admin Office;Call the client;calls;"Admin Office;client";Admin Office Call the client;Calls;client;Admin Office
Admin Office;Request for information;requests for;"Admin Office;information";Admin Office Request for information;;information;Admin Office Request
Admin Office;Send a postal mail requesting the information complete;sends;"Admin Office;postal mail|information";Admin Office Send a postal mail requesting the information complete;Sends;postal mail requesting the information;Admin Office
Admin Office;Send reminder;sends;"Admin Office;reminder";Admin Office Send reminder;Sends;reminder;Admin Office
Admin Office;Allocate invoice to DEO;allocates;"Admin Office;invoice to DEO";Admin Office Allocate invoice to DEO;;invoice;Admin Office Allocate|DEO
Registry;selects the paper-based invoices that have been paid;selects;"Registry;paper|invoices";Registry selects the paper-based invoices that have been paid;;Registry|paper-based invoices;
Registry;archive the invoices per vendor;archives;"Registry;invoices per vendor";Registry archive the invoices per vendor;;Registry archive the invoices per vendor;
Registry;track down Payment;tracks down;"Registry;Payment";Registry track down Payment;;Registry track down Payment;
Registry;archives the invoices per payment data;archives;"Registry;invoices per payment data";Registry archives the invoices per payment data;;invoices per payment data;Registry
Accounts Receivable Department;Generate monthly invoice for clients;generates;"Accounts Receivable Department;monthly invoice for clients";Accounts Receivable Department Generate monthly invoice for clients;Generates;monthly invoice for clients;Accounts Receivable Department
The payment office;Generate a Payment report;generates;"The payment office;Payment report";The payment office Generate a Payment report;Generates;payment office|Payment report;
The payment office;Pay the vendor;pays;"The payment office;vendor";The payment office Pay the vendor;Pays;payment office|vendor;
The payment office;Send the payment report to Accounts Receivable Department;sends;"The payment office;payment report to Accounts Receivable Department";The payment office Send the payment report to Accounts Receivable Department;Sends;payment office|payment report;Accounts Receivable Department
The payment office;send payment report to registry;sends;"The payment office;payment report to registry";The payment office send payment report to registry;;payment office|payment report to registry;
Mail centre;Ask the client to confirm the invoice that can be paid;asks;"Mail centre;client|invoice";Mail centre Ask the client to confirm the invoice that can be paid;confirms|is;centre|client|invoice;Mail
Mail centre;Open the envelop;opens;"Mail centre;envelop";Mail centre Open the envelop;Opens;centre|envelop;Mail
Mail centre;Categorize the invoices;categorizes;"Mail centre;invoices";Mail centre Categorize the invoices;Categorizes;centre|invoices;Mail
Mail centre;Forward the invoice to admin offices;forwards;"Mail centre;invoice to admin offices";Mail centre Forward the invoice to admin offices;;centre Forward the invoice to admin offices;Mail
Validation office;Empty the outbox of entered invoices;empties;"Validation office;outbox of|invoices";Validation office Empty the outbox of entered invoices;;Validation office|outbox|invoices;
Validation office;Take a batch of invoices;takes;"Validation office;batch of invoices";Validation office Take a batch of invoices;Takes;Validation office|batch of invoices;
Validation office;Sort invoice per client;sorts;"Validation office;invoice per client";Validation office Sort invoice per client;;Validation office Sort invoice per client;
Validation office;Print a report with all the invoices;prints;"Validation office;report with all the invoices";Validation office Print a report with all the invoices;Prints;Validation office|report|invoices;
Validation office;Compare the report and the invoices details;compares;"Validation office;report|invoices details";Validation office Compare the report and the invoices details;;Validation office|report|invoices details;
Validation office;check the ‘invoice entered correctly’ box;checks;"Validation office;invoice|box";Validation office check the ‘invoice entered correctly’ box;checks;Validation office|invoice|box;
Validation office;Log to SAP systems;logs to;"Validation office;SAP systems";Validation office Log to SAP systems;;Validation office Log to SAP systems;
Validation office;Change the invoices status;changes;"Validation office;invoices status";Validation office Change the invoices status;;Validation office|invoices status;Change
Validation office;Forward the validated invoices to registry;forwards;"Validation office;invoices to registry";Validation office Forward the validated invoices to registry;;Validation office|invoices to registry;
Validation office;Highlight the error in the invoice entry form;highlights;"Validation office;error in the invoice entry form";Validation office Highlight the error in the invoice entry form;Highlights;Validation office|error in the invoice entry form;
Validation office;Keep a record of the number of mistake per data entry office;keeps;"Validation office;record of the number of mistake per data entry office";Validation office Keep a record of the number of mistake per data entry office;;Validation office|record of the number of mistake per data entry office;
BCC;Check information received;checks;"BCC;information";BCC Check information received;Checks;BCC|information;
BCC;Verify textual information;verifies;"BCC;textual information";BCC Verify textual information;Verifies;BCC|textual information;
BCC;Verify visual information;verifies;"BCC;visual information";BCC Verify visual information;Verifies;BCC|visual information;
BCC;textual information received correct;receives;"BCC;textual information";BCC textual information received correct;;BCC textual information;
BCC;textual information received incorrect;receives;"BCC;textual information";BCC textual information received incorrect;;BCC textual information;
BCC;Visual information received correct;receives;"BCC;Visual information";BCC Visual information received correct;;BCC Visual information;
BCC;Visual information received incorrect;receives;"BCC;Visual information";BCC Visual information received incorrect;;BCC Visual information;
BCC;Send new announcement to users about the information;sends;"BCC;new announcement to users|information";BCC Send new announcement to users about the information;Sends;BCC|new announcement to users about the information;
Mail centre;Ask the client to add the relevant cost centre;asks;"Mail centre;client|relevant cost centre";Mail centre Ask the client to add the relevant cost centre;adds;centre|client|relevant cost centre;Mail
The User;Send information to BCC;sends;"The User;information to BCC";The User Send information to BCC;Sends;User|information to BCC;
The User;Picture;;The User Picture;The User Picture;;User;Picture
The User;Google map and street view;;The User Google map|street view;The User Google map and street view;;User|map|street view;Google
The User;Twitter;;The User Twitter;The User Twitter;;User;Twitter
The User;Take visual infromation;takes;"The User;visual infromation";The User Take visual infromation;Takes;User|visual infromation;
The User;Write textual infromation;writes;"The User;textual infromation";The User Write textual infromation;Writes;User|textual infromation;
The User;Road issue identified;identifies;"The User;Road issue";The User Road issue identified;;User|issue;Road
The User;Facebook;;The User Facebook;The User Facebook;;User;Facebook
The User;Accept term and Condition;accepts;"The User;term|Condition";The User Accept term and Condition;Accepts;User|term|Condition;
The User;Enter user email, age and question;enters;"The User;user email|age|question";The User Enter user email, age and question;Enters;User|user email|age|question;
BCC Server;Verify user email, age and question;verifies;"BCC Server;user email|age|question";BCC Server Verify user email, age and question;;BCC Server|user email|age|question;Verify
BCC Server;Send the user error Message;sends;"BCC Server;user error Message";BCC Server Send the user error Message;Sends;BCC Server|user error Message;
BCC Server;Display registration page;displays;"BCC Server;Display registration page";BCC Server Display registration page;Displays;BCC Server|registration page;
BCC Server;Verify user details;verifies;"BCC Server;user details";BCC Server Verify user details;;BCC Server|user details;Verify
BCC Server;Send error mesage;sends;"BCC Server;error mesage";BCC Server Send error mesage;Sends;BCC Server|error mesage;
BCC Server;Add user details to BCC;adds;"BCC Server;user details to BCC";BCC Server Add user details to BCC;Adds;BCC Server|user details to BCC;
The User;Check if the BCC app is installed;checks;"The User;BCC app";The User Check if the BCC app is installed;Checks if;User|BCC app;
The User;Check internet connecttion;checks;"The User;internet connecttion";The User Check internet connecttion;Checks;User|internet connecttion;
The User;Connect to the internet;connects to;"The User;internet";The User Connect to the internet;Connects to;User|internet;
The User;Download and install;downloads|installs;"The User;nan";The User Download and install;Downloads|instals;User;
The User;Start up BBC App;starts up;"The User;BBC App";The User Start up BBC App;;User|App;Start|BBC
The User;Load New Announcement;loads;"The User;New Announcement";The User Load New Announcement;;User Load|Announcement;New
The User;Check announcement;checks;"The User;announcement";The User Check announcement;Checks;User|announcement;
The User;Check for app update;checks for;"The User;app update";The User Check for app update;Checks for;User|app;
The User;check for road instruction;checks for;"The User;road instruction";The User check for road instruction;;User check for road instruction;
The User;Send a note to BCC;sends;"The User;note to BCC";The User Send a note to BCC;Sends;User|note to BCC;
The User;Send Information to BCC;sends;"The User;Information to BCC";The User Send Information to BCC;Sends;User|Information to BCC;
The User;Check App tutorials;checks;"The User;App tutorials";The User Check App tutorials;Checks;User|App tutorials;
The User;Select an option from the BCC app;selects;"The User;option from the BCC app";The User Select an option from the BCC app;;User|option from the BCC app;Select
BCC;Check user details;checks;"BCC;user details";BCC Check user details;Checks;BCC|user details;
BCC;Check information type;checks;"BCC;information type";BCC Check information type;Checks;BCC|information type;
BCC;Road issues information;reads;"BCC;issues information";BCC Road issues information;;BCC|issues information;Road
BCC;Send received information to BBC road department;sends;"BCC;received information to BBC road department";BCC Send received information to BBC road department;Sends;BCC|information|road department;BBC
BCC;Send new announcement to users;sends;"BCC;new announcement to users";BCC Send new announcement to users;Sends;BCC|new announcement to users;
BCC;Send a unit to fix the issue.;sends;"BCC;unit|issue";BCC Send a unit to fix the issue.;Sends|fixes;BCC|unit|issue;
Validation office;Change the invoices status from parked to validated;changes;"Validation office;invoices status from";Validation office Change the invoices status from parked to validated;;Validation office|invoices status;Change
Admin Office;Batched and allocate invoice to DEO;batchs|allocates;"Admin Office;invoice to DEO";Admin Office Batched and allocate invoice to DEO;allocates;invoice;Admin Office Batched|DEO
Admin Office;Enters date for completion and Check the priority;enters;"Admin Office;date for completion|priority";Admin Office Enters date for completion and Check the priority;Checks;date for completion|priority;Admin Office
Admin Office;Puts red stamp on entry invoice;puts;"Admin Office;red stamp on entry invoice";Admin Office Puts red stamp on entry invoice;;red stamp on entry invoice;Admin Office
Admin Office;Tick the relevant box on the invoice entry;ticks;"Admin Office;relevant box on the invoice entry";Admin Office Tick the relevant box on the invoice entry;Ticks;relevant box on the invoice entry;Admin Office
Mail Centre;Send the entered invoices to Validation officer;sends;"Mail Centre;invoices to Validation officer";Mail Centre Send the entered invoices to Validation officer;Sends;invoices|officer;Mail Centre|Validation
Mail Centre;Receive the request form;receives;"Mail Centre;request form";Mail Centre Receive the request form;Receives;request form;Mail Centre
Mail Centre;Send it to the Master Data Entry Department;sends;"Mail Centre;Master Data Entry Department";Mail Centre Send it to the Master Data Entry Department;Sends;it;Mail Centre|Master Data Entry Department
Mail centre;Ask client to confirm the invoice;asks;"Mail centre;client|invoice";Mail centre Ask client to confirm the invoice;confirms;centre|client|invoice;Mail
Mail centre;Ask client to confirm the service information;asks;"Mail centre;client|service information";Mail centre Ask client to confirm the service information;confirms;centre|client|service information;Mail
Mail centre;Forward the invoice to admin officers;forwards;"Mail centre;invoice to admin officers";Mail centre Forward the invoice to admin officers;;centre Forward the invoice to admin officers;Mail
Mail centre;Invoice confirmed client;invoices;"Mail centre;confirmed client";Mail centre Invoice confirmed client;;centre|client;Mail|Invoice
