Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Sales Department;check solvency of customer;checks;"Sales Department;solvency of customer";Sales Department check solvency of customer;checks;Sales|solvency of customer;Department
Sales Department;offer prepayment;offers;"Sales Department;prepayment";Sales Department offer prepayment;offers;prepayment;Sales Department
Sales Department;check inventory;checks;"Sales Department;inventory";Sales Department check inventory;checks;Sales|inventory;Department
Logistics Department;pack goods;packs;"Logistics Department;goods";Logistics Department pack goods;packs;goods;Logistics Department
Logistics Department;check payment agreement;checks;"Logistics Department;payment agreement";Logistics Department check payment agreement;checks;payment agreement;Logistics Department
Logistics Department;deliver goods;delivers;"Logistics Department;goods";Logistics Department deliver goods;delivers;goods;Logistics Department
Financial Department;check delivery status;checks;"Financial Department;delivery status";Financial Department check delivery status;checks;delivery status;Financial Department
Financial Department;monitor in-payment;monitors in;"Financial Department;payment";Financial Department monitor in-payment;monitors in;payment;Financial Department
Financial Department;close order;closes;"Financial Department;order";Financial Department close order;closes;order;Financial Department
Financial Accounting;Send invoice;sends;"Financial Accounting;invoice";Financial Accounting Send invoice;Sends;Financial Accounting|invoice;
Financial Accounting;Check Payment;checks;"Financial Accounting;Payment";Financial Accounting Check Payment;;Financial Accounting Check Payment;
Financial Accounting;Close Order;closes;"Financial Accounting;Order";Financial Accounting Close Order;;Financial Accounting Close Order;
Financial Accounting;Check number of reminders;checks;"Financial Accounting;number of reminders";Financial Accounting Check number of reminders;;Financial Accounting Check number of reminders;
Financial Accounting;Start dunning process;starts;"Financial Accounting;dunning process";Financial Accounting Start dunning process;Starts;Financial Accounting|dunning process;
Financial Accounting;Send reminder;sends;"Financial Accounting;reminder";Financial Accounting Send reminder;Sends;Financial Accounting|reminder;
Sales;Check Costumer;checks;"Sales;Costumer";Sales Check Costumer;;Sales;Costumer
Sales;Check if Costumer is a wholesaler;checks;"Sales;Costumer|wholesaler";Sales Check if Costumer is a wholesaler;;Sales|wholesaler;Costumer
Sales;Save Data;saves;"Sales;Data";Sales Save Data;Saves;Sales|Data;
Sales;Cancel Order;cancels;"Sales;Order";Sales Cancel Order;;Sales|Order;
Production;Produce goods;produces;"Production;goods";Production Produce goods;Produces;Production|goods;
Logistic;Send goods;sends;"Logistic;goods";Logistic Send goods;Sends;Logistic|goods;
Warehouse;Check Stock;checks;"Warehouse;Stock";Warehouse Check Stock;;;Warehouse Check Stock
Service Center;Welcome the customer and ask for his wants;"welcomes;asks for";"Service Center;customer|wants";Service Center Welcome the customer and ask for his wants;Welcomes|asks for;Service Center|customer|wants;
Service Center;Send him to the advisery service;sends;"Service Center;advisery service";Service Center Send him to the advisery service;Sends;him to the advisery service;Service Center
Advisery Service;Welcome the customer and ask what type of account he wants;welcomes;"Advisery Service;customer|type of account";Advisery Service Welcome the customer and ask what type of account he wants;Welcomes|asks;Advisery Service|customer|type of account he;
Advisery Service;Open Saving Account;saves;"Advisery Service;Account";Advisery Service Open Saving Account;Opens;Advisery Service|Saving Account;
Advisery Service;Ask if he wants something else;asks;"Advisery Service;if he wants something else";Advisery Service Ask if he wants something else;Asks if;Advisery Service|he|something;
Advisery Service;Ask for his Age;asks for;"Advisery Service;Age";Advisery Service Ask for his Age;Asks for;Advisery Service|Age;
Advisery Service;Open Time Deposit;opens;"Advisery Service;Time Deposit";Advisery Service Open Time Deposit;Opens;Advisery Service|Time Deposit;
Advisery Service;Tell him that he is too young and ask if he wants another type;tells;"Advisery Service;type";Advisery Service Tell him that he is too young and ask if he wants another type;Tells|asks if;Advisery Service|him that he|he|type;
Advisery Service;Open Credit;opens;"Advisery Service;Credit";Advisery Service Open Credit;;Advisery Service Open Credit;
Advisery Service;Tell him that he is tot young and ask if he wants another type;tells;"Advisery Service;type";Advisery Service Tell him that he is tot young and ask if he wants another type;Tells|asks if;Advisery Service|him that he|tot|he|type;
Advisery Service;Thank him and bring him back to the foyer;thanks;"Advisery Service;foyer";Advisery Service Thank him and bring him back to the foyer;Thanks|brings;Advisery Service|him|him|foyer;
Production;Production;;Production Production;Production Production;;Production Production;
Sales;Check Customer's Availabilities;checks;"Sales;Customer's Availabilities";Sales Check Customer's Availabilities;;Sales|Customer'|Availabilities;
Sales;Enroll Customer;enrolls;"Sales;Customer";Sales Enroll Customer;Enrolls;Sales|Customer;
Sales;Check Stock;checks;"Sales;Stock";Sales Check Stock;;Sales|Stock;
Sales;Send Invoice;sends;"Sales;Invoice";Sales Send Invoice;Sends;Sales|Invoice;
Sales;Prepare Shipment;prepares;"Sales;Shipment";Sales Prepare Shipment;;Sales|Shipment;
Sales;Packing Products;packs;"Sales;Products";Sales Packing Products;;Sales Packing Products;
Sales;Reject;rejects;"Sales;nan";Sales Reject;;Sales;
Finance;Check Credit;checks;"Finance;Credit";Finance Check Credit;;Finance Check Credit;
Finance;Check Payment;checks;"Finance;Payment";Finance Check Payment;;Finance Check Payment;
Finance;Reject;rejects;"Finance;nan";Finance Reject;Rejects;Finance;
Customer Management;check customer;checks;"Customer Management;customer";Customer Management check customer;checks;Customer Management|customer;
Customer Management;check customer status;checks;"Customer Management;customer status";Customer Management check customer status;checks;Customer Management|customer status;
Customer Management;enter customer data;enters;"Customer Management;customer data";Customer Management enter customer data;enters;Customer Management|customer data;
Customer Management;reject order;rejects;"Customer Management;order";Customer Management reject order;rejects;Customer Management|order;
Customer Management;check credit bureau entries;checks;"Customer Management;credit bureau entries";Customer Management check credit bureau entries;checks;Customer Management|credit bureau entries;
Sales & Logistics;collect order data;collects;"Sales & Logistics;order data";Sales & Logistics collect order data;collects;Sales|Logistics|order data;
Sales & Logistics;send order confirmation;sends;"Sales & Logistics;order confirmation";Sales & Logistics send order confirmation;sends;Sales|Logistics|order confirmation;
Sales & Logistics;deliver article;delivers;"Sales & Logistics;article";Sales & Logistics deliver article;delivers;Sales|Logistics|article;
Sales & Logistics;close order;closes;"Sales & Logistics;order";Sales & Logistics close order;closes;Sales|Logistics|order;
Warehousing;check availability;checks;"Warehousing;availability";Warehousing check availability;;Warehousing check availability;
Warehousing;take article;takes;"Warehousing;article";Warehousing take article;takes;Warehousing|article;
Accounting;check payment morale;checks;"Accounting;payment morale";Accounting check payment morale;;Accounting check payment morale;
Accounting;send invoice;sends;"Accounting;invoice";Accounting send invoice;sends;Accounting|invoice;
Accounting;check payment;checks;"Accounting;payment";Accounting check payment;;Accounting check payment;
Accounting;check reminders;checks;"Accounting;reminders";Accounting check reminders;;Accounting check reminders;
Accounting;send reminder;sends;"Accounting;reminder";Accounting send reminder;sends;Accounting|reminder;
Accounting;engage a lawayer;engages;"Accounting;lawayer";Accounting engage a lawayer;engages;Accounting|lawayer;
Accounting;reject order;rejects;"Accounting;order";Accounting reject order;rejects;Accounting|order;
Production;produce article;produces;"Production;article";Production produce article;produces;Production|article;
help desk;check purpose of visit;checks;"help desk;purpose of visit";help desk check purpose of visit;helps|checks|visits;desk|purpose;
help desk;inform the account manager;informs;"help desk;account manager";help desk inform the account manager;helps|informs;desk|account manager;
account manager;create client account;creates;"account manager;client account";account manager create client account;creates;account manager|client account;
account manager;create personal data;creates;"account manager;personal data";account manager create personal data;creates;account manager|personal data;
account manager;create savings account;creates;"account manager;savings account";account manager create savings account;creates;account manager|savings account;
account manager;check needs;checks;"account manager;needs";account manager check needs;;account manager check needs;
Sales;confirm Order;confirms;"Sales;Order";Sales confirm Order;confirms;Sales|Order;
Sales;Create Order Denial;creates;"Sales;Order Denial";Sales Create Order Denial;;Sales|Order Denial;
Sales;Price Negotiation;;Sales Price Negotiation;Sales Price Negotiation;;Sales Price Negotiation;
Sales;Send offer;sends;"Sales;offer";Sales Send offer;Sends offer;Sales;
Sales;Order Negotiation;;Sales Order Negotiation;Sales Order Negotiation;;Sales Order Negotiation;
Sales;check database;checks;"Sales;database";Sales check database;;Sales check database;
Logistics;Check Availability in Stock;checks;"Logistics;Availability in Stock";Logistics Check Availability in Stock;Checks;Logistics|Availability in Stock;
Logistics;Pack articles;packs;"Logistics;articles";Logistics Pack articles;;Logistics Pack articles;
Logistics;Send articles;sends;"Logistics;articles";Logistics Send articles;Sends;Logistics|articles;
Logistics;take out of stock;takes out;"Logistics;stock";Logistics take out of stock;takes out;Logistics|stock;
Finance Department;Generate Invoice;generates;"Finance Department;Invoice";Finance Department Generate Invoice;Generates;Invoice;Finance Department
Finance Department;Check payment;checks;"Finance Department;payment";Finance Department Check payment;;Finance Department Check payment;
Finance Department;Send Payment Confirmation;sends;"Finance Department;Payment Confirmation";Finance Department Send Payment Confirmation;Sends;Finance Department|Payment Confirmation;
Finance Department;send new reminder;sends;"Finance Department;new reminder";Finance Department send new reminder;sends;new reminder;Finance Department
Finance Department;Send invoice;sends;"Finance Department;invoice";Finance Department Send invoice;Sends;Finance Department|invoice;
Sales;check customers;checks;"Sales;customers";Sales check customers;checks;Sales|customers;
Sales;check customers age;checks;"Sales;customers age";Sales check customers age;checks|ages;Sales|customers;
Sales;save customer data;saves;"Sales;customer data";Sales save customer data;saves;Sales|customer data;
Sales;check credit status;checks;"Sales;credit status";Sales check credit status;checks;Sales|credit status;
Sales;create customer account;creates;"Sales;customer account";Sales create customer account;creates;Sales|customer account;
Sales;do not create an account;creates;"Sales;account";Sales do not create an account;does not|creates;Sales|account;
Sales;create a saving account;creates;"Sales;account";Sales create a saving account;creates;Sales|saving account;
Sales;create a time desposit;creates;"Sales;time";Sales create a time desposit;creates;Sales|time desposit;
Sales;create a current account;creates;"Sales;current account";Sales create a current account;creates;Sales|current account;
Sales;check customer type;checks;"Sales;customer type";Sales check customer type;checks;Sales|customer type;
Sales;refuse order;refuses;"Sales;order";Sales refuse order;refuses;Sales|order;
Sales;apply customer to database;applies;"Sales;customer to database";Sales apply customer to database;applies;Sales|customer to database;
Sales;send offer;sends;"Sales;offer";Sales send offer;sends offer;Sales;
Sales;customer refueses offer;offers;"Sales;customer refueses";Sales customer refueses offer;offers;Sales customer refueses;
Sales;send confirmation of payment;sends;"Sales;confirmation of payment";Sales send confirmation of payment;sends;Sales|confirmation of payment;
Warehouse;check stock;checks;"Warehouse;stock";Warehouse check stock;checks;Warehouse|stock;
Financing;check solvency;checks;"Financing;solvency";Financing check solvency;;Financing check solvency;
Financing;refuse order;refuses;"Financing;order";Financing refuse order;refuses;Financing|order;
Financing;check payment;checks;"Financing;payment";Financing check payment;;Financing check payment;
Financing;prepare invoice;prepares;"Financing;invoice";Financing prepare invoice;prepares;Financing|invoice;
Logistics;deliver invoice;delivers;"Logistics;invoice";Logistics deliver invoice;delivers;Logistics|invoice;
Logistics;deliver goods;delivers;"Logistics;goods";Logistics deliver goods;delivers;Logistics|goods;
Logistics;prepare order;prepares;"Logistics;order";Logistics prepare order;prepares;Logistics|order;
Logistics;deliver order;delivers;"Logistics;order";Logistics deliver order;delivers;Logistics|order;
Customer service;ask for customers needs;asks for;"Customer service;customers needs";Customer service ask for customers needs;asks for;Customer service|customers;
Customer service;send to customer advisory;sends to;"Customer service;customer advisory";Customer service send to customer advisory;sends to;Customer service|customer advisory;
Customer advisory;ask for kind of account;asks for;"Customer advisory;kind of account";Customer advisory ask for kind of account;asks for;Customer advisory|kind of account;
Customer advisory;check age of customer;checks;"Customer advisory;age of customer";Customer advisory check age of customer;checks;Customer advisory|age of customer;
Customer advisory;ask for customer data;asks for;"Customer advisory;customer data";Customer advisory ask for customer data;asks for;Customer advisory|customer data;
Customer advisory;open account;opens;"Customer advisory;account";Customer advisory open account;opens;Customer advisory|account;
Customer advisory;advice other account type;advices;"Customer advisory;other account type";Customer advisory advice other account type;;Customer advisory advice other account type;
Customer advisory;ask for further needs;asks for;"Customer advisory;further needs";Customer advisory ask for further needs;asks for;Customer advisory|further needs;
ABC Bank;Client enters bank;enters;"ABC Bank;Client|bank";ABC Bank Client enters bank;;bank;ABC Bank Client
ABC Bank;current account;;ABC Bank current account;ABC Bank current account;;current account;ABC Bank
ABC Bank;age?;;ABC Bank age;ABC Bank age?;ages;;ABC Bank
ABC Bank;Declinement the inquiry;declinements;"ABC Bank;Declinement the inquiry";ABC Bank Declinement the inquiry;;inquiry;ABC Bank Declinement
ABC Bank;close inquiry;closes;"ABC Bank;inquiry";ABC Bank close inquiry;closes;inquiry;ABC Bank
ABC Bank;save client data;saves;"ABC Bank;client data";ABC Bank save client data;saves;client data;ABC Bank
Accounting;start production;starts;"Accounting;production";Accounting start production;starts;Accounting|production;
Accounting;take article;takes;"Accounting;article";Accounting take article;takes;Accounting|article;
Accounting;deliver product;delivers;"Accounting;product";Accounting deliver product;delivers;Accounting|product;
Accounting;close order;closes;"Accounting;order";Accounting close order;;Accounting close order;
Accounting;check number of reminders;checks;"Accounting;number of reminders";Accounting check number of reminders;checks;Accounting|number of reminders;
Accounting;engage a lawyer;engages;"Accounting;lawyer";Accounting engage a lawyer;engages;Accounting|lawyer;
Sales;reject order;rejects;"Sales;order";Sales reject order;rejects;Sales|order;
Sales;collect order data;collects;"Sales;order data";Sales collect order data;collects;Sales|order data;
Sales;send order confirmation;sends;"Sales;order confirmation";Sales send order confirmation;sends;Sales|order confirmation;
Sales;send invoice;sends;"Sales;invoice";Sales send invoice;sends;Sales|invoice;
Sales;check payment;checks;"Sales;payment";Sales check payment;;Sales check payment;
Warehousing;check availability;checks;"Warehousing;availability";Warehousing check availability;;Warehousing check availability;
Sales depatrtment;Check if customer already exists;checks;"Sales depatrtment;customer";Sales depatrtment Check if customer already exists;Checks if;Sales depatrtment|customer;
Sales depatrtment;Check credit status;checks;"Sales depatrtment;credit status";Sales depatrtment Check credit status;;Sales depatrtment Check credit status;
Sales depatrtment;Check customer requiremets;checks;"Sales depatrtment;customer requiremets";Sales depatrtment Check customer requiremets;Checks;Sales depatrtment|customer requiremets;
Sales depatrtment;Create customer in database;creates;"Sales depatrtment;customer in database";Sales depatrtment Create customer in database;Creates;Sales depatrtment|customer in database;
Sales depatrtment;Deny customer;denies;"Sales depatrtment;customer";Sales depatrtment Deny customer;Denies;Sales depatrtment|customer;
Sales depatrtment;Deny order;denies;"Sales depatrtment;order";Sales depatrtment Deny order;Denies;Sales depatrtment|order;
Sales depatrtment;Check availability;checks;"Sales depatrtment;availability";Sales depatrtment Check availability;;Sales depatrtment Check availability;
Sales depatrtment;Generate order confirmation;generates;"Sales depatrtment;order confirmation";Sales depatrtment Generate order confirmation;Generates;Sales depatrtment|order confirmation;
Sales depatrtment;Generate invoice;generates;"Sales depatrtment;invoice";Sales depatrtment Generate invoice;Generates invoice;Sales depatrtment;
Sales depatrtment;Send invoice;sends;"Sales depatrtment;invoice";Sales depatrtment Send invoice;Sends;Sales depatrtment|invoice;
Sales depatrtment;Check payment;checks;"Sales depatrtment;payment";Sales depatrtment Check payment;;Sales depatrtment Check payment;
Sales depatrtment;Check no. of reminders;checks;"Sales depatrtment;no. of reminders";Sales depatrtment Check no. of reminders;Checks;Sales depatrtment|reminders;
Sales depatrtment;Send reminder;sends;"Sales depatrtment;reminder";Sales depatrtment Send reminder;Sends;Sales depatrtment|reminder;
Sales depatrtment;Confirm payment;confirms;"Sales depatrtment;payment";Sales depatrtment Confirm payment;Confirms;Sales depatrtment|payment;
Warehouse;Pick articles from storage;picks;"Warehouse;articles from storage";Warehouse Pick articles from storage;Picks;Warehouse|articles from storage;
Warehouse;Pack articles;packs;"Warehouse;articles";Warehouse Pack articles;;articles;Warehouse Pack
Warehouse;Send articles;sends;"Warehouse;articles";Warehouse Send articles;Sends;Warehouse|articles;
Sales;Check Customer Data;checks;"Sales;Customer Data";Sales Check Customer Data;;Sales|Customer Data;
Sales;Check customer requirements;checks;"Sales;customer requirements";Sales Check customer requirements;Checks;Sales|customer requirements;
Sales;deny customer;denies;"Sales;customer";Sales deny customer;denies;Sales|customer;
Sales;create customer;creates;"Sales;customer";Sales create customer;creates;Sales|customer;
Sales;generate order confirmation;generates;"Sales;order confirmation";Sales generate order confirmation;generates;Sales|order confirmation;
Accounting;check solvency;checks;"Accounting;solvency";Accounting check solvency;;Accounting check solvency;
Accounting;generate Invoice;generates;"Accounting;Invoice";Accounting generate Invoice;generates;Accounting|Invoice;
Accounting;send Invoice;sends;"Accounting;Invoice";Accounting send Invoice;sends;Accounting|Invoice;
Accounting;check No. of reminders;checks;"Accounting;No. of reminders";Accounting check No. of reminders;;Accounting check|reminders;
Accounting;finish order;finishes;"Accounting;order";Accounting finish order;finishes;Accounting|order;
Dispositon;check availability;checks;"Dispositon;availability";Dispositon check availability;;Dispositon check availability;
Logistics;pick order;picks;"Logistics;order";Logistics pick order;picks;Logistics|order;
Logistics;pack articles;packs;"Logistics;articles";Logistics pack articles;packs;Logistics|articles;
Logistics;handover to express company;handovers to;"Logistics;express company";Logistics handover to express company;expresses;Logistics handover|company;
Logistics;send shipping information;sends;"Logistics;shipping information";Logistics send shipping information;sends;Logistics|shipping information;
Sales;enter customer data;enters;"Sales;customer data";Sales enter customer data;enters;Sales|customer data;
Warehousing;deliver product;delivers;"Warehousing;product";Warehousing deliver product;delivers;Warehousing|product;
bank;contact client;contacts;"bank;client";bank contact client;;bank contact client;
bank;check client pers. data;checks;"bank;client pers. data";bank check client pers. data;checks;bank|client pers|data;
bank;offer savings account;offers;"bank;savings account";bank offer savings account;offers;bank|savings account;
bank;offer time desposits;offers;"bank;time desposits";bank offer time desposits;offers;bank|time desposits;
bank;offer current account;offers;"bank;current account";bank offer current account;offers;bank|current account;
bank;ask desired accounts;asks;"bank;desired accounts";bank ask desired accounts;asks;bank|accounts;
bank;open selected accounts;selects;"bank;accounts";bank open selected accounts;opens;bank|accounts;
Finance;Check solvency;checks;"Finance;solvency";Finance Check solvency;;Finance Check solvency;
Finance;accepting order;accepts;"Finance;order";Finance accepting order;;Finance accepting order;
Finance;Cancel the order;cancels;"Finance;order";Finance Cancel the order;Cancels;Finance|order;
Finance;check the reminder;checks;"Finance;reminder";Finance check the reminder;checks;Finance|reminder;
Finance;send reminder;sends;"Finance;reminder";Finance send reminder;sends;Finance|reminder;
Finance;go to court;goes to;"Finance;court";Finance go to court;goes to;Finance|court;
Finance;finish the order;finishes;"Finance;order";Finance finish the order;finishes;Finance|order;
Sales;Save customer data;saves;"Sales;customer data";Sales Save customer data;Saves;Sales|customer data;
Sales;Cancel the order;cancels;"Sales;order";Sales Cancel the order;Cancels;Sales|order;
Sales;Check customer status;checks;"Sales;customer status";Sales Check customer status;Checks;Sales|customer status;
Sales;Create order confirmation;creates;"Sales;order confirmation";Sales Create order confirmation;Creates;Sales|order confirmation;
Sales;prepare invoice;prepares;"Sales;invoice";Sales prepare invoice;prepares;Sales|invoice;
Sales;check for payment;checks for;"Sales;payment";Sales check for payment;checks for;Sales|payment;
Warehouse;Check stock;checks;"Warehouse;stock";Warehouse Check stock;;Warehouse Check stock;
Warehouse;production;;Warehouse production;Warehouse production;;Warehouse production;
Warehouse;get articels;gets;"Warehouse;articels";Warehouse get articels;gets;articels;Warehouse
Warehouse;deliver goods;delivers;"Warehouse;goods";Warehouse deliver goods;delivers;Warehouse|goods;
Logistic;take goods;takes;"Logistic;goods";Logistic take goods;takes;Logistic|goods;
restaurant;Ask for free table;asks for;"restaurant;free table";restaurant Ask for free table;Asks for;restaurant|free table;
restaurant;take a seat;takes;"restaurant;seat";restaurant take a seat;takes;restaurant|seat;
restaurant;leave the restaurant;leaves;"restaurant;restaurant";restaurant leave the restaurant;leaves;restaurant|restaurant;
restaurant;look at the menu;looks at;"restaurant;menu";restaurant look at the menu;looks at;restaurant|menu;
restaurant;order a salad;orders;"restaurant;salad";restaurant order a salad;orders;restaurant|salad;
restaurant;order a tiramisu;orders;"restaurant;tiramisu";restaurant order a tiramisu;orders;restaurant|tiramisu;
restaurant;order red wine;orders;"restaurant;red wine";restaurant order red wine;orders;restaurant|red wine;
restaurant;eat;eats;"restaurant;nan";restaurant eat;eats;restaurant;
restaurant;ask for bill;asks for;"restaurant;bill";restaurant ask for bill;asks for;restaurant|bill;
restaurant;pay the bill;pays;"restaurant;bill";restaurant pay the bill;pays;restaurant|bill;
Itlian Restaurant;Take a seat and ask for the menu;takes;"Itlian Restaurant;seat|menu";Itlian Restaurant Take a seat and ask for the menu;Takes|asks for;seat|menu;Itlian Restaurant
Itlian Restaurant;Order a glass of red wine;orders;"Itlian Restaurant;glass of red wine";Itlian Restaurant Order a glass of red wine;Orders;glass of red wine;Itlian Restaurant
Itlian Restaurant;Order a salad;orders;"Itlian Restaurant;salad";Itlian Restaurant Order a salad;Orders;salad;Itlian Restaurant
Itlian Restaurant;Ask for kinds of desserts;asks for;"Itlian Restaurant;kinds of desserts";Itlian Restaurant Ask for kinds of desserts;Asks for;Restaurant|kinds of desserts;Itlian
Itlian Restaurant;Order a desert;orders;"Itlian Restaurant;desert";Itlian Restaurant Order a desert;Orders;desert;Itlian Restaurant
Itlian Restaurant;Do not order a desert;orders;"Itlian Restaurant;desert";Itlian Restaurant Do not order a desert;Dos not|orders;desert;Itlian Restaurant
Itlian Restaurant;Ask for the bill;asks for;"Itlian Restaurant;bill";Itlian Restaurant Ask for the bill;Asks for;Restaurant|bill;Itlian
Itlian Restaurant;Pay the bill;pays;"Itlian Restaurant;bill";Itlian Restaurant Pay the bill;Pays;Itlian Restaurant|bill;
Client;check desert menu;checks;"Client;desert menu";Client check desert menu;checks;Client|desert menu;
Client;take seat;takes;"Client;seat";Client take seat;takes;Client|seat;
Client;order salad;orders;"Client;salad";Client order salad;orders;Client|salad;
Client;order wine;orders;"Client;wine";Client order wine;orders;Client|wine;
Client;order tiramisu;orders;"Client;tiramisu";Client order tiramisu;;Client order tiramisu;
Client;order no desert;orders;"Client;desert";Client order no desert;orders;Client|desert;
Client;have dinner;has;"Client;dinner";Client have dinner;has;Client|dinner;
Client;ask for bill;asks for;"Client;bill";Client ask for bill;asks for;Client|bill;
Client;pay bill;pays;"Client;bill";Client pay bill;;Client pay bill;
Client;get wine;gets;"Client;wine";Client get wine;gets;Client|wine;
Client;get dinner;gets;"Client;dinner";Client get dinner;gets;Client|dinner;
Restaurant;Ask for free table;asks for;"Restaurant;free table";Restaurant Ask for free table;Asks for;Restaurant|free table;
Restaurant;take a seat;takes;"Restaurant;seat";Restaurant take a seat;takes;Restaurant|seat;
Restaurant;leave restaurant;leaves;"Restaurant;restaurant";Restaurant leave restaurant;leaves;Restaurant|restaurant;
Restaurant;take a look at the menu;takes;"Restaurant;look at the menu";Restaurant take a look at the menu;takes;Restaurant|look at the menu;
Restaurant;order red wine;orders;"Restaurant;red wine";Restaurant order red wine;orders;Restaurant|red wine;
Restaurant;order tiramisu;orders;"Restaurant;tiramisu";Restaurant order tiramisu;orders;Restaurant|tiramisu;
Restaurant;order salad;orders;"Restaurant;salad";Restaurant order salad;orders;Restaurant|salad;
Restaurant;eat;eats;"Restaurant;nan";Restaurant eat;eats;Restaurant;
Restaurant;pay the bill;pays;"Restaurant;bill";Restaurant pay the bill;pays;Restaurant|bill;
Restaurant;leave;leaves;"Restaurant;nan";Restaurant leave;leaves;Restaurant;
Manager;Check Alternative Arrangement;checks;"Manager;Alternative Arrangement";Manager Check Alternative Arrangement;Checks;Manager|Alternative Arrangement;
PayPal Client;Access PayPal Sign Up Page;accesses;"PayPal Client;PayPal Sign Up Page";PayPal Client Access PayPal Sign Up Page;Signs Up;Client Access PayPal|Page;PayPal
PayPal Client;Determine the type of Payment details to be added;determines;"PayPal Client;type of Payment details";PayPal Client Determine the type of Payment details to be added;Determines|is;Client|type of Payment details;PayPal
PayPal Client;Determine PayPal Account Type;determines;"PayPal Client;PayPal Account Type";PayPal Client Determine PayPal Account Type;Determines;Client|PayPal Account Type;PayPal
PayPal Client;Select Personal Account Type;selects;"PayPal Client;Personal Account Type";PayPal Client Select Personal Account Type;Selects;Client|Personal Account Type;PayPal
PayPal Client;Select Premium Account Type;selects;"PayPal Client;Premium Account Type";PayPal Client Select Premium Account Type;;Account Type;PayPal Client Select Premium
PayPal Client;Enter Login Details;enters;"PayPal Client;Login Details";PayPal Client Enter Login Details;Enters;Client|Login Details;PayPal
PayPal Client;Enter Personal Details;enters;"PayPal Client;Personal Details";PayPal Client Enter Personal Details;Enters;Client|Personal Details;PayPal
PayPal Client;Declare if have been or affiliated with a Politically Exposed Person;declares;"PayPal Client;Person";PayPal Client Declare if have been or affiliated with a Politically Exposed Person;Declares if;Client|Person;PayPal
PayPal Client;Click Agree and Create Account;clicks|creates;"PayPal Client;Agree|Account";PayPal Client Click Agree and Create Account;Clicks Agree|Creates;Client|Account;PayPal
PayPal System;Validate input fields;validates;"PayPal System;input fields";PayPal System Validate input fields;Validates;System|input fields;PayPal
PayPal System;Generate New User Email;generates;"PayPal System;New User Email";PayPal System Generate New User Email;Generates;System|New User Email;PayPal
PayPal System;Make two random deposits in Bank Account;makes;"PayPal System;random deposits in Bank Account";PayPal System Make two random deposits in Bank Account;Makes;random deposits;PayPal System|Bank Account
PayPal System;Compare values provided;compares;"PayPal System;values";PayPal System Compare values provided;Compares;values;PayPal System
PayPal System;Remove bank account details from account;removes;"PayPal System;bank account details from account";PayPal System Remove bank account details from account;Removes;System|bank account details from account;PayPal
PayPal System;Link Bank Details to Account;links;"PayPal System;Bank Details to Account";PayPal System Link Bank Details to Account;;Account;PayPal System Link Bank
PayPal Client;Enter Bank Details;enters;"PayPal Client;Bank Details";PayPal Client Enter Bank Details;Enters;Client|Bank Details;PayPal
PayPal Client;Click Continue;clicks;"PayPal Client;Continue";PayPal Client Click Continue;Clicks Continue;Client;PayPal
PayPal Client;Check deposits Received in Bank Account;checks;"PayPal Client;deposits received in Bank Account";PayPal Client Check deposits Received in Bank Account;;Client Check deposits|Account;PayPal|Bank
PayPal Client;Login to PayPal account;logins to;"PayPal Client;PayPal account";PayPal Client Login to PayPal account;;Client Login|account;PayPal|PayPal
PayPal Client;Enter amounts of two deposits;enters;"PayPal Client;amounts of|deposits";PayPal Client Enter amounts of two deposits;Enters;Client|amounts|deposits;PayPal
PayPal Client;Click Verify;clicks;"PayPal Client;Verify";PayPal Client Click Verify;Verifies;;PayPal Client Click
PayPal User;Enter credit card details;enters;"PayPal User;credit card details";PayPal User Enter credit card details;Enters;User|credit card details;PayPal
PayPal User;Check billing address is correct;checks;"PayPal User;billing address";PayPal User Check billing address is correct;;User Check billing address;PayPal
PayPal User;Modify Billing Address;modifies;"PayPal User;Billing Address";PayPal User Modify Billing Address;Modifies;PayPal User|Billing Address;
PayPal System;Check Credit Card Authority Response;checks;"PayPal System;Credit Card Authority Response";PayPal System Check Credit Card Authority Response;Checks;System|Credit Card Authority Response;PayPal
Mail Centre;Categorize invoice by staff member;categorizes;"Mail Centre;invoice by staff member";Mail Centre Categorize invoice by staff member;Categorizes invoice by;Mail Centre|staff member;
Mail Centre;Forward invoice to Admin Department;forwards;"Mail Centre;invoice to Admin Department";Mail Centre Forward invoice to Admin Department;invoices to;Mail Centre;Admin Department
Mail Centre;Forward invoice for Validation;forwards;"Mail Centre;invoice for Validation";Mail Centre Forward invoice for Validation;invoices for;Mail Centre Forward|Validation;
Administration Department;Put invoices in collection box;puts;"Administration Department;invoices in collection box";Administration Department Put invoices in collection box;Puts;invoices in collection box;Administration Department
Accounts Receivable;Generate monthly invoices;generates;"Accounts Receivable;monthly invoices";Accounts Receivable Generate monthly invoices;Receivables Generate;Accounts|monthly invoices;
Payment Office;Pay invoices;pays;"Payment Office;invoices";Payment Office Pay invoices;;invoices;Payment Office Pay
Payment Office;Send payment report to registry;sends;"Payment Office;payment report to registry";Payment Office Send payment report to registry;Sends|reports to;Payment Office|payment|registry;
Payment Office;Send payment report to Accounts Receivable Department;sends;"Payment Office;payment report to Accounts Receivable Department";Payment Office Send payment report to Accounts Receivable Department;Sends|reports to;Payment Office|payment|Accounts;Receivable Department
